part_id,show,part_number,part_brand,subcategory,part_image,watts_power,voltage,shape,min_dimension,max_dimension,probe_length,probe_diameter,lead_length,ingress_protection,certifications,nema_rating
2B9D056C-946B-4B5D-B37B-CA7B17BF2D26,,85105290857H1,SANYO,,,,,,,,,,,,,
2BC16289-16D2-45E6-A541-BFDE40D66C87,,1950430,MCQUAY,,,,,,,,,,,,,
2C3FFAD3-B440-4C75-9933-2F9FA9040AD9,,44-40511-08,RHEEM,,,,,,,,,,,,,
2C66F182-C8EA-46A5-A500-6AC60D8D6AB6,,CPCRKHTR003A00,CARRIER,,,,,,,,,,,,,
2CCF17F3-B94B-4ACF-87EA-805DC0A7A5F7,,M0470301,AMANA,BAND CRANKCASE HEATER,,,,,,,,,,,,
2D65BD71-78E3-47FB-8AE1-390A02EDAB4B,,HT32CH759,PAYNE,,,,,,,,,,,,,
2DF35143-AD47-4A73-9347-41FAC7F64A0F,,5300AR2915D,HEAT CONTROLLER,,,,,,,,,,,,,
2E7C4505-B5C0-4C95-B81B-6E6FB29B7C67,,7601-194,WEATHERKING,,,,,,,,,,,,,
2E832732-7D0C-4C42-99FB-9B04A699458E,,HTR04120,TRANE,,,,,,,,,,,,,
2EB55D99-5DC0-4B12-B574-3416E3F17A85,,HTR00366,TRANE,,,,,,,,,,,,,
2EF5A281-6439-48B8-88C0-57B6EAEEACA2,,00PPY120032500,CARRIER,,,,,,,,,,,,,
2F104434-D517-4CB1-A40F-ED688A3F3D93,,HT32CH766,CARRIER,,,,,,,,,,,,,
2F2C00DF-8A0D-48F6-A283-9057AD1BA143,,HT32CH913,CARRIER,,,,,,,,,,,,,
2F411A84-CEB0-42C3-9B32-EF72FB9D2658,,38GS900131,CARRIER,,,,,,,,,,,,,
2F8A87B9-5091-4302-819B-D41E2DC3C873,,S1-02532712240,YORK UPG,,,,,,,,,,,,,
2FACA08B-FCD7-4016-A8DB-92BE44960576,,HTR01297,TRANE,,,,,,,,,,,,,
3054619D-8C26-4277-940E-707FB019F23F,,HTR02584,AMERICAN STANDARD,,,,,,,,,,,,,
30AD102D-66A2-401D-B384-ADA0D38A3321,,44-101884-07,THERMAL ZONE,,,,,,,,,,,,,
30AF808E-221B-4DDF-8A8B-280852C74E6D,,06EA660166,CARRIER,,,,,,,,,,,,,
30BE6948-B97B-48F7-B8A3-BED50CAB5578,,HTR05955,TRANE,,,,,,,,,,,,,
30F8C766-7B5C-4801-9F07-8063D551A224,,02-6333-00,CARRIER,,,,,,,,,,,,,
318A694C-DE14-4A36-9025-FA034908116A,,8604-032,BARD,,,,,,,,,,,,,
3198377C-40C6-409B-A0FB-B5A0886BCA0B,,310432-701,CARRIER,,,,,,,,,,,,,
321AACCA-0648-4EF3-AE8D-CDBECC65ADD1,,44-41720-03,RHEEM,,,,,,,,,,,,,
32507251-957D-4614-883B-AAC3A02EDA32,,B1243731,GOODMAN,PROBE CRANKCASE HEATER,,,,,,,,,,,,
32590148-7572-4E05-8B73-70E0C7204676,,P041-4424,CARRIER,,,,,,,,,,,,,
327D7851-5619-43F4-87E1-290BFFE41F17,,S1-02424837000,YORK UPG,,,,,,,,,,,,,
328BBCC9-5616-4228-ADD2-31969287AFE2,,B5190408,AMANA,BAND CRANKCASE HEATER,,,,,,,,,,,,
332AAC71-DDC2-47AB-BDA8-2A381B9667D8,,67918D2,CARRIER,,,,,,,,,,,,,
333C7529-2BC4-4E9C-B7DC-453C4636C6D6,,44-17402-10,RUUD,,,,,,,,,,,,,
334D6410-EF19-4F8E-B456-36C7E6C8299B,,1178258,HEIL,,,,,,,,,,,,,
33657716-739E-4FA1-9C7B-B322540F8E2C,,1175514,HEIL,,,,,,,,,,,,,
33B03437-85F5-472F-B4EA-B87FD38E37A4,,50LE900011,CARRIER,,,,,,,,,,,,,
33C3403A-D00D-4DB7-8A29-CA808AB24421,,44-20656-82,WEATHERKING,,,,,,,,,,,,,
3449F73D-93C7-4781-92E4-63F1403B00B7,,S1-02518611000,YORK UPG,,,,,,,,,,,,,
34625F08-E9F3-4378-98FF-23ECDA39E233,,1172357,HEIL,,,,,,,,,,,,,
34B03063-2754-4C9B-A953-2B0430184678,,32M33,LENNOX,,,,,,,,,,,,,
34F66395-133A-4834-8769-644F67D2BE65,,HTR02386,AMERICAN STANDARD,,,,,,,,,,,,,
34FC5124-65D6-4FC1-BA24-1C1A2F298728,,S1-02537423240,YORK UPG,,,,,,,,,,,,,
3504D815-FCC2-43F0-89B0-A6C1267C471F,,50PQ680001,CARRIER,,,,,,,,,,,,,
35134A58-2502-4F61-9D85-4C302E112205,,HT32BH116,CARRIER,,,,,,,,,,,,,
3555DDED-1BE5-46D8-9462-EAB823C734CB,,KAACH1401AAA,PAYNE,,,,,,,,,,,,,
3581BA59-9F5D-4D4C-A238-3E2657054698,,1950432,COMFORT,,,,,,,,,,,,,
358934C4-E5C6-4572-B5FA-A4D98895BCC2,,1061482,HEIL,,,,,,,,,,,,,
35C9FF68-99E2-481B-BDAF-82B30E0EAB34,,HT32BH750,CARRIER,,,,,,,,,,,,,
35D6C2F6-FBEC-47B5-A024-225D9380583A,,HTR01614,AMERICAN STANDARD,,,,,,,,,,,,,
35EAA1CF-3D89-4E3B-9D20-C95FABCC8394,,S1-02638079007,YORK UPG,,,,,,,,,,,,,
367292E2-C8A1-407E-8131-46D04BD6DB0B,,HT32BH858,BRYANT,,,,,,,,,,,,,
3677672B-9DB7-443A-8DD5-B2E08AD3D616,,HT32CH244,CARRIER,,,,,,,,,,,,,
367A20B9-C006-4AD9-BC1E-63578EEDD526,,44-20656-82,RHEEM,,,,,,,,,,,,,
36C595FD-19DC-40F7-B1D5-62FA75C22D57,,67958D02,CARRIER,,,,,,,,,,,,,
36D38EF5-EA99-4100-9972-53B542A38A86,,18M11,LENNOX,,,,,,,,,,,,,
36DCC383-7B43-48A0-A10D-429A5A275EEA,,14124800,ARCOAIRE,,,,,,,,,,,,,
376AC686-966D-45D5-BA86-F616A8175640,,S1-02531944000,YORK UPG,,,,,,,,,,,,,
37B747C6-20BC-4493-BBFF-2E628FC88DDC,,B5188111,AMANA,BAND CRANKCASE HEATER,,,,,,,,,,,,
37E3C781-AEEC-4CF8-8945-CDC4EEE6DCE4,,RXAF-A01,WEATHERKING,,,,,,,,,,,,,
38222C64-458E-41A5-901B-28D34ACFDF49,,KAACH2401AAA,CARRIER,,,,,,,,,,,,,
38447EA4-FCE4-46D1-8118-F7744253CC41,,P-8-2363,LENNOX,,,,,,,,,,,,,
3854699A-6845-43DA-ACEF-905DF8D9F185,,HTR00211,TRANE,,,,,,,,,,,,,
38951228-B4A7-4D3E-8B87-173F29113D4B,,1617045,DAIKIN,,,,,,,,,,,,,
38999DC5-4D34-480D-BB8C-A51BA5D93E2D,,983-5502,YORK UPG,,,,,,,,,,,,,
38D14F03-EB89-4B1D-97C6-581D08346EA8,,72H67,LENNOX,,,,,,,,,,,,,
399D0D89-39EB-4575-B196-36AE2B2F40E3,,T7W869236,MITSUBISHI,,,,,,,,,,,,,
3A27AA25-D705-44F8-AF91-239FE6D85ECC,,8604-169,WEATHERKING,,,,,,,,,,,,,
3A7694BD-CD19-47E9-80C9-95FB615835CB,,44-17402-21,RHEEM,,,,,,,,,,,,,
3AB93FF9-41EA-4F62-90F6-6AB9B89F4303,,HT32CH215,CARRIER,,,,,,,,,,,,,
3B1C0C3A-D56E-40CA-A7A1-13E46409D7AA,,HTR01254,TRANE,,,,,,,,,,,,,
3B2092F0-64FA-4FCC-A7EE-7572AE25BA8E,,HT32ES717,CARRIER,,,,,,,,,,,,,
3B42064A-E05B-41FF-B898-46CF689A5D68,,HTR-1614,KLIMAIRE,,,,,,,,,,,,,
3B6FC8A8-5CA7-44DC-A187-D32462931609,,44-17402-06,RHEEM,,,,,,,,,,,,,
3B7CAC1F-4213-4906-B506-4ACB6C524451,,632345,GIBSON,,,,,,,,,,,,,
3B969993-3F79-4CF4-AB60-8BB684CCA13D,,521955,HEIL,,,,,,,,,,,,,
3BE165FE-5D57-4802-8DC1-62B2ACBD8D23,,HTR01548,TRANE,,,,,,,,,,,,,
3BFD7645-C213-47D9-BE5D-69E1DA0B4A6C,,HT32BH849,BRYANT,,,,,,,,,,,,,
3C5B330D-4A46-41E2-B1ED-8F13FE99B953,,HTR04425,TRANE,,,,,,,,,,,,,
3C792E65-7754-483C-8F8C-5D9039A396DE,,HT32BH304,CARRIER,,,,,,,,,,,,,
3C793783-360A-4FDD-BED8-B726BB773D60,,B5190404,AMANA,BAND CRANKCASE HEATER,,,,,,,,,,,,
3CCC6478-94C8-4546-9C00-CD1EE5D8F546,,B5161001,AMANA,BAND CRANKCASE HEATER,,,,,,,,,,,,
3D0FBD0F-0A0F-4A1B-911A-E8C31B5754F3,,CPCRKHTR006A00,CARRIER,,,,,,,,,,,,,
3D4B24A2-5C9F-423D-AE29-1B6E738DE73D,,HTR01678,TRANE,,,,,,,,,,,,,
3D4D89A4-8D47-4D50-ACB0-84759F4F80C1,,B5190401,AMANA,BAND CRANKCASE HEATER,,,,,,,,,,,,
3DBC4D13-AAEE-4B36-9575-09237B4C50D8,,1174086,HEIL,,,,,,,,,,,,,
3E0A6500-187B-4EDC-B370-BD90151B2DDD,,58SR680003,CARRIER,,,,,,,,,,,,,
3E66FC73-EEC6-4B8C-BBFF-5E15CB5BB09F,,S1-02638079022,YORK UPG,,,,,,,,,,,,,
3E885171-0EB0-4A7B-986D-405BABD0C3C6,,HTR00176,TRANE,,,,,,,,,,,,,
3EBE6616-DAD2-489E-BD3C-751500E5BC58,,0130L00020,GOODMAN,BAND CRANKCASE HEATER,,,,,,,,,,,,
3F13ECD8-FAC8-4CA0-B605-2031B68CF5DD,,17402001000601,CARRIER,,,,,,,,,,,,,
3F2C7BCF-3F35-4CEA-A239-D6D979F5DD1B,,HTR04907,AMERICAN STANDARD,,,,,,,,,,,,,
3F56E954-AEB1-4B39-B838-87E81F40BEC8,,0230L00003,GOODMAN,BAND CRANKCASE HEATER,,,,,,,,,,,,
3F5E91EB-99DC-434F-83E2-072B3E1CDA85,,1320540,HEIL,,,,,,,,,,,,,
3FBB78DF-6E8D-4AC9-A7D5-EB812849E671,,1178113,HEIL,,,,,,,,,,,,,
3FD44BEE-7174-470D-BC8E-0A0C636B2107,,PHT04CY0020,CARRIER,,,,,,,,,,,,,
3M6IWAHIKPHWDF8ZUVSWUUEA5O7WARSUXZE5,,632480,NORDYNE,,,,,,,,,,,,,
3XX4KD3VZ1BU4UVFMKQICLFQUH5IEH1H76GS,,632509R,NORDYNE,,,,,,,,,,,,,
4006F096-E84C-4CFB-95A0-C6AF62E493B2,,025-A-510,KOLDWAVE,,,,,,,,,,,,,
4052BDEF-70AE-4C0A-9FF7-E5EF2B79F603,,1175451,HEIL,,,,,,,,,,,,,
405C9114-2F87-4F98-8F3F-19D64EDEFA50,,WJ27X10028,GE,,,,,,,,,,,,,
4085B028-7C44-4208-B742-8859AC0BA292,,HTR04954,TRANE,,,,,,,,,,,,,
4091D9F8-AF3B-4B01-91AC-6132D004AF2F,,HTR00419,TRANE,,,,,,,,,,,,,
40A8E258-83B3-4125-ABE7-5F90016D8306,,55-40511-06,RHEEM,,,,,,,,,,,,,
40B50181-228B-49D0-8502-D227C0D81FA9,,HTR00152,TRANE,,,,,,,,,,,,,
40B850B4-5898-4F21-9CFC-4B5613548656,,60-4119,YORK UPG,,,,,,,,,,,,,
40CF3F59-151F-4667-BC52-BF8765C2C163,,HTR00162,TRANE,,,,,,,,,,,,,
40FC8FBD-AF19-4768-A43F-AC51FA559542,,HT32TC901,CARRIER,,,,,,,,,,,,,
413C7DD8-4287-4327-8E1C-3A3C50D6F1E1,,HT32BH857,CARRIER,,,,,,,,,,,,,
414F6F46-B59F-47DC-8E66-9B3E529970A8,,HT38KN002,CARRIER,,,,,,,,,,,,,
4193FA91-AC10-4E94-B23F-E48C8EBA0961,,HT36DL481,CARRIER,,,,,,,,,,,,,
420D6901-6774-463E-88FD-FFBFE83AF153,,HT32CH249,CARRIER,,,,,,,,,,,,,
42A78EA6-9B03-40DC-B496-3733C55F6C2E,,102-024,CARRIER,,,,,,,,,,,,,
4311240A-8875-408B-AEC5-F7F4EEE9286C,,S1-02519962003,YORK UPG,,,,,,,,,,,,,
4354E32C-7FE4-4D3F-B725-271BEE0468B8,,24701402,BOHN,,,,,,,,,,,,,
4356908E-CBB0-4894-BAC5-9D9830E1DBE4,,44-17402-49,RHEEM,,,,,,,,,,,,,
4388D0D5-6A6B-490A-A9BF-5DB458E439BA,,HT32CH235,CARRIER,,,,,,,,,,,,,
439BFA45-A10D-461E-A86C-A2F5407BE986,,8605-016,BARD,,,,,,,,,,,,,
43C71C50-8CBF-4E67-AFF4-6F2172C374C2,,CPCRKHTR004A00,BRYANT,,,,,,,,,,,,,
43E45614-6898-4AFD-B59B-CE4C35ADB47B,,100499-12,LENNOX,,,,,,,,,,,,,
43E941CC-028C-45AD-8F8C-74CD5EB37959,,HT32CH200,CARRIER,,,,,,,,,,,,,
43FD92F0-3063-496E-A536-AB3111ABECC0,,32003001,CARRIER,,,,,,,,,,,,,
44069BD5-2EEB-4959-9BD4-0B83808CB7BE,,1950439,ARCOAIRE,,,,,,,,,,,,,
4456312D-990F-40BD-A0B7-070C2D0028DA,,48G86,LENNOX,,,,,,,,,,,,,
44AA6569-560F-4720-901A-BE921383AD60,,HT32BH734,BRYANT,,,,,,,,,,,,,
44DCACD0-B547-4F20-A831-73FB1036EDCC,,HT660001,BRYANT,,,,,,,,,,,,,
4508304A-6314-43F5-84AC-A0A8388B1911,,HT32BH285,BRYANT,,,,,,,,,,,,,
45095957-5870-4E83-88FD-0A8C65BF3E38,,8A04079,ARCOAIRE,,,,,,,,,,,,,
4516BC16-361A-4A94-8469-F74D562A3B5D,,HTR02063,TRANE,,,,,,,,,,,,,
4520FDB4-5140-42FE-A3AE-E94BD70BCB83,,444051108,HEIL,,,,,,,,,,,,,
454CFD52-AD9A-45B9-A2F2-B1CD9F0197B6,,C6311202,AMANA,BAND CRANKCASE HEATER,,,,,,,,,,,,
456A839E-4131-4DC1-8E7D-37BF2E4B1C28,,S1-9336-3991,COLEMAN,,,,,,,,,,,,,
45CE12EB-D5C0-4825-946A-D45442E4E8D2,,HTR01291,TRANE,,,,,,,,,,,,,
4612B811-5DD4-4A5E-9BE9-8A758EF330E5,,KAACH1401AAA,CARRIER,,,,,,,,,,,,,
46141864-0176-4D9A-BD3D-3B3F0E39F5C7,,76510009,GREE,,,,,,,,,,,,,
461D3691-B91F-4FFE-B860-DA2F6296AF58,,44-101884-07,RHEEM,,,,,,,,,,,,,
4641E5AB-7346-4525-9485-FEED697A99A8,,HC32CH220,CARRIER,,,,,,,,,,,,,
464FE6F2-85B8-42C1-A3D0-97744F76B968,,HTR00442,TRANE,,,,,,,,,,,,,
46533288-0A3B-43C2-BFB3-FC2BB0A0A48F,,S1-02518611013,YORK UPG,,,,,,,,,,,,,
46D1EAEC-FDBD-43A3-B0D5-7BFAD17F53B0,,HTR01679,TRANE,,,,,,,,,,,,,
46D49315-CF12-4CBC-8CD0-BF7923BF1AD1,,HTR00107,TRANE,,,,,,,,,,,,,
46EAE5BE-6020-45BB-81CB-8C29FE3FFE32,,521955,SEARS,,,,,,,,,,,,,
46ED3306-ECA0-4DCC-A5D9-91CB21DC8C97,,HT32BH293,CARRIER,,,,,,,,,,,,,
46F802CA-68F2-45C7-92B9-1026DE4C32D8,,44-41264-01,RHEEM,,,,,,,,,,,,,
47303105-125A-4A10-87D3-3B8428EDE982,,RCP-3002,REFPLUS,,,,,,,,,,,,,
474CD19D-D845-4C3F-8B64-E62185D0F886,,18L20,LENNOX,,,,,,,,,,,,,
477014CF-7F21-4114-9E61-70C4812C681C,,44-17402-10,RHEEM,,,,,,,,,,,,,
47746569-7233-49E4-8470-4454E2760C82,,8620-113,BARD,,,,,,,,,,,,,
47819260-A2CA-4169-94C3-8DECF70A8525,,1950432,MCQUAY,,,,,,,,,,,,,
479842DB-71CF-4BD6-9601-3DBEC15DEA1C,,24704001,CLIMATEMASTER,,,,,,,,,,,,,
47DE8D9C-BD97-44D5-A471-2C8616208575,,HT32BH243,CARRIER,,,,,,,,,,,,,
481C8676-06D9-4A54-A2F7-5BE69BCDDA90,,RCP-3042,REFPLUS,,,,,,,,,,,,,
4826F3A3-D175-42AE-B5A5-37959FCE4932,,HT32CH217,CARRIER,,,,,,,,,,,,,
482F302F-CB11-4605-9AF2-C0ED9C2A9A37,,1176161,HEIL,,,,,,,,,,,,,
48414DB8-D169-41F7-B0B5-3EF54B9B6232,,HT32AZ243,CARRIER,,,,,,,,,,,,,
48487727-1054-49C5-BF3E-BC0355A5AC51,,44-101884-16,RHEEM,,,,,,,,,,,,,
4863BF24-417C-4CB4-9C7C-EA0F4821ED0B,,LB-112538A,LENNOX,,,,,,,,,,,,,
48782E85-5B01-4585-9408-D9845A16ABE6,,KAACH1001AA,CARRIER,,,,,,,,,,,,,
4879659A-C8A9-4A32-A237-E33216009BE5,,HT32BH291,CARRIER,,,,,,,,,,,,,
48B52189-092D-42E2-A591-D6C1F977F5C9,,S1-6348H3501,COLEMAN,,,,,,,,,,,,,
4919E24A-3F0E-413F-8997-C4F8DF9C8431,,S1-02518611009,YORK UPG,,,,,,,,,,,,,
495193C5-866D-4847-96E8-94625F2DE12E,,76518732,THERMAL ZONE,,,,,,,,,,,,,
496BE942-E173-42AF-BDA6-AC05AC91F062,,14124702,HEIL,,,,,,,,,,,,,
4996D187-71F9-47EF-A1AA-0C1B61C13FA1,,42J85,ALLIED,,,,,,,,,,,,,
499D8FC9-F10D-44E3-8719-4F9EBE3ECD14,,HTR03389,TRANE,,,,,,,,,,,,,
4A7929B5-7EEE-4FAF-B02E-B2DC73FDEEDE,,S1-02521498000,YORK UPG,,,,,,,,,,,,,
4A92C510-8220-4F44-A47D-5DCD2EB9CBBB,,P041-4441,PAYNE,,,,,,,,,,,,,
4A9D5E81-3150-4F6F-A09A-59D48BE1922A,,18K20,LENNOX,,,,,,,,,,,,,
4ABCCA2F-48BC-4899-9DA1-99D6F724151C,,HTR02683,TRANE,,,,,,,,,,,,,
4AED0C93-E555-470A-82A8-747A9C15BC87,,HTR00111,TRANE,,,,,,,,,,,,,
4AFF97B4-2D90-4AEE-ABC3-0AD485F4FE02,,HTR01102,TRANE,,,,,,,,,,,,,
4B9655CC-4BD5-4566-AE4A-2B8B26B59FEF,,38GP900062,CARRIER,,,,,,,,,,,,,
4BB855EF-FE32-49C2-8A4D-E84A127A0ED8,,P631-4201,CARRIER,,,,,,,,,,,,,
4C00B339-2365-4C64-8D6B-8BBD2935CBFA,,55-40511-08,RHEEM,,,,,,,,,,,,,
4C297049-DE5D-4F2E-8CEC-6BE6BFEB4923,,HTR04934,TRANE,,,,,,,,,,,,,
4C386A3D-F66B-4486-AAC9-BDC2013CD6CE,,HT32TC743,CARRIER,,,,,,,,,,,,,
4C3F97D9-1EA1-495D-ACDD-A02553EE74F2,,S1-02519661701,YORK UPG,,,,,,,,,,,,,
4C5A5F71-38AC-4B9D-BD32-57B44202C50A,,6230965133,SANYO,,,,,,,,,,,,,
4C71D1B1-C7E1-4C0F-ACA5-7FC62389F04E,,1950430,HEIL,,,,,,,,,,,,,
4C7C4DDD-F1DD-453B-A5C9-C6892A203042,,38AQ660003,CARRIER,,,,,,,,,,,,,
4C9325FF-ABC3-4FAF-8E3E-5C4FDFB363F1,,HTR00401,TRANE,,,,,,,,,,,,,
4C9C821E-121F-4241-8545-BE0322986B9E,,HTR02999,TRANE,,,,,,,,,,,,,
4D3B3392-C2E4-4F6B-AFB4-FE16B3E25A95,,19XR05039102,CARRIER,,,,,,,,,,,,,
4D56F9B4-7F5D-46B3-A6E1-7AE59E8EE876,,44-17402-07,RHEEM,,,,,,,,,,,,,
4D6C8BFA-4BA1-4609-91A4-85A4443642A0,,99K4691,LENNOX,,,,,,,,,,,,,
4DD6FFA9-13DD-4EB8-9699-91823BA2EA62,,HTR04943,AMERICAN STANDARD,,,,,,,,,,,,,
4EF5B9F3-25FE-48AB-97F3-4B6E6F13D278,,HTR01993,TRANE,,,,,,,,,,,,,
4F3C2491-9237-4BCC-817A-D7EDC44B84DB,,HT32CH758,CARRIER,,,,,,,,,,,,,
4F556F5F-B6F1-4890-99A5-3032C736B911,,44-41720-03,WEATHERKING,,,,,,,,,,,,,
4FD22FF1-0A22-4611-94E2-DF03F07ED0E7,,7651873215,GREE,,,,,,,,,,,,,
4FE1EC3D-EF04-49A2-8165-1B13658450A0,,PHT04CY0030,CARRIER,,,,,,,,,,,,,
4FEABD0A-465F-4132-A4AE-BFE7A8527466,,B1243732,GOODMAN,BAND CRANKCASE HEATER,,,,,,,,,,,,
4RYTEOV3WMFN9O12TM74VMASVW1XRG3HVEG5,,632358,NORDYNE,,,,,,,,,,,,,
503182E6-EFE7-49C7-9CAC-B08D4EE9ACAD,,HC32CH216,CARRIER,,,,,,,,,,,,,
50355B28-D029-4CFA-8CF5-E7264B73FA10,,44-41625-02,RHEEM,,,,,,,,,,,,,
5051FD21-2E8F-4F90-B3F5-61D702D9F490,,HTR02572,TRANE,,,,,,,,,,,,,
505CFD36-F795-44B7-9B15-17F2A9C882AA,,HTR00182,TRANE,,,,,,,,,,,,,
505DBF27-130F-4C2E-AD34-38BE7E4361F6,,HT32BH238,CARRIER,,,,,,,,,,,,,
50DD6513-9AA7-4668-A7E6-F3C3812BA99A,,3102800300,DAEWOO,,,,,,,,,,,,,
50E643E8-8162-444D-8DAF-BCFDF673108D,,HT32CH208,CARRIER,,,,,,,,,,,,,
5110104E-6515-4440-B459-4FE60847796D,,S1-02531951480,YORK UPG,,,,,,,,,,,,,
51A25769-2F59-4624-A5B0-EA899F51B911,,1950555,MCQUAY,,,,,,,,,,,,,
51AB172F-6E91-4C63-AA77-A597A686CEE4,,17402001000017,CARRIER,,,,,,,,,,,,,
51D3B21F-09E2-4A22-99A1-80429C7FD859,,8733941834,BOSCH,,,,,,,,,,,,,
5216CF4A-F397-4D15-B6FE-17B658692FCA,,HT32TC710,CARRIER,,,,,,,,,,,,,
52256521-2646-44A7-8CC9-064BC7327FF2,,HTR00386,TRANE,,,,,,,,,,,,,
52700F58-88C3-4AE1-BF06-D31C9E80230B,,HT32CH910,CARRIER,,,,,,,,,,,,,
52E02582-B4F3-4228-861B-0512451F8712,,1178257,HEIL,,,,,,,,,,,,,
5367A737-6566-40F7-A2B2-F8F33E6F7AB6,,8604-052,BARD,,,,,,,,,,,,,
53AA4B85-8154-41B2-B7CE-2FF26FC85BFE,,RCP-3045,REFPLUS,,,,,,,,,,,,,
53BF5B13-65D4-4F8C-AF24-60D6B58F74C0,,HT32BH284,BRYANT,,,,,,,,,,,,,
53F9542F-4C4D-413B-A3EF-F8414BBB3C00,,32001034,THERMAL ZONE,,,,,,,,,,,,,
541361DE-4C99-4F70-9DEB-3C125CC18C61,,P041-4131,BRYANT,,,,,,,,,,,,,
547B102B-12E9-485C-ACAB-8C745FB9E0C4,,025-15525T005,YORK UPG,,,,,,,,,,,,,
54AA5D8F-DB28-41C4-A724-C810340BFD1A,,1176565,HEIL,,,,,,,,,,,,,
54B304E3-6CF0-467D-AA80-C2ACC376A4FD,,CPCRKHTR003A00,BRYANT,,,,,,,,,,,,,
54B3AEDE-DC99-49ED-9CA6-781F6878EF11,,B12437-33,AMANA,PROBE CRANKCASE HEATER,,,,,,,,,,,,
54C23951-0BA0-466B-9B5C-DD7B8BC713DC,,HT32BH850,CARRIER,,,,,,,,,,,,,
54CEC09C-A17E-419D-9CDF-EBEBA1BF6C07,,HTR00213,TRANE,,,,,,,,,,,,,
550414AE-D9F7-4501-8925-94CDD248B211,,HTR02568,AMERICAN STANDARD,,,,,,,,,,,,,
553B7AAC-3E5A-4DF5-8FBB-32C9AA4ABCF0,,632351,GIBSON,,,,,,,,,,,,,
556910E0-B8E9-4CC8-931D-B40D6533A55C,,444126402,HEIL,,,,,,,,,,,,,
558B4076-CDE0-4F8B-A7E1-2E8376D1BF63,,25M06,LENNOX,,,,,,,,,,,,,
55E9AB98-892F-495C-B29A-E0CBABBDE794,,HTR02998,AMERICAN STANDARD,,,,,,,,,,,,,
55EEE908-6286-474F-BF5D-D1927DA84D56,,610199,TEXAS FURNACE,,,,,,,,,,,,,
560DCC46-5677-4448-89B0-E857A18F0AEF,,P041-4411,PAYNE,,,,,,,,,,,,,
5612470E-E5E0-41C7-B631-C1CB563BAB3A,,1175113,HEIL,,,,,,,,,,,,,
56E48202-5790-4284-855C-29D2F9E279E1,,50EQ680001,CARRIER,,,,,,,,,,,,,
57295624-ED30-4772-B868-54D8D6E0719C,,HT32BH858,CARRIER,,,,,,,,,,,,,
5742826A-55A0-4155-B334-851F93A94754,,44-17402-05,RHEEM,,,,,,,,,,,,,
574F9960-E50F-44AA-BF82-C1065A4783A0,,44-17402-13,RHEEM,,,,,,,,,,,,,
577C421B-03D7-4A84-A1D1-DAC6D4D604FB,,014124701,MCQUAY,,,,,,,,,,,,,
578C4534-DCA0-429D-BC10-5BE02D5D8FA5,,50QP680002,CARRIER,,,,,,,,,,,,,
57BA0474-19FB-49AF-A9AD-DA16353EC8A9,,72H80,LENNOX,,,,,,,,,,,,,
57CDCE2D-EDBB-4EB7-992E-80DDD8DEC7A7,,A3376101,AMANA,PROBE CRANKCASE HEATER,,,,,,,,,,,,
57F604E5-C7C3-4C25-90AE-48BBF483F16A,,1173186,HEIL,,,,,,,,,,,,,
58066C46-6B71-460F-AE2D-3A6618487C07,,44-40294-03,RHEEM,,,,,,,,,,,,,
583CF787-0E71-43B1-B3EC-D0C5B0D5A85A,,1176125,HEIL,,,,,,,,,,,,,
584B3E6E-3ADF-4576-B0C2-9E03B8E72E7A,,1172473,HEIL,,,,,,,,,,,,,
58D590E5-E80C-48CF-AFCA-B504CD0587B7,,02-6331-06,CARRIER,,,,,,,,,,,,,
58E228A5-84BE-4288-8E40-9E917C2BACCA,,S1-02518750018,YORK UPG,,,,,,,,,,,,,
59C5A364-5557-474F-9F0A-B3A92DFAF13A,,18B0011N02,CARRIER,,,,,,,,,,,,,
59D298E4-E2BD-46D8-A526-528E7B686E7D,,HT32BH970,CARRIER,,,,,,,,,,,,,
5A376D90-EDD9-4E92-BC92-B639B7136A97,,KT32BH846,CARRIER,,,,,,,,,,,,,
5A45C442-4DFE-45E6-B610-D0431BEE1A77,,0130L00209,DAIKIN,,,,,,,,,,,,,
5A4F9C6B-3131-4925-8A3E-275D9F4F72EB,,HTR02527,TRANE,,,,,,,,,,,,,
5A66BFD1-9687-4BE2-B8A7-D09BB1A3E538,,HT32CH214,PAYNE,,,,,,,,,,,,,
5ABFBCE9-6665-4F06-A855-9D046E38AC3A,,06DA660092,CARRIER,,,,,,,,,,,,,
5AD7D111-0145-483B-8383-A85E7A544D16,,HTR01552,AMERICAN STANDARD,,,,,,,,,,,,,
5AD7FC9C-8667-46AE-89FE-1A55EEE9EAAF,,C6304804,AMANA,PROBE CRANKCASE HEATER,,,,,,,,,,,,
5B036CFF-BAD4-4DA7-97DD-F100422D94EB,,S1-02524464000,YORK UPG,,,,,,,,,,,,,
5B5B73C2-DEBB-4B58-B264-99C72AAEBF97,,1950725,ARCOAIRE,,,,,,,,,,,,,
5B5E236C-3A51-4D00-902C-3252DDDC2925,,S1-6103A3901,COLEMAN,,,,,,,,,,,,,
5B6A8F0F-F47D-4ABF-8297-5A745A53E8BA,,HT36YS120,CARRIER,,,,,,,,,,,,,
5B75DC72-ED99-4221-95BF-F55E07BF9C19,,KAACH1001AAA,CARRIER,,,,,,,,,,,,,
5B79CF8B-F41C-45AC-9D09-4E4B2AC238A0,,HTR04224,TRANE,,,,,,,,,,,,,
