part_id,show,part_number,part_brand,subcategory,part_image,microfarads,voltage,shape,tolerance,operating_temperature,depth,height,width,ingress_protection,certifications,nema_rating,part_number_correction,notes
25FAFC94-5143-4064-BC5C-E30404660461,1,WJ20X650,GE,,,,,,,,,,,,,,,
25R9EKFCFJQA33EF025E5ZXGC7S1WMUP9Q9M,1,620659,NORDYNE,,,,,,,,,,,,,,,
2601002D-818A-4666-87BF-4FE8D2CE0EA6,1,S1-02408526000,YORK UPG,START CAPACITOR,,,,,,,,,,,,,,
260767C7-9FCA-4CD1-9FEB-3D692C6CE2BC,1,30441C,ELKAY,,,15,370,,,,,,,,,,,
26114B90-759C-4552-8FDB-A07025578559,1,T7WE08255,MITSUBISHI,RUN CAPACITOR,,24,230,,,,,,,,,,,
26189CB1-1058-4D55-9832-D86CEBC031E2,1,D6879716,AMANA,DUAL CAPACITOR,,,,,,,,,,,,,,
2618A643-7C79-40BC-A5FD-C78B080E2F7F,1,6120AR2194P,LG,,,,,,,,,,,,,,,
261AEDB0-D17E-47D5-9D44-2B33ADCCB286,1,484507-0470,MOVINCOOL,,,10,400,,,,,,,,,,,
261F8E68-0018-4C26-8E9C-C509F2B470B3,1,P291-2503,BRYANT,RUN CAPACITOR,,,,,,,,,,,,,,
261FE71F-54EC-4B40-8E91-203BF1A803AB,1,WJ20X10058,GE,,,,,,,,,,,,,,,
26452C05-86F8-4827-B132-59587E1FD487,1,WP20X44,GE,,,,,,,,,,,,,,,
264FBC89-9307-422C-B5BB-3C743968B213,1,BT9457008,AMANA,DUAL CAPACITOR,,,,,,,,,,,,,,
265A7B88-19CE-4256-A9B7-5FE6AF3FFC53,1,1061879,HEIL,DUAL CAPACITOR,,15/7.5,370,Round,,,,,,,,,,
265D687C-1E0E-4E67-84CC-ADCA6C66791E,1,24280810,ICP,,,,,,,,,,,,,,,
266BC7B1-35DD-4BD9-8FD6-5F9F4EF3DAA4,1,M21152350,MITSUBISHI,,,,,,,,,,,,,,,
2676C3D1-FB1C-4937-8B14-E32F09869FB9,1,WJ20X649,GE,RUN CAPACITOR,,,,,,,,,,,,,,
26798AE3-59A5-4A20-B0C7-35EC34FCBDD1,1,32M96,LENNOX,DUAL CAPACITOR,,,,,,,,,,,,,,
26852678-3240-4C80-B099-FD769EC555AD,1,202401000508,SEA BREEZE,RUN CAPACITOR,,30,440,Round,,,,,,,,,,
268B674A-84A6-4DBF-9714-E16826E2B624,1,2007340,MCQUAY,,,,,,,,,,,,,,,
26999D4D-BB6B-477F-8B92-32B60CB2EA8D,1,WJ20X10070,GE,,,,,,,,,,,,,,,
26A4E9FF-8D14-4759-99B8-E22A41074445,1,HN95DD058,CARRIER,START CAPACITOR,,,,,,,,,,,,,,
26B13188-B9BE-4CBC-A11F-A55E5409B2F2,1,24280822,CLIMATEMASTER,,,,,,,,,,,,,,,
26B64DF2-EC00-4D7B-A458-8ADE3AAEBC83,1,D6789009,GOODMAN,RUN CAPACITOR,,,,,,,,,,,,,,
26C43685-4173-4A9F-908B-0499906D23EB,1,S1-02425825700,YORK UPG,DUAL CAPACITOR,,25/7.5,370,Round,,,,,,,,,,
26D232E6-F6B9-41AB-B0C5-35753B6B2927,1,067291515,MCQUAY,RUN CAPACITOR,,35,440,,,,,,,,,,,
26D36ED7-DF84-4CA6-890F-27ABEF14712E,1,1200300,ARCOAIRE,,,,,,,,,,,,,,,
26DE90FB-3E7A-40D9-80AC-18FEE37F28F5,1,WW20X14,TRANE,,,,,,,,,,,,,,,
26DED1B1-8457-4AEC-969E-60F1E77C0AAF,1,CAP030250450RS,GOODMAN,DUAL CAPACITOR,,,,,,,,,,,,,,
26E1570D-6C70-4930-A362-60FF4DA039AE,1,69171B7,CARRIER,,,,,,,,,,,,,,,
26E91D43-5E23-4007-9A30-695B507FEC2E,1,52M57,LENNOX,,,,,,,,,,,,,,,
26ED3E62-E6FC-4874-9728-2E6EB30ECEA1,1,8552-053,BARD,DUAL CAPACITOR,,45/5,440,Round,,,,,37288,,,,,
26FEE09F-3577-48AB-A097-6717812E859E,1,040-025779-001,CHROMALOX,,,,,,,,,,,,,,,
270CB8B5-85A2-4220-9DFA-675266CE7926,1,HC93CL065,CARRIER,,,,,,,,,,,,,,,
270D97BF-D7A2-47C2-B360-E3CB74BDABA0,1,P291-3554RS,PAYNE,DUAL CAPACITOR,,,,,,,,,,,,,,
270F4909-FF29-41CC-8372-9CBC390A477B,1,HC90AA005,CARRIER,,,,,,,,,,,,,,,
271572E0-ACB4-4C71-9918-EE9646B26658,1,DY6.186.070,GOODMAN,RUN CAPACITOR,,,,,,,,,,,,,,
271D748E-4F24-4F63-BD0F-975E9BCDDC26,1,CPT01220,TRANE,,,,,,,,,,,,,,,
271FR4BWIIABQFN4PSQRDERVF152STKF7JV5,1,CR12.5X440,SUPCO,RUN CAPACITOR,,12.5,440VAC,Oval,+ / - 5%,\-40°F to 185°F (-40°C to 85°C),2.00\",3.125\",1.25\",,UL,CSA,VDE,,,
2721339F-11B0-4477-876D-CA683682DDD0,1,K0S3070X06AX,CHARMGLOW,,,,,,,,,,,,,,,
27252F47-E135-483C-8B0F-3EC02A18055B,1,1162594,,,,,,,,,,,,,,,,
272A2F59-2F26-4C0D-BC99-14DB33D70ADA,1,HC95DE058,CARRIER,START CAPACITOR,,,,,,,,,,,,,,
27345572-2DC4-4D1F-9114-9D97E4FE4B52,1,CPT00115,TRANE,,,,,,,,,,,,,,,
27361CBC-41F0-4357-8274-3EB21CBF23C0,1,BT9458003,GOODMAN,RUN CAPACITOR,,,,,,,,,,,,,,
273C032B-384E-476B-A96B-A4F942746DA2,1,S1-02423298700,YORK UPG,DUAL CAPACITOR,,,,,,,,,,,,,,
274776E3-0096-4B12-B13F-D3E203A9CA06,1,D6711847,AMANA,DUAL CAPACITOR,,,,,,,,,,,,,,
2752C67A-9119-4BA7-8F70-49D6D52F1D5D,1,9703107153,FUJITSU,RUN CAPACITOR,,,,,,,,,,,,,,
2755B969-2963-4B60-BFE4-488965988573,1,69M64,LENNOX,DUAL CAPACITOR,,,,,,,,,,,,,,
275A0B8E-5F85-4DBB-B429-F7B126EF1C68,1,WJ20X303,GE,RUN CAPACITOR,,,,,,,,,,,,,,
27626450-5343-4CEB-AB63-20390D73CF6B,1,91593,HEIL,,,,,,,,,,,,,,,
27634B06-D47E-4246-A918-C6D85F5766CC,1,P291-5073RS,PAYNE,DUAL CAPACITOR,,,,,,,,,,,,,,
276CA913-A5F3-49C8-9FDA-06F4E65AC3DA,1,6230011878,SANYO,,,,,,,,,,,,,,,
2783D433-5331-49F3-8055-4A9E94416B39,1,43-100510-57,RHEEM,RUN CAPACITOR,,20,370,Round,-0.06,70C,,,,,,,,
278E95F9-F636-4BAB-9B4E-1A909C57CBE0,1,100335-24,LENNOX,DUAL CAPACITOR,,,,,,,,,,,,,,
2793A50A-341C-405D-B17C-8EA27DEAF335,1,1162590,WHIRLPOOL,RUN CAPACITOR,,,,,,,,,,,,,,
2797816A-7628-4D54-A23A-33D4A8351C87,1,HC96CX145,CARRIER,START CAPACITOR,,,,,,,,,,,,,,
279797EF-3799-4B0C-AF80-8D2297B1193C,1,43-21298-70,RHEEM,,,,,,,,,,,,,,,
2798C742-54A2-4974-B995-0F52541E0638,1,RLY01187,TRANE,,,,,,,,,,,,,,,
279F0D54-C879-4FF7-992D-50772C745024,1,100335-23,LENNOX,DUAL CAPACITOR,,,,,,,,,,,,,,
27AD64E4-F0DC-4A31-82A1-407D11BAA966,1,S1-02425390700,YORK UPG,DUAL CAPACITOR,,,,,,,,,,,,,,
27AEE459-1064-4FD1-A911-1A21F1D4530F,1,700053-07,CARRIER,,,,,,,,,,,,,,,
27B1EC81-9972-4243-A2E2-B7DC7E9279D9,1,WJ20X301,GE,RUN CAPACITOR,,,,,,,,,,,,,,
27C11ED7-DE55-4F5B-A5A2-87237B1A540D,1,P281-1356,DAY & NIGHT,START CAPACITOR,,,,,,,,,,,,,,
27C4C449-E909-4396-8D7D-BF8A0CF9892E,1,8552-50,HEAT CONTROLLER,,,,,,,,,,,,,,,
27C7E176-9A0B-4935-8312-21BF029703E7,1,W203X685,GE,DUAL CAPACITOR,,,,,,,,,,,,,,
27D34873-91F7-4695-8F72-ED0E8EB9E2DE,1,47A60,AIREASE,DUAL CAPACITOR,,,,,,,,,,,,,,
27D39CC3-918D-41C1-AF49-BC6B2AA3FBD5,1,P281-1456S,CARRIER,START CAPACITOR,,,,,,,,,,,,,,
27D68FA8-5EE8-449F-B746-BBC3236D311B,1,WP20X10070,GE,,,,,,,,,,,,,,,
27EA11E4-1C81-4A92-8E39-7701D3E22FAF,1,CPT00622,TRANE,DUAL CAPACITOR,,35/20,440,Round,,,5.8,2.8,2.9,,,,,
27F3F0DF-2B60-4143-9C1D-0E9F60C293A8,1,CPT00173,TRANE,,,,,,,,,,,,,,,
27FC97D8-374E-4EA5-B62F-664CAC06A842,1,12L70,ALLIED,DUAL CAPACITOR,,,,,,,,,,,,,,
27QLT6ZOLYYTXNZA2IPN4PEKMDG5F6L2UTGS,1,8009041,FRIGIDAIRE,,,,,,,,,,,,,,,
2803EDF4-81D9-421D-90ED-370FF1870639,1,8552-11,HEAT CONTROLLER,RUN CAPACITOR,,,,,,,,,,,,,,
280B55A0-2A54-4BEB-A208-CF7247BF300A,1,CBB60A80,CARRIER,,,,,,,,,,,,,,,
28137E7F-2A44-4F56-A886-4F0250ACAB0B,1,5308009401,WESTINGHOUSE,,,,,,,,,,,,,,,
281F4399-ACC0-43CF-A0B3-70D4F14A4D58,1,P-8-5287,LENNOX,,,,,,,,,,,,,,,
281M4H98FHKPOI1WXECCWLDH7GYSEPD4OG7H,1,CD75+10X370R,SUPCO,DUAL CAPACITOR,,75+10,370VAC,Round,+ / - 5%,\-40°F to 185°F (-40°C to 85°C),,4.50\",2.375\",,UL,VDE,,,
282527C9-EC3F-479C-995A-2D545B8AA646,1,P281-2700,CARRIER,START CAPACITOR,,,,,,,,,,,,,,
2826E731-0598-4262-A27A-F317F12948D0,1,43-101665-48,THERMAL ZONE,DUAL CAPACITOR,,45/10,440,Round,-0.06,70C,,,,,,,,
28286C60-457F-4CD8-8854-886776E9023A,1,CPT00072,AMERISTAR,RUN CAPACITOR,,,,,,,,,,,,,,
282A99D8-48AA-4F15-A93D-FE929ED804A6,1,999759,WHIRLPOOL,RUN CAPACITOR,,,,,,,,,,,,,,
28396689-B73B-4B4E-886B-1D8223F5E685,1,G519417-04,GIBSON,,,,,,,,,,,,,,,
28423494-5237-4087-87E9-81B7501CF4E0,1,330799-704,CARRIER,,,,,,,,,,,,,,,
284632AA-12CB-4C4D-950D-9C74BB974844,1,WJ20X745,GE,,,,,,,,,,,,,,,
284E3569-90E9-4D29-BD13-4D72B64EB136,1,1150421,HEIL,,,,,,,,,,,,,,,
2863C6B6-9A45-44DF-A633-4B20CC4F84A6,1,HC98JA057,PAYNE,DUAL CAPACITOR,,,,,,,,,,,,,,
287AB0F8-65FE-40CA-A6F1-E205F9C5527D,1,951518,WHIRLPOOL,RUN CAPACITOR,,,,,,,,,,,,,,
28880A50-802E-474F-8FCB-5C4D1FDFFC29,1,856P144,HEAT CONTROLLER,,,4,370,,,,,,,,,,0856P-0144,
288AF0F2-F0BA-4480-9643-9DC4445F6692,1,CPT00421,CUMBERLAND,RUN CAPACITOR,,55,440,Round,,,,,,,,,,
2891402D-3E54-4782-955F-E9E6E52ABEDF,1,HC98JA026RS,CARRIER,DUAL CAPACITOR,,,,,,,,,,,,,,
289FCDEE-5F90-4B8D-9386-561B73E7C988,1,43-101666-37,RHEEM,RUN CAPACITOR,,45,370,Round,-0.06,70C,,,,,,,,
28A1CFFA-3987-4FBB-85B1-DB11857869BB,1,R68DE0001,HEIL,RUN CAPACITOR,,10,370,,,,,,,,,,,
28A74904-C317-46E1-B32F-E2A29A085386,1,1094988,HEIL,DUAL CAPACITOR,,40/7.5,440,Round,,,,,,,,,,
28A9FE91-93E4-40C4-9C11-F44018D5C39B,1,1086638,HEIL,,,,,,,,,,,,,,,
28AA446A-22BF-4682-B7A2-D58A5BD926B4,1,1094958,CARRIER,RUN CAPACITOR,,12.5,370,,,,,,,,,,,
28BAA917-0B9C-4675-8EB6-0D4A63C0C4F2,1,51301830500,CARRIER,,,,,,,,,,,,,,,
28BCAA9B-6095-45C0-935B-E874DC50DDCF,1,D55156-35,CARRIER,,,,,,,,,,,,,,,
28BCDB57-86B4-48B0-AD3C-D744E3E5029E,1,B9456055,GOODMAN,RUN CAPACITOR,,,,,,,,,,,,,,
28BF0E00-523B-4487-8067-88716313C6A1,1,24280845,FRIEDRICH,,,,,,,,,,,,,,,
28C74AB6-7717-410F-9D9D-D0154DAA6DB3,1,CPT01084,TRANE,RUN CAPACITOR,,10,450,,,,,,,,,,,
28C7C70E-10A8-4739-9F69-94DAF77EA477,1,8769-25,HEAT CONTROLLER,,,,,,,,,,,,,,,
28CAD4CA-93AC-4F9C-90DA-C8131CB5DE8D,1,AC-1400-50,RHEEM,RUN CAPACITOR,,,,,,,,,,,,,,
28D119F6-289F-4F3D-AD04-CE7D4B1E30B1,1,CAP150000370VAS,GOODMAN,RUN CAPACITOR,,,,,,,,,,,,,,
28D5275C-9F4D-479A-803B-ED51D693389A,1,S1-02425511000,YORK UPG,DUAL CAPACITOR,,55/5,370,Round,,,,,,,,,,
28FAD2AB-E30A-4761-B8DF-B31A2DE7349B,1,A4005801,AMANA,START CAPACITOR,,,,,,,,,,,,,,
28P6Y0VY40SMS639TST8YX4GYKSLCQSTNB0V,1,652890,FRIGIDAIRE,,,,,,,,,,,,,,,
290E5C34-5562-4514-8FFB-DC20A8A47A4D,1,51SY530300190,CARRIER,DUAL CAPACITOR,,,,,,,,,,,,,,
290F7EDE-E23B-4C8E-B006-5CA52924E2B9,1,D6879740,GOODMAN,DUAL CAPACITOR ,,,,,,,,,,,,,,
29134554-3983-41F3-94AE-0F8F5E5FB324,1,P-8-3016,LENNOX,,,,,,,,,,,,,,,
29176C1E-1705-461F-A347-092E93738DDF,1,S1-02432030000,YORK UPG,DUAL CAPACITOR,,,,,,,,,,,,,,
291MS8EPB6VNQNBB71ZM0NQHGVVNDDEX6U0K,1,G519417-05,KELVINATOR,,,,,,,,,,,,,,,
29226A89-AAFE-436E-8CA2-F1CF533E3ABA,1,P291-2057,CARRIER,DUAL CAPACITOR,,,,,,,,,,,,,,
2938FA32-FE97-4667-BC1E-538919050CE8,1,43-22362-13,RHEEM,DUAL CAPACITOR,,40/3,440,Oval,-0.06,-40 to 70C,,,,,,,,
2945F143-3A78-45F0-B04B-BD94656070F4,1,484507-0450,MOVINCOOL,,,25,370,,,,,,,,,,,
2949B314-5F80-4C67-94AF-1098EA704938,1,33010043,GREE,,,1.5,500,,,,,,,,,,,
294E2F8A-610A-4518-85A7-E7CAA97ACC7E,1,D6879851,AMANA,DUAL CAPACITOR,,,,,,,,,,,,,,
296446CE-2BEB-423D-B805-977151D14812,1,P281-1459,CARRIER,START CAPACITOR,,145-175,250,Round,,,,,,,,,,
296A5992-177F-4603-A0CA-9B9D83716A1F,1,S1-6936-3131,COLEMAN,RUN CAPACITOR,,,,,,,,,,,,,,
296E5D05-92DA-499A-85EA-5256EE95D55B,1,1200655,HEIL,,,,,,,,,,,,,,,
2970356D-31B7-4013-9B83-9842772BCEB1,1,202401100310,MIDEA,,,,,,,,,,,,,,,
29722D93-0628-4887-A85F-2FBE55072E7D,1,70005301,CLIMATEMASTER,,,,,,,,,,,,,,,
297529AD-13A7-4E66-A02F-678B8B9DC97D,1,8552-597,WEATHERKING,RUN CAPACITOR,,,,,,,,,,,,,,
297A583F-3A1C-4E39-BF98-09E3998C16B9,1,1605-00730-028,SUMMIT,,,,,,,,,,,,,,,
2982892E-4A91-456D-B604-FC48A1DB3672,1,CPT00041,TRANE,START CAPACITOR,,135,115,,,,5.7,5.4,3.5,,,,,
29873972-F480-4F13-AD54-68705D0B863F,1,CPT00489,TRANE,,,,,,,,,,,,,,,
298B70B1-2A03-40BC-A17A-9F5263FFA6A9,1,P291-5004P,CARRIER,RUN CAPACITOR,,50,440,Oval,,,,3.9,1.9,,,,,
299E6CBF-D70A-4955-ABC6-EC6CB243A2E9,1,PCA05AE0160,CARRIER,,,,,,,,,,,,,,,
29A37D47-BC4D-4942-9CC9-4DD45D68B321,1,1150420,HEIL,,,,,,,,,,,,,,,
29B0E012-6B9C-48DC-90BE-2E2DDC48FA5F,1,8733927506,BOSCH,,,,,,,,,,,,,,,
29B3B4F2-2259-421A-BEF8-70ADA27CF50D,1,24280826,ICP,,,,,,,,,,,,,,,
29BBAA9A-2F31-49DF-B0D0-11E795BFB288,1,CPT00055,TRANE,,,,,,,,,,,,,,,
29C3415E-1EDD-40B7-A0CB-FB26C2D9AC45,1,61903011,HEIL,RUN CAPACITOR,,5,370,,,,,,,,,,,
29CAE9E4-8065-4E45-92CA-07E79A1AC3C5,1,81A45,LENNOX,RUN CAPACITOR,,,,,,,,,,,,,,
29CE493E-C4A9-4099-A555-EBA557BFD767,1,69171B8,CARRIER,RUN CAPACITOR,,,,,,,,,,,,,,
29D3E8B6-A2A0-464E-A00E-F6EC061F6DF1,1,1605-00560-040,FEDDERS,,,,,,,,,,,,,,,
2A00D4E8-73DE-4589-834E-8C2506B23F31,1,22-3694,YORK UPG,,,,,,,,,,,,,,,
2A03090C-B415-4576-8B5D-3DFE95251858,1,S1-02423968700,YORK UPG,RUN CAPACITOR,,,,,,,,,,,,,,
2A046D51-2F59-40D1-94C8-13EA972AB0BB,1,6120AR2194A,LUCKY GOLDSTAR,,,,,,,,,,,,,,,
2A0C3CA6-C74E-4443-8CFB-F1BD94EC8579,1,WJ20X10002,GE,RUN CAPACITOR,,,,,,,,,,,,,,
2A0F0A01-86BD-4DC8-B59C-94465B5125F6,1,1200320,ARCOAIRE,,,,,,,,,,,,,,,
2A195467-C555-4EE3-AD83-ECA2A076B982,1,WJ20X10021,GE,DUAL CAPACITOR,,,,,,,,,,,,,,
2A25B56A-93BB-4ED5-B024-BDA7D0D92279,1,100335-06,ALLIED,DUAL CAPACITOR,,,,,,,,,,,,,,
2A26EDB3-20DE-44CB-AC7D-63AA642C367C,1,P291-8013,CARRIER,DUAL CAPACITOR,,,,,,,,,,,,,,
2A3C07F1-74C4-4491-B9EC-AC13922A1336,1,D6789042,GOODMAN,DUAL CAPACITOR,,,,,,,,,,,,,,
2A4DC5EB-E3A0-48D0-A4E8-1BCAA4CB8232,1,S1-02425190000,YORK UPG,START CAPACITOR,,,,,,,,,,,,,,
2A53756C-AB8E-4EA9-B730-67534892C8D0,1,WJ20X174,GE,DUAL CAPACITOR,,,,,,,,,,,,,,
2A5B24CD-5D3C-4323-85AE-D39233473EC9,1,1605-00560-039,FEDDERS,DUAL CAPACITOR,,,,,,,,,,,,,,
2A5F5736-21DE-4C85-84EA-4857311428E8,1,A4011701,AMANA,START CAPACITOR,,,,,,,,,,,,,,
2A61EF48-BD4E-4C7F-95B1-553D134D78BB,1,WJ20X168,GE,RUN CAPACITOR,,,,,,,,,,,,,,
2A6749D8-18DD-4DDD-9937-F7DEF7478775,1,39H65,LENNOX,,,,,,,,,,,,,,,
2A87B96E-EFDD-4B7C-8B24-B00F101F4AEE,1,8552-38,HEAT CONTROLLER,RUN CAPACITOR,,,,,,,,,,,,,,
2A92646D-13B2-4B72-A2E9-114AEE536E86,1,CAP050350440RS,GOODMAN,DUAL CAPACITOR,,,,,,,,,,,,,,
2A93CF70-B8DB-4C0F-AC50-7E91652026F8,1,43-26271-46,RHEEM,DUAL CAPACITOR,,40/10,370,Round,-0.06,70C,,,,,,,,
2AA3F8C5-F3E8-4ECD-BF4D-112B02D7AC43,1,S1-1497-1611,COLEMAN,START CAPACITOR,,,,,,,,,,,,,,
2ABABEB4-FB53-4972-8970-B09527DE9646,1,1058613,SEARS,,,,,,,,,,,,,,,
2AC2580E-06C9-49F0-8C44-176D011ECE27,1,61080344,FRIEDRICH,DUAL CAPACITOR,,25/5,440,,,,,,,,,,,
2AC9605E-843D-49F3-94CF-EBCE3FF2BAF3,1,61080565,FRIEDRICH,DUAL CAPACITOR,,30/5,370,Round,0.04,-40 to 70C,,,,,,,,
2AD078B1-496A-4A29-844A-2578F17668DC,1,61080338,FRIEDRICH,DUAL CAPACITOR,,25/10,370,Round,0.04,-40 to 70C,,,,,,,,
2AD0989A-B817-43B7-84E8-60522AF72DB4,1,WJ20X701,GE,,,,,,,,,,,,,,,
2ADAD07E-C593-45D6-8A51-C3CECFD1F8F3,1,8552-572,WEATHERKING,RUN CAPACITOR,,,,,,,,,,,,,,
2ADEF0F2-A04D-4AA0-86F9-FB49BD9D16AA,1,3016854,GIBSON,,,,,,,,,,,,,,,
2AEFB924-40EC-4881-9E9E-3041D7ABCA92,1,P291-8053,CARRIER,DUAL CAPACITOR,,80/5,370,Oval,,,,6.3,1.9,,,,,
2B02ABA2-7406-478D-8683-F66E766F583A,1,P291-5445RS,CARRIER,DUAL CAPACITOR,,,,,,,,,,,,,,
2B07B421-48D4-4B36-A8FE-15453890FFC6,1,WJ20X494,GE,,,,,,,,,,,,,,,
2B0AD69F-C4E0-4870-8C00-76CB56DD8A25,1,100335-41,LENNOX,DUAL CAPACITOR,,,,,,,,,,,,,,
2B0F18E2-660F-4907-AD78-B62ADD23C7FB,1,876893,COLDSPOT,RUN CAPACITOR,,,,,,,,,,,,,,
2B1E99F1-3667-4D84-A7D2-DB495F6BB6A4,1,700-025,FLORIDA HEAT PUMP,,,,,,,,,,,,,,,
2B2B1D06-D7C4-44E7-8B7E-335A70AF930B,1,2A00986Y,HEIL,DUAL CAPACITOR,,60/5,370,Round,,,,,,,,,,
2B320159-9152-4DBD-9553-277292D29643,1,HC91CA003,CARRIER,,,,,,,,,,,,,,,
2B32122B-721F-49C7-938F-7DBBBF9EE3E1,1,STD377304,HEIL,,,,,,,,,,,,,,,
2B4HHX7F998JI82GHA0IIHJ9CIFZQCO9CQIA,1,CR6X370R,SUPCO,RUN CAPACITOR,,6,370VAC,Round,+ / - 5%,\-40°F to 185°F (-40°C to 85°C),,2.1875\",1.5625\" Diameter,,UL,CSA,VDE,,,
2B625540-8574-4CA0-9349-B61AD6329E56,1,42QHNF50050,CARRIER,,,,,,,,,,,,,,,
2B627961-774F-4D83-A043-49771D5ACE99,1,3301074702,GREE,,,2,450,,,,,,,,,,,
2B6279C3-DF85-4FFD-94C0-2598486F3173,1,81A43,ALLIED,RUN CAPACITOR,,,,,,,,,,,,,,
2B64989D-B8D8-42B7-8EAF-A9B282C768B6,1,S1-02425120000,YORK UPG,DUAL CAPACITOR,,,,,,,,,,,,,,
2B65711D-8FA5-4535-93A0-4ECE68119916,1,1200513,HEIL,,,,,,,,,,,,,,,
2B70601F-5EFE-46E3-BBA9-FCFA4F18170F,1,AC-1400-23,RHEEM,RUN CAPACITOR,,,,,,,,,,,,,,
2B7413DE-A74B-4AAE-86F2-8B7CC205CA5B,1,WJ20X391,HOTPOINT,DUAL CAPACITOR,,,,,,,,,,,,,,
2B8C3792-26FD-4A6D-BEE7-5A87F68B57F4,1,HC95DE297,CARRIER,START CAPACITOR,,270-324,330,,,,,,,,,,,
2B8F571B-43E3-4B66-9941-6673B998AB7B,1,62876002,ZONEAIRE,,,,,,,,,,,,,,,
2B92CBF4-0A8A-4C7A-AEC4-EF56EEBDCF9B,1,43-101666-36,RHEEM,RUN CAPACITOR,,30,370,Round,-0.06,70C,,,,,,,,
2B9A9B60-69C8-4C4C-87B0-6E5A5990F327,1,CPT01032,TRANE,DUAL CAPACITOR,,,,,,,,,,,,,,
2B9B5366-553B-4A1D-AA1A-C3783AA5F84D,1,100335-27,AIREASE,DUAL CAPACITOR,,,,,,,,,,,,,,
2BA23EBA-4B65-4F2E-8083-DD021636C5E3,1,S1-02425099700,YORK UPG,DUAL CAPACITOR,,,,,,,,,,,,,,
2BA45A63-956E-4A56-BB11-A9AF9C5AF7CF,1,0CZZA20007Q,HEIL,DUAL CAPACITOR,,50/2,270,Round,,,,,,,,,,
2BB2C251-E2A8-4382-BD5E-A7F1935131BC,1,598745,WHIRLPOOL,START CAPACITOR,,,,,,,,,,,,,,
2BC0F6C8-47D4-4183-88E6-52AA989040AF,1,5706050,CARRIER,,,,,,,,,,,,,,,
2BCC2C61-390C-4F8F-BB63-3C050F0165A5,1,100335-20,LENNOX,DUAL CAPACITOR,,,,,,,,,,,,,,
2BD75736-FA53-492C-8FDA-DF0EACDDEB4F,1,D6789024,XENON,DUAL CAPACITOR,,,,,,,,,,,,,,
2BDA20B5-3A47-46B3-85A6-AC1518CD2B39,1,3109500701,DAEWOO,DUAL CAPACITOR,,25/3.5,400,,,,,,,,,,,
2BE3F41A-3F77-4F5E-A5CF-8437EE0AD32C,1,8610-008,BARD,,,,,,,,,,,,,,,
2BEC6A72-14FA-40C0-8C26-9DA3554472FC,1,CPT00266,TRANE,DUAL CAPACITOR,,,,,,,,,,,,,,
2BFA729E-E415-421D-8930-8A72FA55ABD6,1,WJ20X626,GE,RUN CAPACITOR,,,,,,,,,,,,,,
2BFDF395-F8E4-4D02-B8F2-CDA28DE9144B,1,WJ20X79,GE,,,,,,,,,,,,,,,
2BWB7BPQLK5OVKE952X79Z8PHITCCQ7B3BWH,1,6202880,NORDYNE,START CAPACITOR,,,,,,,,,,,,,,
2C11C1B1-0699-4F28-9D26-DF5AD2081AB3,1,1605-00720-108,AIRTEMP,DUAL CAPACITOR,,,,,,,,,,,,,,
2C20F690-A54E-4958-8528-CD77BBD349C4,1,AS-61697-102,RUUD,RUN CAPACITOR,,15,370,Round,-0.06,70C,,,,,,,,
2C217F3F-12AD-4E87-A9A1-55518897254F,1,22-3738,LUX,,,,,,,,,,,,,,,
2C258679-FA39-4620-B980-F196213EC4B2,1,CPT00690,TRANE,DUAL CAPACITOR,,,,,,,,,,,,,,
2C30445D-ABB1-4CA4-8871-A6AB3D1E9054,1,8552-086,BARD,RUN CAPACITOR,,35,370,,,,,,,,,,,
2C316BD3-E3B1-44CC-A434-B4B66B487E58,1,WP20X8,GE,,,,,,,,,,,,,,,
2C3D8C30-3485-4409-914E-5BE8705041F5,1,100335-29,ALLIED,DUAL CAPACITOR,,,,,,,,,,,,,,
2C481755-5EE2-4DE8-A675-7771380AEB3F,1,8553-5531,RHEEM,START CAPACITOR,,,,,,,,,,,,,,
2C77C449-6EA7-4F43-A35B-8858D72CB902,1,5303303732,GIBSON,,,,,,,,,,,,,,,
2C852206-20BA-4867-B1F9-62D0C679F54E,1,598748,WHIRLPOOL,RUN CAPACITOR,,,,,,,,,,,,,,
2C978660-17DC-45BE-B06C-81EA75A60DF9,1,22-3756,LUX,,,,,,,,,,,,,,,
2C9A29D1-9FE4-4B14-AF35-57F41C718224,1,8552-504,WEATHERKING,RUN CAPACITOR,,,,,,,,,,,,,,
2C9B3920-7932-46F6-B3C9-6944006487E1,1,100211,HEIL,DUAL CAPACITOR,,,,,,,,,,,,,,
2CA6DFBB-DD9C-497A-A845-1D818869E61C,1,61080353,FRIEDRICH,DUAL CAPACITOR,,,,,,,,,,,,,,
2CB25879-C2B9-4589-B2E9-B9152F9810EB,1,HC91DA015,CARRIER,RUN CAPACITOR,,,,,,,,,,,,,,
2CBE093A-147B-414C-BA6D-7B6D147FD97C,1,S1-02425059000,YORK UPG,DUAL CAPACITOR,,,,,,,,,,,,,,
2CC690FB-9952-4CD2-A65E-A1262129CE45,1,C119,HEIL,,,,,,,,,,,,,,,
2CCC85AA-38CC-4533-AC47-477CB6B0760A,1,67700219,FRIEDRICH,RUN CAPACITOR,,50,,,,,,,,,,,,
2CCE8733-C5B8-4CBC-87C7-1CE2D822E667,1,WY20X24,TRANE,START CAPACITOR,,,,,,,,,,,,,,
