part_id,show,part_number,part_brand,subcategory,part_image,volume,inlet_diameter,inlet_connection_type,outlet_diameter,outlet_connection_type,direction_of_flow,desiccant_type,number_of_cores,options,rated_capacity,ingress_protection,certifications,nema_rating,note
261F7FDF-05F3-4C6E-8A57-6FA22BD85E24,,92500000,FRIEDRICH,,,,,,,,,,,,,,,,
26294B95-1AF7-4506-B6C9-151A4540C64B,,36B0003N09,CARRIER,,,,,,,,,,,,,,,,
26B47CDD-7B6A-47B7-945D-DD102CC97D13,,P502-8304,CARRIER,,,,,,,,,,,,,,,,
26E7BC1D-507F-4DDF-B090-65D8EAF0BDBC,,12L74,LENNOX,,,,,,,,,,,,,,,,
26F92FC7-55D8-45FB-9490-89F6BBBB9724,,66202C,ELKAY,,,,,,,,,,,,,,,,
270041FE-EDAC-43D1-A533-20CADE5790BB,,WR86X86,GE,,,,,,,,,,,,,,,,
27AC4E0B-4F8B-4A98-898B-DF9A7C8D23AD,,P504-8083,CARRIER,,,,,,,,,,,,,,,,
27D0913F-F5AB-4054-B7FD-88BDFA5BE605,,83-22755-25,RHEEM,,,,,,,,,,,,,,,,
2815AD8D-576C-4B91-A8E0-0BE3C6122637,,KH43LG082,CARRIER,,,,,,,,,,,,,,,,
2873102D-68B2-405D-A938-DFCAF484CF20,,B1219217,GOODMAN,LIQUID LINE FILTER DRIER ,,,,,,,,,,,,,,,
2878863A-AB7E-443D-9876-5611542098F5,,38YB5A3010A,CARRIER,,,,,,,,,,,,,,,,
288C6BF2-F0FF-4413-8A4F-BBADEE37F1D4,,43105S,CARRIER,,,,,,,,,,,,,,,,
28A9F823-027D-4AC6-9FCD-DE243302F6A6,,65001300,FRIEDRICH,,,,,,,,,,,,,,,,
28C1DD80-0A4A-4AB7-9178-584B703F6D46,,S1-02634506000,YORK UPG,,,,,,,,,,,,,,,,
28D95905-DB94-4CDC-974D-4C92F047E8FC,,61828203,FRIEDRICH,,,,,,,,,,,,,,,,
28E100D6-3C0B-4852-BC4E-1ACF80A0C413,,3017512,GIBSON,,,,,,,,,,,,,,,,
28E8551A-144A-40D7-884C-44F9B33F0F32,,S1-02614777715,YORK UPG,,,,,,,,,,,,,,,,
29047AD0-6A15-41AE-BBEE-D35B2AAC37AB,,1071983,HEIL,,,,,,,,,,,,,,,,
290980EF-7006-491C-9556-B9377F08F9E2,,DHY00017,TRANE,,,,,,,,,,,,,,,,
294BDF99-BE80-4549-B8A3-0775BFE9F95B,,50ZH400685,CARRIER,,,,,,,,,,,,,,,,
295949CD-93C2-46D1-840A-CF83564F1C9B,,100161,,,,,,,,,,,,,,,,,
29BAB7EA-2B3E-4BF8-BF3C-3C9DB79A80A0,,S1-02622157000,YORK UPG,,,,,,,,,,,,,,,,
29C1E659-4AC6-4490-849C-6CB0D6572335,,B1137203,AMANA,STRAINER,,,,,,,,,,,,,,,
29CF2A78-5905-43DA-A236-9B6CF60C8088,,DHY00022,TRANE,,,,,,,,,,,,,,,,
29DA2BCC-4A5F-4315-84A4-E1D77582CFC1,,30HX401314,CARRIER,,,,,,,,,,,,,,,,
29E51F6A-2E0A-46FF-8864-ACF2D6E04740,,100214-01,LENNOX,,,,,,,,,,,,,,,,
2A182563-E11C-4542-A7F1-64A7FDF7D899,,100162,HEIL,,,,,,,,,,,,,,,,
2A250D91-D229-4F38-96EA-BE690FAF6D86,,61828204,FRIEDRICH,,,,,,,,,,,,,,,,
2A4791EF-FB79-4860-8723-3E6B4118265F,,KH43LE145,CARRIER,,,,,,,,,,,,,,,,
2A49574A-88B5-45F0-8679-9CCD3B54D3F1,,1905-00670-016,CREST,,,,,,,,,,,,,,,,
2AAA3B2A-8C4C-4D70-BD89-5BFA9AF1E981,,50VR400066,CARRIER,,,,,,,,,,,,,,,,
2ABC7F34-EBA3-42C2-9709-513F9FB084AB,,50VT400066,CARRIER,,,,,,,,,,,,,,,,
2ABCF762-4CF6-46FD-8329-03AFDC0D3A6E,,DHY00225,TRANE,,,,,,,,,,,,,,,,
2AF5F9EC-AA2C-49C4-832B-A7267253590E,,097344J,DAIKIN,,,,,,,,,,,,,,,,
2B68A50D-953E-4041-A59B-2C5E7F96FBE6,,83-19563-04,RHEEM,,,,,,,,,,,,,,,,
2B7BF188-D146-42C9-BDFE-13D4EBF296BE,,2320317,COMFORT,,,,,,,,,,,,,,,,
2B9D19FB-F3F1-4FB5-A737-CBF1547B8735,,DHY00045,TRANE,,,,,,,,,,,,,,,,
2BE07F6B-CFC9-45D2-B993-A22D2D516C45,,010-A-106,KOLDWAVE,,,,,,,,,,,,,,,,
2C642485-1BCC-4A4D-9EFC-AB987085FD13,,22-1188,LUX,,,,,,,,,,,,,,,,
2C947101-EDAF-41C0-8A4C-6F53C43FCE11,,15M07,LENNOX,,,,,,,,,,,,,,,,
2CAB0C92-9C0F-4BF6-A1E1-754DDBE236F1,,KH11NH106,CARRIER,,,,,,,,,,,,,,,,
2CC098AE-08F3-4D03-BA55-5CFF665A56A7,,P501-9006,CARRIER,,,,,,,,,,,,,,,,
2D24EE6C-779D-4A0F-B136-F01742895A4F,,83-25151-39,MCQUAY,,,,,,,,,,,,,,,,
2D28B1C0-1D6A-4983-94B0-5628C4C3262D,,KH43LG073,PAYNE,,,,,,,,,,,,,,,,
2D39A489-E147-4B24-9291-9236868AE421,,1050998,HEIL,,,,,,,,,,,,,,,,
2D46222E-B5DE-434F-9381-308734D8563C,,00PPG000008401,CARRIER,,,,,,,,,,,,,,,,
2D6B9C1B-6264-4A62-BF9A-5EDA7BF73179,,50HJ442220,CARRIER,,,,,,,,,,,,,,,,
2D6F8DD0-31FD-407B-AE1D-69628858F690,,668510,NORDYNE,,,,,,,,,,,,,,,,
2D9D3EA6-FD6D-4B02-A846-02C10CB7D952,,DHY00202,TRANE,,,,,,,,,,,,,,,,
2DB90EC2-260A-4D8A-BC72-695432466FC5,,24268500,COMFORT,,,,,,,,,,,,,,,,
2DE16429-1FA0-487A-801E-0A852EF92A83,,V2A-083S,RHEEM,,,,,,,,,,,,,,,,
2DPVW02B6VD3AFMD9VVAG9MB0NVNYFK58CXS,,3018217,FRIGIDAIRE,,,,,,,,,,,,,,,,
2E2D6189-A686-4857-B2AA-B3B973E06300,,83-22755-14,RHEEM,,,,,,,,,,,,,,,,
2E4CBDCF-4967-4874-BECC-FB975FEAB198,,XW12EA003I,CARRIER,,,,,,,,,,,,,,,,
2E4FCCDC-F442-4109-93CD-01F5BBF39272,,S1-02632158000,YORK UPG,,,,,,,,,,,,,,,,
2E89D4E0-42CF-4A93-B6DA-1D033EC56193,,KH43LG141,CARRIER,,,,,,,,,,,,,,,,
2EA132CF-836E-4747-812C-7CF0D6305241,,DHY01089,TRANE,,,,,,,,,,,,,,,,
2ECDB650-F64E-4B60-A21D-A2E11E4FD73B,,00EFG000552800,CARRIER,,,,,,,,,,,,,,,,
2F1F36AD-EB67-42B1-9162-F90B69AF7BC3,,KH29EZ050S,CARRIER,,,,,,,,,,,,,,,,
2F3067AC-0376-4A27-8EED-9A08CAC03399,,1147746,HEIL,,,,,,,,,,,,,,,,
2F4C6804-B31E-40A7-8747-B697BA764462,,KH11HN099,CARRIER,,,,,,,,,,,,,,,,
2F82ED5E-EE24-4BDF-B59D-F9D40EFCC494,,8520450513600,SANYO,,,,,,,,,,,,,,,,
2FABE28C-8C77-4D8E-9C32-0B160670D8B1,,S1-02319383000,YORK UPG,,,,,,,,,,,,,,,,
2FD77BFC-F735-4D90-8F30-7FEA872F5CD6,,8356397,CARRIER,,,,,,,,,,,,,,,,
2JEC9XV24JBJH00441N3Z24NNM4CG2IO0123,,305837005,NORDYNE,,,,,,,,,,,,,,,,
300F961D-94E9-4D84-AF33-2744F8DE1D8D,,FDY33PK,SKYMARK,,,,,,,,,,,,,,,,
304F5DE1-2212-46ED-B7B2-47CBBC1B47A5,,B1219217,AMANA,LIQUID LINE FILTER DRIER ,,,,,,,,,,,,,,,
306CA211-6E82-4F0E-BB47-C65D5680F5D6,,38RQ900081,CARRIER,,,,,,,,,,,,,,,,
3088FDA4-24C4-4965-A05C-61D33E5DC12E,,KH43LE102S,CARRIER,,,,,,,,,,,,,,,,
308E0934-C817-4F2B-BC79-DA3BB5EB4AE3,,50ZP400813,CARRIER,,,,,,,,,,,,,,,,
30B787C2-F470-40CB-9B14-A4AFF0942E3C,,38TA5A3010C,CARRIER,,,,,,,,,,,,,,,,
30C9BA0E-8C16-46FF-8D8F-031EF4EF664C,,KH45LG140,CARRIER,,,,,,,,,,,,,,,,
30D372F3-22C7-484B-8CDB-F8C1C028BC28,,2320297,ARCOAIRE,,,,,,,,,,,,,,,,
30DEE2DB-B33B-4FDC-BBA4-E0C9AC63BB42,,DHY00057,TRANE,,,,,,,,,,,,,,,,
31477572-C027-428B-A21B-A3C372DA557C,,P502-8305S,CARRIER,,,,,,,,,,,,,,,,
315793DF-F652-450A-9DA8-159B9504EA6B,,S1-02614777003,YORK UPG,,,,,,,,,,,,,,,,
31936C5E-80D7-4A56-8756-B463996B7ECA,,322937-311,CARRIER,,,,,,,,,,,,,,,,
31AE18F1-1893-4B80-B2EE-2F70152DA03D,,P5048084S,CARRIER,,,,,,,,,,,,,,,,
32A62E9B-E558-4D4C-A343-8EFA50AAC2E2,,RH831956307,NORDYNE,,,,,,,,,,,,,,,,
33025C93-15F3-44B1-A88F-0B5B40ADF5F9,,309325201,WESTINGHOUSE,,,,,,,,,,,,,,,,
3324B927-AC3A-45BF-BFA8-0C621606A0F6,,A165301,WESTINGHOUSE,,,,,,,,,,,,,,,,
33A085FE-E028-4BE8-BCD1-1F4682BE9D70,,P502-8083S,DAY & NIGHT,,,,,,,,,,,,,,,,
33C42D39-13C8-4DCE-A4A4-558E1D7405CB,,DHY00145,TRANE,,,,,,,,,,,,,,,,
33C56ABF-E301-46E5-9565-E8F40E6E0138,,83-103080-02,RHEEM,,,,,,,,,,,,,,,,
33CC0B33-8990-48DD-98DC-9E8B31C9DCC0,,2319110,HEIL,,,,,,,,,,,,,,,,
33F3A96A-C3D0-41BB-8C89-CF683C912625,,431083S,CARRIER,,,,,,,,,,,,,,,,
3402C072-9703-49E1-84C8-4B2AF1CA14E2,,DHY00177,TRANE,,,,,,,,,,,,,,,,
3418D093-58C6-491E-B2D6-73FEFB6945CD,,HC45LG141,CARRIER,,,,,,,,,,,,,,,,
342E8767-A5C2-474A-8213-588E17667FDC,,50ZP401076,CARRIER,,,,,,,,,,,,,,,,
34444F29-C5A2-4DF8-A053-C135955933DC,,83-25151-17,MCQUAY,,,,,,,,,,,,,,,,
3452107B-D73C-46CB-BEC8-3EF0B52A111F,,1915-00670-015,HUNTER,,,,,,,,,,,,,,,,
34649C0A-0A30-45F9-87B7-CE7997A78168,,00PPG000008302A,CARRIER,,,,,,,,,,,,,,,,
34785489-1336-4610-9A86-74B13527ABCF,,DHY00080,TRANE,,,,,,,,,,,,,,,,
34AC2A8D-760E-423F-8E5F-8FFD224F635D,,ADK305S,CARRIER,,,,,,,,,,,,,,,,
3502FB2B-7D97-47BA-8528-BA682128A47B,,39941B001,ARMSTRONG,,,,,,,,,,,,,,,,
35143DB0-554E-40CA-84BC-A87AFAE0E66A,,88K45,ALLIED,,,,,,,,,,,,,,,,
351CCDA6-C7EF-4218-A54D-C76914097E2F,,P508-8165S,CARRIER,,,,,,,,,,,,,,,,
358750C3-6E08-4817-8FF2-A06E76618FCC,,36B0003N08,CARRIER,,,,,,,,,,,,,,,,
358FCA6E-2E6E-47DD-9575-F087100E7AE6,,DHY00076,TRANE,,,,,,,,,,,,,,,,
35A892A0-36DD-4E31-BC0D-5F9F6EBB5A06,,50VR400034,CARRIER,,,,,,,,,,,,,,,,
35E641F8-A50D-49B7-9C4C-E8925DC41CA1,,591406001,HEIL,,,,,,,,,,,,,,,,
35F22197-622A-4318-865A-C6090CB22335,,237007J,DAIKIN,,,,,,,,,,,,,,,,
360E8686-566C-4EC5-96B8-18BA94220683,,0162R00056,DAIKIN,,,,,,,,,,,,,,,,
364F0099-03B8-4F37-9FF8-FC3C164D2D97,,DHY00150,AMERICAN STANDARD,,,,,,,,,,,,,,,,
3696C527-AF3C-49F1-AF42-7F7B865E892D,,B4787404,AMANA,SUCTION LINE FILTER DRIER,,,,,,,,,,,,,,,
369F3197-812A-48C6-8D0F-D9860F254CE6,,70C11,LENNOX,,,,,,,,,,,,,,,,
36B2877A-F069-4FEB-B23A-7B9EAFFDBBB5,,B5134701,AMANA,LIQUID LINE FILTER DRIER ,,,,,,,,,,,,,,,
36BB3EB8-B99A-4B59-8D44-DE56EFBFA920,,83-22755-17,RHEEM,,,,,,,,,,,,,,,,
370CD89B-6023-4C54-811C-FF78841C3EA3,,00EFG000554700,CARRIER,,,,,,,,,,,,,,,,
371D2D3B-A1E9-47F3-A311-78B50639B682,,KH43LE124,CARRIER,,,,,,,,,,,,,,,,
372181AB-145B-4F33-AC3F-37C99B9D9ED1,,S1-02920485700,YORK UPG,,,,,,,,,,,,,,,,
37712906-00BB-4B8B-B24E-7B92ECBA9C53,,50ZP401033,CARRIER,,,,,,,,,,,,,,,,
377B15B6-AF37-4587-869F-31F457C88FA9,,KH43LE120,CARRIER,,,,,,,,,,,,,,,,
37814365-E28F-4B10-BDA4-13577C8DB694,,1183922,HEIL,,,,,,,,,,,,,,,,
378AFD8B-59FC-42C5-8322-03A7E9E4CE9E,,S1-02614438000,YORK UPG,,,,,,,,,,,,,,,,
37C63AA4-60F5-446C-9942-87F58D142797,,322937-316,BRYANT,,,,,,,,,,,,,,,,
37CDF269-3EDA-495B-ADAA-79C2B18DF5FF,,P504-8083S,PAYNE,,,,,,,,,,,,,,,,
38100F53-C670-4E9F-8543-8726B04AF999,,P508-8305S,CARRIER,,,,,,,,,,,,,,,,
384C50ED-FBF2-4C01-8039-F6D5684FDFDB,,0150607K14,CARRIER,,,,,,,,,,,,,,,,
384FB87A-90EE-4AA1-A266-6D5F8EACADDF,,1915-00670-015,BEAUMARK,,,,,,,,,,,,,,,,
389AE6B8-9C62-40E5-A8A4-E61F279A9C7C,,WR86X83,GE,,,,,,,,,,,,,,,,
389CA54C-BA0D-46C7-A58B-9303B99556B6,,P-8-3320,LENNOX,,,,,,,,,,,,,,,,
38BC6ABA-7858-4B22-8689-9A00B185D232,,70C11,ALLIED,,,,,,,,,,,,,,,,
38CB3355-78B1-4114-B081-BCD3CCBD13F9,,83-41719-02,RHEEM,,,,,,,,,,,,,,,,
39245286-5411-439A-AA0A-0FA85FCA7971,,12L73,LENNOX,,,,,,,,,,,,,,,,
39315D26-C85C-448B-87B7-F35976FB42D2,,301892-702,CARRIER,,,,,,,,,,,,,,,,
394C75E6-5F19-4A59-B61D-009913098756,,DHY00184,AMERICAN STANDARD,,,,,,,,,,,,,,,,
39590634-031E-4F47-9326-F0A545694B13,,CG163S,CARRIER,,,,,,,,,,,,,,,,
395ECB78-B6AE-4158-8B88-DC5AB8C93FA9,,669494,NORDYNE,,,,,,,,,,,,,,,,
39688B94-F012-4CEA-A180-8C4883A4B1EA,,45778-001,ARMSTRONG,,,,,,,,,,,,,,,,
397F75CF-CD57-4BBB-AC10-6A44E5EDB5CF,,2320328,ARCOAIRE,,,,,,,,,,,,,,,,
39884974-C5C2-4B3C-A4CD-80ABE4451442,,322937-313,CARRIER,,,,,,,,,,,,,,,,
39A942A6-132C-4983-A923-943F7F3D1B71,,92500001,FRIEDRICH,,,,,,,,,,,,,,,,
39B3F73A-C456-4337-B261-17503C946B8A,,38AP403415,CARRIER,,,,,,,,,,,,,,,,
39CEEF5A-79A1-4151-99E2-FDD7BD4C47C8,,1174194,HEIL,,,,,,,,,,,,,,,,
3A030002-4885-4870-B038-3FF769D8E265,,KH43LZ036,PAYNE,,,,,,,,,,,,,,,,
3A0D32AE-FD00-4350-8032-98E5F1E7EEE0,,69823702,CARRIER,,,,,,,,,,,,,,,,
3A58639A-7B13-4367-8AB4-0E57CFF1219E,,KH29EZ050HP,CARRIER,,,,,,,,,,,,,,,,
3A7BB489-CA3A-40E4-9F1C-084E053C136E,,EK305S,CARRIER,,,,,,,,,,,,,,,,
3AAED6A4-7840-4332-BFB9-D7468D9E0735,,5201-022,BARD,,,,,,,,,,,,,,,,
3B2DA495-B03B-4563-8D61-17F3163512A7,,DHY00079,TRANE,,,,,,,,,,,,,,,,
3B5E2467-C354-4CA9-99DB-E65215E1CEEB,,50VL400350,CARRIER,,,,,,,,,,,,,,,,
3B7EC9E2-0209-4C50-B73B-03C3D9824A20,,0151M00012,GOODMAN,LIQUID LINE FILTER DRIER ,,,,,,,,,,,,,,,
3B84665A-7FF7-41AC-BBC4-0BF19B3CEB08,,KH43LG071,CARRIER,,,,,,,,,,,,,,,,
3B971DFB-D19E-4E23-BC61-3BE72B925EE7,,KH41EZ246,CARRIER,,,,,,,,,,,,,,,,
3BC1A129-4A17-4AF9-94AA-51654A4DE3AD,,DHY00185,TRANE,,,,,,,,,,,,,,,,
3C0575B4-C644-4DF1-B5AE-6B963D57003E,,16C64,LENNOX,,,,,,,,,,,,,,,,
3C283C21-CBCA-4529-83F0-B732F6E6D1CE,,S1-02635458000,YORK UPG,,,,,,,,,,,,,,,,
3C2C5D45-61C9-4057-82AF-4E38BD983960,,20284906,AMANA,LIQUID LINE FILTER DRIER ,,,,,,,,,,,,,,,
3C4D90FF-4689-4C01-A6E7-C0CE36C04406,,9363858006,FUJITSU,,,,,,,,,,,,,,,,
3CA17017-D93E-46B8-B0B0-FE81AB9B2645,,232005J,DAIKIN,,,,,,,,,,,,,,,,
3D3F2374-A98A-41F3-90EF-952411798445,,1065870,HEIL,,,,,,,,,,,,,,,,
3D80C6FA-A05D-4181-81A2-2854A1443A29,,30GB409514,CARRIER,,,,,,,,,,,,,,,,
3D94ED5B-D730-47C7-849B-429FA897AFBB,,00PSY111414900,CARRIER,,,,,,,,,,,,,,,,
3DF165EA-8A5A-4AD0-ACC8-EBCFA8B823B2,,1147970,HEIL,,,,,,,,,,,,,,,,
3E414E94-7CE6-48EF-B428-89D3017B9036,,50ZP401000,CARRIER,,,,,,,,,,,,,,,,
3E4E828B-8AEF-4656-A266-F3D1DAF4FDD9,,R100214-002,ALLIED,,,,,,,,,,,,,,,,
3E9BFEBF-6C1C-4C02-AEDE-AC766AA7C37A,,DHY00175,TRANE,,,,,,,,,,,,,,,,
3EC98004-A133-4FD3-8FC7-F1F6B3DBB179,,43155064,TOSHIBA,,,,,,,,,,,,,,,,
3ED8222A-0153-43EE-898E-C9A3B0DB24EE,,50VL400647,CARRIER,,,,,,,,,,,,,,,,
3F124CC3-A374-4AA0-B5F0-67BC733ECDFE,,43475,CARRIER,,,,,,,,,,,,,,,,
3F4CF65D-AA8A-48D0-9CA0-80D99D51A6C2,,DHY00230,TRANE,,,,,,,,,,,,,,,,
3F91F126-105E-4122-B694-EC4CEBA6A002,,KH43LE118,CARRIER,,,,,,,,,,,,,,,,
3FADE0FE-86FA-4619-A74F-B126315E3A0D,,50VT400040,CARRIER,,,,,,,,,,,,,,,,
3FC6412E-978B-40C8-A77C-A455B51F0886,,0120005,DAIKIN,,,,,,,,,,,,,,,,
3FC88584-6833-409D-ACB8-00CDDBB1C6B6,,8520450514310,SANYO,,,,,,,,,,,,,,,,
402D3E5E-4626-4A4D-B2C4-E08E73D5D7DD,,1171233,HEIL,,,,,,,,,,,,,,,,
405D0930-1BE0-4021-B2CB-E918D24132B6,,431417S,CARRIER,,,,,,,,,,,,,,,,
4078D3AF-BF71-4704-81C8-6290E2C1ACA4,,S1-02635475000,YORK UPG,,,,,,,,,,,,,,,,
40B1684D-0413-468E-BA51-47A3E73301DB,,DHY00010,TRANE,,,,,,,,,,,,,,,,
40B1C21E-BB33-4BD8-9595-627216475DE2,,14B63,LENNOX,,,,,,,,,,,,,,,,
40C15C88-2723-43C7-B7F1-689DCAB131C3,,WW24X34,TRANE,,,,,,,,,,,,,,,,
40D5CBFE-9F35-4DBC-AB6F-E4F173DC1FE7,,WW22X77,TRANE,,,,,,,,,,,,,,,,
40D8B7F7-48AD-46DE-80A8-E714D55BAA73,,8520450511100,SANYO,,,,,,,,,,,,,,,,
40E59DFC-E656-40C9-89DC-7541B9B4B40A,,20260002,AMANA,LIQUID LINE FILTER DRIER ,,,,,,,,,,,,,,,
40F74F66-E372-4156-84B5-DF99AA2A40F9,,423203121,HEIL,,,,,,,,,,,,,,,,
410045B1-D612-4B2C-B06E-FF3C3BE9B918,,1174196,HEIL,,,,,,,,,,,,,,,,
410C459D-AFEB-4250-8B21-F4C8A6992527,,S1-6103-3361,COLEMAN,,,,,,,,,,,,,,,,
412E1650-40EA-454C-B9E9-44FED7FF4406,,30GT411254,CARRIER,,,,,,,,,,,,,,,,
4159494D-6B11-473E-8B38-CC4DC56765FE,,322937-316,PAYNE,,,,,,,,,,,,,,,,
4159C9DB-F208-4B86-BBDD-02BE472706D5,,10HR410876,CARRIER,,,,,,,,,,,,,,,,
415AD0B6-C89B-4811-9CD9-35EB578AA470,,P502-8417,CARRIER,,,,,,,,,,,,,,,,
418F6088-970A-49E7-B310-552129E5759D,,50VG400096,CARRIER,,,,,,,,,,,,,,,,
41B90CCA-0A38-42E8-95DA-7AA47CDC5C40,,KH45LG141,CARRIER,,,,,,,,,,,,,,,,
41D205DE-7427-436F-8D93-747B2C40A0E5,,KH45LD119,CARRIER,,,,,,,,,,,,,,,,
4207BDE3-EEB0-4E31-B0C8-6E192DFB7740,,5210-85,WEATHERKING,,,,,,,,,,,,,,,,
423D9869-C4BA-4BD3-BF44-2C51BA96F812,,1172795,HEIL,,,,,,,,,,,,,,,,
4257FFAA-8464-4FF4-939E-05477EF19DD9,,P502-8084S,CARRIER,,,,,,,,,,,,,,,,
42B7BCDC-5BD7-4F8D-BB42-0B1FBF7E9E9E,,P502-8164S,CARRIER,,,,,,,,,,,,,,,,
42C354B7-1A90-4862-AB30-3D6E12F014B2,,1915-00670-016,HUNTER,,,,,,,,,,,,,,,,
42CC630C-AC7E-481F-B8A9-57F5272D049A,,83-25151-25,MCQUAY,,,,,,,,,,,,,,,,
432BAE74-48E6-49C6-94C8-A132EF44E514,,P502-8415,CARRIER,,,,,,,,,,,,,,,,
432D0B23-6DDD-497E-99BE-C293AF7C8481,,KH43LG072,CARRIER,,,,,,,,,,,,,,,,
4340D15B-ECF0-4431-AA4F-38857E520626,,S1-02922195000,YORK UPG,,,,,,,,,,,,,,,,
4376DA3D-4674-441B-9E2A-A5382020808E,,010-A-083,KOLDWAVE,,,,,,,,,,,,,,,,
43BF7428-9B64-4F1A-B8BA-6233217F6B7E,,DHY00969,TRANE,,,,,,,,,,,,,,,,
43C66EFA-548E-4DA0-B5E5-8EA51E11B2DD,,61415700,HEIL,,,,,,,,,,,,,,,,
43ED76D0-A85C-4D96-A924-0FFE00B2D9AF,,973432,DAIKIN,,,,,,,,,,,,,,,,
441A07D2-BAA4-49EA-A95F-3C6D8E33FEC9,,S1-02915353000,YORK UPG,,,,,,,,,,,,,,,,
441E084B-B967-4B2F-AD51-5E17F1C604E6,,433-053,CARRIER,,,,,,,,,,,,,,,,
443021F9-F796-423E-8897-FA73387EC76E,,S1-02614777714,YORK UPG,,,,,,,,,,,,,,,,
4463C9E7-6BD9-4C65-B4B6-F15B1E6FE3B9,,DHY00384,AMERICAN STANDARD,,,,,,,,,,,,,,,,
44879DFD-31AA-4D98-A7AD-1829270F8309,,S1-02614777706,YORK UPG,,,,,,,,,,,,,,,,
44905E3C-A623-46EA-B82F-5CEE51B93A9E,,50VT400042,CARRIER,,,,,,,,,,,,,,,,
44A7C592-9F95-4446-B34E-30BBDE021F37,,11100001862A,CARRIER,,,,,,,,,,,,,,,,
44B9533B-4087-4C1F-9097-72EE2C2EE0EF,,22-1037,LUX,,,,,,,,,,,,,,,,
44BF8DB8-3DC2-4766-9AA3-3ACDDBA581F0,,P502-8304S,CARRIER,,,,,,,,,,,,,,,,
44E16EFB-BA08-440C-8345-7CE772C80482,,53A63,LENNOX,,,,,,,,,,,,,,,,
45949761-675F-4ABC-8FB9-2FDD3554545C,,2319400,COMFORT,,,,,,,,,,,,,,,,
45A08174-F3C5-4C7F-A1C3-4F265668DA73,,DHY00335,TRANE,,,,,,,,,,,,,,,,
45FB3961-C421-4ADE-9F42-A4F0D31FB15F,,D4787401,AMANA,LIQUID LINE FILTER DRIER ,,,,,,,,,,,,,,,
46D5F4E9-3AB7-4D26-B2D7-A57E41F7834C,,S1-02619113000,YORK UPG,,,,,,,,,,,,,,,,
474ED8C0-FAF3-4A39-A9DB-5E95678F541F,,S1-02614777006,YORK UPG,,,,,,,,,,,,,,,,
47546AA4-6F60-4A80-9BF9-F4F71AEEFC16,,P502-8082,CARRIER,,,,,,,,,,,,,,,,
47776CBA-3630-4342-B2A4-4F84AFAEB34E,,431-1655,CARRIER,,,,,,,,,,,,,,,,
47BFBF96-76F6-434D-AD1D-13E04A5767C0,,DHY00078,TRANE,,,,,,,,,,,,,,,,
47C92556-5774-4311-8403-73482491B661,,5300265301,FRIGIDAIRE,,,,,,,,,,,,,,,,
47E6447D-D7CA-4AF2-96D3-50B1656CFB0E,,48NG400809,CARRIER,,,,,,,,,,,,,,,,
47F57C47-01BE-454B-B4EF-27D652782B6A,,KH43L6074,CARRIER,,,,,,,,,,,,,,,,
47F75475-7A97-4B2D-AAB3-43E10153BDE3,,30HX401339,CARRIER,,,,,,,,,,,,,,,,
483C822B-25DE-41FE-9D79-24949966ACAE,,36P500B02,GEOSMART,,,,,,,,,,,,,,,,
4917F632-78C2-4223-B326-4D4E48DB74A9,,00PPG000008402A,CARRIER,,,,,,,,,,,,,,,,
4933B297-2D38-43A7-A918-C5A8EB8963DB,,38AQ680017,CARRIER,,,,,,,,,,,,,,,,
495D7BA0-CA38-4E5A-8E09-8126C818B9F5,,RF34,AMANA,LIQUID LINE FILTER DRIER ,,,,,,,,,,,,,,,
496E4540-FAFF-494A-B1F1-A59A14619360,,22-1099,LUX,,,,,,,,,,,,,,,,
49AC920C-04F3-4AEA-962E-471B707F8899,,S1-02514777006,YORK UPG,,,,,,,,,,,,,,,,
49C309D1-5199-4C3A-B1BC-A5FFDF410224,,431-165S,CARRIER,,,,,,,,,,,,,,,,
49D3A06C-90A4-4232-9066-6B997A59504F,,61415800,HEIL,,,,,,,,,,,,,,,,
4A533CFC-EA73-469D-BFCC-82488F8ABF2C,,P-8-996,LENNOX,,,,,,,,,,,,,,,,
4A63CA8B-6E17-4199-B627-26042A53C1AB,,KH41GZ060,CARRIER,,,,,,,,,,,,,,,,
4A7B8371-05A4-4B79-AD31-CA39651FCA1E,,2001023,MCQUAY,,,,,,,,,,,,,,,,
4A97B555-226B-440B-A833-171D59A889ED,,83-41719-04,THERMAL ZONE,,,,,,,,,,,,,,,,
4AA89A0C-E8E8-42DA-BB2B-D970F0519AF5,,1173980,HEIL,,,,,,,,,,,,,,,,
4AB33668-CDF3-4788-B4C5-BABA3671418E,,B4787402,AMANA,LIQUID LINE FILTER DRIER ,,,,,,,,,,,,,,,
4AE0AB66-0374-445C-B054-C72F1992DD92,,5210-121,WEATHERKING,,,,,,,,,,,,,,,,
4AE443AD-2EF0-40AA-89B5-DED977456B98,,30GB411374,CARRIER,,,,,,,,,,,,,,,,
4AEE592C-0C96-434E-9D82-CC347282AA0B,,50TG405981,CARRIER,,,,,,,,,,,,,,,,
4B0C38C8-5CC9-4CAD-A8CB-4479E7C9EEE6,,S1-02614777011,YORK UPG,,,,,,,,,,,,,,,,
4B1ADBE3-2415-4E22-A631-12EE4F71509B,,67H06,LENNOX,,,,,,,,,,,,,,,,
4B91CDDE-8B4D-4008-9BAA-34900CAD60C7,,30GB406304,CARRIER,,,,,,,,,,,,,,,,
