part_id,show,part_number,part_brand,subcategory,part_image,rated_refrigerant,oil_type,nominal_capacity_tons,nominal_capacity_BTUH,voltage,ph,hz,run_capacitor,start_capacitor,connection_type,suction_inlet_diameter,discharge_diameter,number_of_cylinders,number_of_unloaders,crankcase_heater,protection,speed,EER,displacement,nominal_hp,nominal_power_watts,fla,lra,rpm,compressor_length,compressor_width,compressor_height,ingress_protection,certifications,nema_rating
000C0049-12AA-4691-8DD3-7F80B268B2DF,,L2-18024J,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000DC216-97B1-4AE8-82AD-9FC77791328B,,1171444,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000E23A6-CEFB-40F8-A2C8-1D32F9BCE90C,,06DX8246BC1200,CARRIER,SEMI HERMETIC RECIP COMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00161C7E-F6DF-4115-AA86-BC6362214709,,D537103,AMANA,HERMETIC RECIP COMPRESSOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00162F4A-C05D-4A16-AFDA-9720ABD817AA,,34B0115N03,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001B2FC7-5D26-4436-90D7-581E446E40F3,,S1-01504125001,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001BA070-CD52-44A9-B762-420C5DE3BD50,,20412603,AMANA,SCROLL COMPRESSOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001C885F-DC47-481B-A44E-49ECD8849A48,,06E2250610,CARRIER,SEMI-HERMETIC RECIP COMPRESSOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001E3278-F2C8-4C9B-BABE-A810B7D37064,,S1-9424-3609,COLEMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0021FCB1-7CA4-45AF-91EE-19F6E69CE9BF,,5303925151,WESTINGHOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0022464B-D289-48A7-98F3-A5F1A2DEC959,,G517396-02,GIBSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00240A5D-B0BF-4ECC-9CBA-28985763E5CB,,D5557109,AMANA,HERMETIC RECIP COMPRESSOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0025A90C-433A-4B68-8999-47C8AAFBAA87,,86G66,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00270532-0698-403B-8E06-7A9316A4AAA8,,GF05GF012,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002A2EFF-37ED-4348-89BF-F30D403840F4,,R69A40478,MITSUBISHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002CA2C0-CD85-438F-BF8D-6FD0F487074C,,55-102471-14S,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0030A985-C8BD-4A6D-B47A-EE0BC358F380,,COM04385,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0031664B-7592-4DD8-8905-670EA1667C3D,,S1-01501430002,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00335CCA-9BF7-4995-A554-B1903D7CB7B7,,P032-4221,BRYANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0038BA12-10C0-431D-945C-712E9E84F809,,WJ98X576,GE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0038C799-993A-4E9A-BE6E-99C186AAEA54,,70015710,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
003C12A7-7111-4FC5-B59A-4C01D1544D8E,,ZR52K3-PFV,COPELAND,SCROLL COMPRESSOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
005A1F52-44B6-44CC-98E1-6700CC2855F0,,COM01969,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
005FC3C1-2E99-4468-8778-E901F6D6EADA,,38AP405263,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00602F6F-A173-41B2-96F6-4031C06FA064,,30563C,ELKAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006080AB-4F2F-4E06-A53B-34C72411A490,,105-267,FLORIDA HEAT PUMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0060BD5C-5AD7-4DC8-8CB2-876F2F823B64,,55-21737-59,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0063913E-E777-48AF-A01D-C1840A6A1190,,COM03216,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006E108E-1F7C-4CB7-B772-DB1CA71D7CD0,,GC07PL010,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006ED3FD-0A4E-4A15-8622-E1756A43C990,,501648131P35,CREST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006F8C2D-DA10-449C-85F4-0C27CD6056EF,,D4353601,AMANA,HERMETIC RECIP COMPRESSOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0071F1EB-6426-4B08-BC13-F1587CEE8C08,,100040-14,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0073DF36-5E3C-4649-A0DD-AA92249F456E,,1084539,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
007BD7F5-1148-4054-AA32-616956538A3D,,501648136P20,FEDDERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
008A5DD2-C853-404F-8EE5-DF136A02F455,,ZPD42K6E-PFV,REFPLUS,SCROLL COMPRESSOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
008B253D-C980-491D-A6D5-6F326F39AB6F,,SRY782AT,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
008C208B-6EF7-4930-B308-5416B61F9D80,,P040-24051,CARRIER,SCROLL COMPRESSOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
008C3BF0-76CD-4E7E-A371-D81BB1A9BD0A,,S1-01502626701,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
008DD327-2138-4C28-880B-AD142E80DC95,,WW77X171,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00917452-1DCF-4487-96CB-B41FE7391DCC,,5416A20013P,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009C15E0-1BF3-4082-97D0-4CF9C41A9C67,,55-18057-02,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00A464F4-8DD6-4E65-87B9-1F04360A9808,,69401D56,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00A5BF4B-8D9F-4CFC-BD63-88286CE3172A,,100385,THERMAL ZONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00A931CC-AA7D-42C6-A4FF-68B32EE1DCE5,,5016-48132A20,MARTA AMERICAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00B08152-D294-4939-8304-D9E3F6DE8EFF,,71179D06,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00B5494B-DA55-4D9B-8053-8FE54787ADF0,,55-102045-158,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00BA5750-A579-4AA9-8E37-FF528D266481,,06ET275610,CARRIER,SEMI-HERMETIC RECIP COMPRESSOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00BB259A-FC7C-4C72-955F-3453F328F5EC,,COM01037,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00BEFDE6-C1AA-4E26-A0D0-5352FB1AA175,,WJ98X10056,GE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00CE6B8B-2F8D-4DC7-852B-0AB62C46A217,,8000-547,WEATHERKING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00CE8C64-4966-4D4A-B5BA-2120A0A2FE57,,105-462,FLORIDA HEAT PUMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00D06ADC-AF01-45A1-9552-741E44237384,,B9266206,GOODMAN,HERMETIC RECIP COMPRESSOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00D2891B-EFB7-4658-8A18-B2B0618C2E07,,34B0028N05,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00D7530B-C0E3-4FF9-83C1-5F1D9339AA53,,S1-01502034005,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00D92D11-D035-413C-8BE5-A5570712E891,,D4345602,AMANA,HERMETIC RECIP COMPRESSOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00D95C20-E7EB-4C90-B247-5C85ED2C4A63,,101995-23,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00E05916-ED7F-44C8-BC1D-A943CA58ED5D,,8000-384,BARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00E05CA4-680A-447D-AFEB-F31A145EB063,,SRH482AC,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00E1C857-8B58-4C32-9603-1941EBCF5026,,P031-4651,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00E1DFA1-7A7A-461D-BA97-6B018DBA2F37,,1100055,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00E9B02C-0C92-4F04-B6E2-D0544545D992,,55-22974-67S,RUUD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00EAC25B-908A-4807-AEAD-AEF1AE505B35,,S1-01504205004,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00EBA8C3-0957-4008-8E8C-C26B9FB80F26,,1150349,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00F105D9-E028-4EC8-8769-B8946ABB7527,,COM01068,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00F5EC34-B63F-4DA7-9E7E-975B293ED0D8,,1172280,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00F7EEC4-4B7B-412B-8BC1-2471D08E276D,,06TSA137ZG1C,CARRIER,SCREW COMPRESSOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00FBA6F9-B636-449E-9AA1-B16F76EFB74B,,55-23148-31S,RUUD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00FD1BD0-3B1B-4CDC-A1F4-699134945AEA,,ZPS49K5E-TF5,COPELAND,SCROLL COMPRESSOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00V7ZHKDXTZNOGGF4YI9X0CG2KSPPVIDXUTA,,309616921,FRIGIDAIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101A394-1A1F-48D7-85ED-38998F0EE97B,,50SR661630,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0108CDD0-2FD6-4030-B26B-1E6B2F1A6E3A,,48TM400620,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01097B33-7B2D-476B-B03D-E77A1EB10EA2,,1062126,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010A4B9C-D05D-4B8A-BCF7-06D354317BF5,,49L29,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010ABDBD-5F1E-4C54-992C-29520A4740C1,,ZR36K3TFE130,HEIL,SCROLL COMPRESSOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0112D4B4-959F-4A24-9711-DF86303044DB,,1071960,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01179CC1-3AEF-404E-803E-FD04D2CFE1CC,,P021-2852,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011B2B85-D554-4233-858D-225C69EE9198,,102124218,KOLD-DRAFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011C89C4-94B4-4940-BEBC-6FC2EA1C1148,,S1-01501298002,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011F5E56-ADF2-491D-8D45-6367E40EF292,,27H28,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012AB0CF-69C5-4BF4-B6BE-DB6AD81FB40D,,S1-01504095001,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012B52EF-337A-4F4A-B2F5-9F05E89CC51B,,S1-01502569701,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012B8337-644E-42AD-B62F-A179BA290E7A,,NE6210Z,EMBRACO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012F164D-5556-4D0B-B309-A3BF67173B51,,P032-3024P,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
013B6ED0-7D73-41AA-BB98-2B4ACCFDB40F,,P-8-4214,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
013E769B-77D6-47D2-93B0-7C3AD06F018B,,S1-01502340001,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0140C4DB-D11F-4021-BDA0-4CADFEA77F7D,,CD048A1P,MCQUAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0144C046-3236-44E6-BF39-E6A9B4EBD4D9,,22966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
014E6C15-4538-42D6-8E5A-09DAA347362D,,48KC000245,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
015B9AC3-4DD0-4BE4-B4B6-5FF1748D7B05,,2DES-2Y,REFPLUS,SEMI-HERMETIC RECIP COMPRESSOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
015C6826-8FEA-4601-897F-3C7B743A317F,,WJ98X10082,GE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
015EAB51-1A51-416A-8EEF-5C0F9E6832E6,,37A44,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
015F2663-7DEC-48B0-9867-845CF5790FEC,,55-23139-52S,RUUD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
015F6870-770D-4962-A4BF-602E0F2DFD46,,60-9838,LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
015F8B34-01BF-4170-A37B-B9AB32970FFB,,31K47,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01646397-C116-4647-991F-BE64392D441B,,S1-01501867000,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016498F6-861E-4473-8229-1CCA39A124AB,,93040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01685AD1-7643-4A5C-AEAC-EB90819B7B04,,8000-5546,WEATHERKING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016B8BDC-207C-47FE-8AF5-809B11F3677E,,876718,WHIRLPOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016C80F4-A213-4805-B897-683A8744BB15,,P061-29571,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
016D568B-6820-4CED-A3AC-5DFE05E47E6F,,1070081,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0179370B-EB3B-4D7A-AE93-119359E570DB,,P042-0611,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
017AF9B9-B425-492D-8DBF-ED1CE1F686EA,,S1-1450-215P,COLEMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
017B9A3E-84E6-4856-A39B-4B94FDA3DDEF,,1222-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
017FC520-067A-4A04-93E4-E0F8352A853B,,38AP400441,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0180877D-8777-4BEF-A218-89C60891F070,,11G31,LENNOX,HERMETIC RECIP COMPRESSOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01814EC0-9BA9-4C94-8C65-FDD2C2429FAA,,D6926118,AMANA,ROTARY COMPRESSOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
018A357B-F01F-43C1-9D2A-4CBD14FC4B5D,,P021-6072,BRYANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
018D80DA-4763-405F-9A7F-9077C998F950,,38GC660301,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
019177D6-6EF5-4A0F-833E-C6144F6B6F02,,8000-5605,WEATHERKING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01932BD1-C0AE-4019-9BF2-F4DB0A9F7740,,WW77X130,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01969999-8B10-4FA0-94F3-AF3893C41F4E,,55-102045-110,THERMAL ZONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
019840FA-96E3-4705-8D45-C064463AC44C,,P-8-6370,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01999698-9EFD-40A8-9F93-08BB1F58D3C8,,ZP61KCE-TFE,COPELAND,SCROLL COMPRESSOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
019ADF01-CCFD-47CD-955F-FEDF2018BC61,,WJ98X742,HOTPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
019F1176-E79C-4E0E-A348-FA8CAF51BE5D,,55-23139-36,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01A2CFC8-E1A3-43E8-8528-B55E3868D090,,COM02566,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01A6383D-840E-43B1-80E3-940ED96F6345,,102119128,KOLD-DRAFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01ADE21E-8D55-459B-BFD2-A3496E932960,,P031-4271,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01B4201C-84B6-4CDE-ACEC-CC1205C2A69F,,00105036,COMFORTSTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01BE256E-A41E-4EA1-BEA8-B7BFF78B3C9F,,8000-257,BARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01C14503-4915-4962-87B1-A5FDF2D08CE7,,8733802730,BOSCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01C2980B-BED1-40A0-B7AF-56B6C5575A77,,8000-536,WEATHERKING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01C7FDA8-04AC-4851-B895-7F7CB0686647,,1052608,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01C87022-B183-4EDA-81FE-97BF9048E12C,,501656362F60,CLIMATROL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01CB5E71-7DA0-43D6-9698-4854CFAA1DBD,,PH6466HF,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01CC40BF-3C51-4E49-97F3-47AA078B349A,,105-419,FLORIDA HEAT PUMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01CD1AE7-2FB8-4B46-87EA-1389D03FBE4E,,S1-6542-3739,COLEMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01CTYRVULE9LBJK2TWJQ8N6H9THV1XWOZ5T7,,622265,NORDYNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01D169AB-DA22-47B8-903E-73D058D2E60A,,P040-12561,CARRIER,SCROLL COMPRESSOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01D24431-340D-4ED2-AC4F-4CA8BAABABEB,,1092713,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01D26593-DC2A-4553-BED4-46EF4444E2FA,,34B0063N02,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01D890E2-1063-48B5-A8D0-FF8188B30D49,,06E6599300,CARRIER,SEMI-HERMETIC RECIP COMPRESSOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01E6D9E5-73FC-450A-B87A-EB984F0ADAF8,,71179D04,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01ECE336-9765-4DA1-86AE-79CC8B922A5A,,8191-17,HEAT CONTROLLER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01EF2F93-3F71-4AAE-9DB3-797AB488C0FE,,55-22974-49S,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01F6726E-DAE7-4AA8-86A8-E899F2744427,,P021-5181P,CARRIER,SCROLL COMPRESSOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01FB27A0-FA5D-4D06-8BC1-62C52916B423,,105-245,FLORIDA HEAT PUMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01FC6D9D-541B-43BE-976D-7C39C059B22F,,B9266664,GOODMAN,HERMETIC RECIP COMPRESSOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02005F52-793C-4534-9517-BBF316631114,,S1-01504934004,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02124DDE-CE1F-4B0A-B605-597B92F3C957,,8000-553,WEATHERKING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
021416EC-96FC-48CF-A98A-4A427A490F3E,,P-8-6294,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0216A8EF-1E64-462F-A188-43FAFD7B2563,,100232,AMANA,ROTARY COMPRESSOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
021B38E8-3051-48F8-8445-859342DB0F4A,,37L75,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02200676-127C-4378-9B0B-6311782DD1AB,,AC-1750-41,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0225B45C-6C6C-4F4D-81DC-15027069821D,,L6-18024R,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
022A851D-EC54-4B87-AE4C-B8B8844CFB9F,,COM03208,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
022CEB90-0E9B-4D28-8E69-0879BC4C0158,,50N382YV-ZAKM,GOODMAN,ROTARY COMPRESSOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
022F1E2E-2995-46E8-AA19-698607E1043E,,S1-46520016000,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0231597A-6751-4035-8F5C-48059FC9381D,,105-347,FLORIDA HEAT PUMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0236DDFF-5811-4CA1-8469-494A4105B497,,34P580-01,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
023BDCE4-5EC6-4B18-87E1-7CEE832583B3,,50N382XV-ZAKM,GOODMAN,ROTARY COMPRESSOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
023E423E-08F5-496E-850D-F8D9D8CA6407,,COM08554,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
023EB71A-936D-4288-840A-B7CCD38933B2,,1161430,BARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02403E87-9D91-41C1-ADCF-60D19E0ED42A,,105-420,FLORIDA HEAT PUMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0248978F-4A2D-4C7B-AF07-A678236616F0,,55-102045-24S,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
024AFC8C-FB0D-454C-87DF-5B24D8541B3A,,P-8-8587,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0250304F-79ED-4328-92B8-F72B0EE05626,,68534749,CLIMATEMASTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0252F252-2AD1-4DC2-B740-14A9BB961853,,30RB462BCP,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02532469-98D2-4004-A2E6-2371D3BF98DD,,RA957-1,MASTERCARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
025995CD-7611-45EB-8DE7-E1168BF8E9CB,,WJ98X756,GE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
025AC81E-D4D8-4800-ABC6-C72D516DA72A,,22F85,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
025AF423-C1E9-41DC-86FB-F464E97440A7,,AQA040KAA,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
025E650C-7B05-4110-B4FC-2E934FAEF2DE,,S1-01501606005,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02612E00-3357-4BF2-893D-2365363A46D5,,50HE402008,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0278C27D-A537-4AA3-8C65-CB3FD3223C81,,P-8-11083,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02798A0F-859B-4412-BE80-14F0D2339757,,ZP51K5E-TF5,COPELAND,SCROLL COMPRESSOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
027A00DC-42E0-4077-B7F0-E7296677D76B,,42811-027,ARMSTRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
027D84B4-32F9-4B8C-B77D-C773A6141A89,,P021-2221,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
027F245C-FE84-4274-9554-6F68B51BAB99,,S1-01504487004,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
028460B5-76C0-4CDC-83C8-B971FF1040E0,,800-150,HEAT CONTROLLER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0288DD56-A015-4B8C-88F1-B928B807AAF5,,554246101,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02907C31-EAFB-4AE6-8527-9AB1A985EDE7,,S1-01504181001,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02909EB8-71F4-40AB-B755-071E70E6555B,,201401601250,THERMAL ZONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0294734C-EF86-4666-A958-156AB46712B8,,38AP400421,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0299D3FA-65B9-4E8D-8688-EC5042D1C379,,1164773,WHIRLPOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029A7EB4-B054-4C42-A6CB-827A04E7D3C3,,50HE401962,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
029E1217-6953-443B-BE00-F7A71B740CBE,,73047BP51,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02A06034-6948-4D6F-8D81-B630357979A5,,50EG662100,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02A299FE-226E-43A2-A8BA-7BBE6EB88007,,S1-01502314001,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02A52265-5EE6-4F7E-8301-6D606AF78532,,1172602,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02A672A6-3FBF-4614-98CB-91342130B8AB,,COM08305,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02A6B137-205D-420A-9FDC-05B265B38A4B,,48TM402531,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02A873C9-7FC7-4826-9D84-82D1AC87F454,,AKA9462ZXA,TECUMSEH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
