part_id,show,part_image,part_number,part_brand,subcategory,poles,shunts,coil_voltage,operating_voltage,ph,hz,fla,action,lra,connection_type,termination_type,resistive_amps,noninductive_amps,auxialliary_contacts,push_to_test_window,contactor_type,height,width,length,coil_type,nema_size,max_hp,fuse_clip_size,enclosure_type,temperature_rating,current_setting_range,reset_type,accessories,overload_relays,overload_time,ingress_protection,certifications,nema_rating,rla,application,switch_current
3FCD8EED-73D5-45F9-8E31-D6A934B06FD9,1,HN53CB026,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3FD9BA52-0BF6-4C96-AF53-F975055A184C,1,602959,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3FDD8A61-A313-4AD8-B6E3-7158538E82CC,1,SRT00046,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3IIQZ09IAMBWGB3FCPPDCOCL9WTWXL8M1ENO,1,621909,NORDYNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3N8DUZGC7HTBYAWRE6PHNLPOH0TMFTZT4FF5,1,SMC11,SUPCO,2 POLE CONTACTOR,,Double-pole,24Vac,,,50Hz,60Hz,,30A,Single-Throw,120A,Screw Mount,Screw Type,30A,,,Exposed Window,Definite Purpose,,,,,,,,,,,,,,,,UL,,30A,,
3VFX5YIHIL4CLP7T7KK1L5FYK2NQNWUM0C9F,1,621665,NORDYNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400FC0E8-6224-4F96-A7F2-5A9125482A65,1,CTR00798,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401CCB6C-B01F-44F9-92F4-6D1BF4EDA807,1,CTR00723,AMERICAN STANDARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40334F2D-7767-478C-A919-AD7EEE839AC8,1,48ZZWLRAA-AA20,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4036155C-71D9-4D57-A002-5C48497766C2,1,CTR00229,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4040522D-5A72-42D1-8E5A-FED399C2FF99,1,42-22464-04,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406E5A19-695F-4D1D-A27D-0F8141B09A14,1,3TF4411/0XF0,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407C1B66-6362-44B9-913B-AADF5D33599A,1,C6361032,AMANA,CONTACTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40BF0F08-FDFC-4033-A905-A2598078ACC9,1,102103501,KOLD-DRAFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40C8D262-3CD7-44C6-8A44-F95C2576099E,1,8401-245,WEATHERKING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40CC40CC-967A-4317-A53A-DB5175662F7F,1,38AK400787,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40CDF12B-F094-4A6F-A522-64538928ADDB,1,42-40578-01,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40D7A8ED-E561-42F6-8560-264123D3DE4A,1,CTR00523,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40DE4CB1-20D3-4DD5-8176-227027F7D873,1,38AK400593,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40EF93F1-CF4F-4DA0-B6AD-594DDD74D350,1,38AK401062,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40F8AC9D-FC21-4343-ABE6-25D825B672BE,1,S1-02520449000,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40FF7027-F6B5-4E9B-A343-64B77504C1D7,1,38AK401040,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41146D1D-1D14-4152-8927-3909EBBCDABC,1,14306505,ICP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412716CD-0C83-4FF6-913E-0C99ADA531E0,1,CTR00501,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413BA6C9-1E20-4D3D-9DBE-B9DC4B38D98D,1,42-102664-23,MCQUAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413D0B91-4F15-44FD-8256-6282362F3051,1,8401-041,BARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4142711A-4860-4B6F-86C7-2BB9B02BF21D,1,CR7006C1008BD,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416C8D1E-F0BD-49B7-B514-CB0F44BC5F61,1,1170548,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41781271-747A-4FF9-BE21-976B62813AD4,1,T7WE10259,MITSUBISHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418E30CE-43D7-4DED-A992-DAC3892FFF21,1,38AK400502,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41D50BBE-8793-44F1-926B-6A4CFE7A0415,1,S1-02428540700,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41E65573-DBD5-4897-B501-D3D5F099689A,1,38AK400490,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41E9B710-89EC-4F5A-8089-D2F532C3A4C0,1,50020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41FD69BC-EA97-4D9F-849C-DE632CFC1EF3,1,8401-5509,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421AE58F-22D3-497E-B6E7-30D1834745B6,1,38AK400517,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422126BE-1EB6-4CD6-981D-2ECEC399244F,1,HN61KE001,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4238EBDB-AC34-4590-86DE-5F2916350109,1,R1000239,AMANA,CONTACTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42655481-E5C0-4180-88B7-8A9386BEECA6,1,8401-5525,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4265C107-2CD3-4C8B-B7CC-3F8DC9CDFB2F,1,S1-02414728023,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42904F7E-E846-4DA9-ABD3-ECDF9409E984,1,42-20619-01,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42AB0FFB-C64D-43A2-9416-6ACDABDD8982,1,COL05160,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42C71F9C-F671-4AE0-A2CF-32EE88F2A1C9,1,CR7006P108T,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42C9DCEF-4124-4C83-8243-4B2BF61768E0,1,51302041200,TADIRAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42EA8428-C60A-4B6E-830E-F98E3D416C90,1,CTR01972,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4324EAEB-3729-4F60-B25A-E572F599EFE0,1,072-304551-007,CHROMALOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433BCA43-30D0-4028-BC0E-97E9C3305D5A,1,14303006,ARCOAIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4365AF86-25D6-44DC-9458-2238981D6AA6,1,38AE400534,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437E26A4-C3CE-4B34-B938-135616443E93,1,8733907960,BOSCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43A2B27E-07C7-489C-98AD-D34D06C2A8BD,1,61546D12,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43B92423-D994-4387-A977-1CE5D57E9687,1,HN680115,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440F5ECF-8974-4A7B-9CFB-0BCC4B8071A4,1,GV2M20,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441YRSAR7P8YCYWL46IKDBS7XH8KZ7S0HGRK,1,DP25243,SUPCO,CONTACTOR 25A 24V 3 POLE,,3-Pole,24V,120Vac,240Vac,480Vac,600Vac,,50Hz,60Hz,,25A,,150A @ 240V, 125A @ 480V, 100A @ 600V,Screw Mount,Screw Type,35A,,,Exposed Window,Definite Purpose,,,,,,,,,\-40°F to 150°F (-40°C to 65°C),,,,,,,CSA,UL,,35A,,
442B9656-B675-4311-AC70-22BB9CC1A286,1,3RT1024-3AB00,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445K6UYN2VAJTJB33FRJ938OR7HSFGPQERHX,1,DP402402,SUPCO,CONTACTOR 40A 240V 2 POLE,,Double-pole,240V,240Vac,277Vac,480Vac,600Vac,,50Hz,60Hz,,40A,,240A @ 240/277V, 200A @ 480V, 160A @ 600V,Screw Mount,Box Lug,50A,,,Recessed Window,Definite Purpose,,,,,,,,,\-40°F to 150°F (-40°C to 65°C),,,,,,,CSA,UL,,50A,,
4470CA2C-379A-4267-96E1-B96AE7752DC7,1,38AK401044,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447C1974-2360-403E-9623-F81D9D4DC38E,1,42-42139-02,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4491D91F-6FCF-4B39-B221-B5369DBF1946,1,24280846,FRIEDRICH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4492F504-3302-42E3-B9CE-91B640D5C248,1,38AK400785,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4493FEF1-CAE1-4F97-BB03-FC681A7EF1F1,1,38AE400554,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44A6E31A-8C89-413D-9AB7-F14A22AD1F68,1,42-19834-04,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44E94182-57C0-497B-AB6C-665BCF80D08C,1,P-8-3688,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44FBFD8A-3E6E-44BB-87F6-019B25242F3E,1,WY30X138,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4514346F-5007-41D6-B7F2-A9DD6468DC46,1,38AK400509,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451AEF2B-891A-4653-8684-6AF2766BB96C,1,1280755,ICP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45282AAB-25B3-4786-9B38-3F55193628FC,1,S1-02418912900,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453E6594-23FF-461A-AA68-FF88DBB4D824,1,CTR00285,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454DA47C-6A46-4249-86C7-3977890D4805,1,38AK401071,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45652277-1C4A-4F13-AFD4-4C88F63F1E5C,1,38AK400528,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4581A4F0-BAC8-441D-91C7-F7966904808B,1,CTR00874,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45846FA9-14A5-4737-8651-ECE7B2CE6CC0,1,CTR01035,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45901302-441E-4E6C-93F5-9BD03E5EED3E,1,1280485,ARCOAIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45F05CA3-2014-4096-A20D-AA2FB4FA5285,1,CTR00261,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45FC8DF9-AE27-4DF6-A7B1-74204EB00BB3,1,S1-02414987000,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4614CE63-DFAF-435D-9FAA-BC82952715F8,1,30GX400750,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461621F1-B2AC-44DE-A5A9-80173B29C8EF,1,CTR00279,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461DA9BD-2D98-47EE-A170-B82168DF69DE,1,CTR00066,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463DD29A-8578-4150-8735-F9E5E50D4252,1,B1360335,GOODMAN,CONTACTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468FF45D-8A12-49C1-A148-811C37B52C95,1,HN52CC024,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46AA174E-F694-48E6-906E-0A83370AFC12,1,CTR00816,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46B5FB55-727C-4198-9A0E-FFB012425DB1,1,1056176,SEARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46BD3C41-C958-4F2F-B846-1643B76B524F,1,CONT1P030024V,AMANA,CONTACTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470A118D-6615-49C5-8820-D3A9B865471E,1,1171163,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470BC027-DD56-4BBC-9C96-453EF39B2328,1,07535C005,ARMSTRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472391A5-F7F9-4857-9511-6C2CF14EE782,1,42-40594-12,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4728ABC7-D717-4FAB-A25A-0B232A2825F9,1,C0NT2P025024VS,GOODMAN,CONTACTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4729452A-D109-4679-AC40-5CF6C58582F5,1,E123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4741EE3E-2F8D-431C-BB46-2AC987065593,1,42-17810-83,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474B3464-BA1D-4DD0-923D-ABE636128435,1,CTR01130,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47557BF4-893A-4BCF-932E-BC3930241C55,1,38AK400576,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475AAC38-CC2E-4C00-BD50-2D4C91DA4362,1,30MP680015,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47615FFA-632E-4918-B316-1A2F65F99C1E,1,CTR00457,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47708718-ED90-4D00-846C-584C304F2291,1,WW30X74,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477C8665-483F-4928-AB91-90213B39AC8D,1,S1-02421778700,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477DED12-9D0D-414D-9496-EDE9A204F79C,1,114984,REZNOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477FA20B-2E1A-4959-B18B-526B01F8E66F,1,10054404,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4794B9FD-AA7D-4BDD-8B86-976F9BBC90E9,1,38AH400042,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47E1002B-D290-42B2-8639-09E5905B6EDB,1,30GX680008,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480198C6-A56C-4A42-97DC-A202A7B1ED4A,1,R1000229,AMANA,CONTACTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4805B904-54F4-4366-B325-0EE62A30186C,1,HN52KD024,BRYANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480AE008-D844-4720-8C5C-526228490889,1,350111,GE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48467292-F31D-4515-9A15-C38DBFF1403C,1,HN53HE026,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4853005E-0DB6-4FDA-92C3-BFE705CEA179,1,HN79EZ002,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485E762D-6626-48DA-8000-C73A15907049,1,10G19,ALLIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486864E1-FBCE-4313-97B8-F582BEE2FA9E,1,222183,REZNOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4899EE69-B001-4034-9C10-44FA05F95047,1,HN53HF122,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48BF426C-A4F2-4230-8ACE-DD60166D5044,1,S1-02513050000,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48D3377A-E004-4852-AFE1-E6484970B5D4,1,425045,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48D8528E-130A-4084-8271-0AA232E569C9,1,3RV10211KA10,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48D89736-79E7-4213-808F-EE99C4DECB4B,1,1645027,MCQUAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48E98F7C-EB97-4A18-955C-D8BD7EE3CB0C,1,1050699,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490B295C-BFCF-42E6-862A-CBC1F807FDE0,1,735097067,MCQUAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492BE9C4-78E4-4F7C-9C39-28D92FC06351,1,1645030,MCQUAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492E0018-47E1-4621-B17B-A007680C86B1,1,65C39,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494EA3B6-E096-43FF-AA02-5A23ED6E289C,1,025-A-008,KOLDWAVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49574292-BA84-454E-BFD3-D89DF6C25ED8,1,S1-02421646000,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498F2CD8-22EE-4261-A9B3-DE7038DF6038,1,CTR00726,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49B1E5E9-09CF-44AA-9FE6-8343270F3F48,1,HN52LB244,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49B8BBED-8950-4CC0-8C79-4E3FEDF53BEA,1,S1-02413436000,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49CBA6B1-A33A-4DE7-81D9-4ED865B1923B,1,LB-57263CA,ALLIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49E56579-C438-4378-BF31-004FDCB51557,1,42-17412-01,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49E83585-E5B3-4CEB-BD66-65B2D9E57CE7,1,68537823,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4A299E86-47A7-405F-972E-3DA5B7D01E0B,1,CTR01015,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4A429EF8-DE5D-4CA1-8D0F-4A5A92D68B44,1,HN53FE120,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4A7F9FE7-C1D3-4C9A-A7AF-B25A39D57B4D,1,38AE401754,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4A832D3E-94B1-4C58-A832-6CC505EAFD4A,1,RES-516,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4A856842-FC1E-485A-8648-96CA4C8F35A0,1,1059604,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4A8FCF1C-6965-483A-B3F4-30F0227FC82B,1,38AK400846,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4AC04158-8DDA-4945-937B-413F51ED6864,1,CTR00574,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4AC44F44-CD0E-4822-994E-6C6FC076A267,1,S1-02419608700,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4AC5D458-AE9C-4F01-82B1-BC4A9FA98A8D,1,8401-247,WEATHERKING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4AD34060-3F08-49EE-A52C-BDA9ABAAA72F,1,65C86,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4AED9850-2980-4251-8301-73D24EE7EA89,1,60M12,ALLIED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4AF70D0F-C323-4DA8-BFE6-4659F53BEBF8,1,1280793,MCQUAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4B1FCA76-3E1D-4834-8BCC-D58C63E4D14E,1,22-9879,LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4B42E38D-0148-4D70-BB45-F021622CB6C7,1,072-047913-026,CHROMALOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4B45D94E-123D-494C-972E-8FDE0BE5BB62,1,S1-02418715000,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4B4B45BC-DC99-4522-99DE-B8CDF18E23A3,1,S1-02417972705,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4B76614A-DD83-4E40-B151-0FBB143D42C7,1,CTR00026,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4B9280B8-8924-4E1C-AE55-EEB36D9096F0,1,8401-6000,WEATHERKING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4BAB269B-D169-402F-8298-DB63710D246B,1,38AE404084,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4BADA5BE-70AE-448A-8DF5-F79E1242EE46,1,10162501,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4BC83302-683D-4D49-9E51-012B5779C1DF,1,C5215502,AMANA,CONTACTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4BD1E464-2EDE-45FA-BB5A-864EA1CD430E,1,43H89,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4BDE0CDC-7A6F-4926-A28B-F4BA9EEBFF41,1,CTR00516,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4C06B3F4-DB1B-4A5B-BE05-20D42B971F6D,1,CTR00516,AMERICAN STANDARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4C086A7F-9476-4357-B704-EF091F98A9DA,1,3RH19211CA10,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4C26A4C0-85A6-4FEE-B320-5423B32D4B63,1,38AK400592,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4C47A6F1-CA09-4F40-A21E-D4A938EA979C,1,SRT00049,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4C4EFE78-D6D9-4FAF-872C-85CF89D007CB,1,WW31X11,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4C503B51-70CD-4803-AC8D-7E497A51C398,1,151287,REZNOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4C53FA99-FA75-4D95-8543-107B093726BF,1,COL00282,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4C57D090-58E5-4217-85D8-A240042B373B,1,1173785,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4C63F950-7C5F-4953-A153-69B5EFF09E28,1,50VQ601003,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4C83E5F1-A6FB-47A2-B318-90B0E8030487,1,HN79LZ120,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4CC4C3C3-9568-47D6-A033-23CCE78938D2,1,1186666,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4CCDF9D0-A63C-49AF-AEF6-4D0CE526E3A6,1,CTC00005,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4D0E6171-CC3C-4BE3-9773-3BE3D211B3FB,1,S1-02425648700,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4D2A4CD3-93A9-4D1C-878D-3D31BBFC2EAC,1,C0NT3P050024V,GOODMAN,CONTACTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4D2E1E80-9EE2-4835-A898-C513C517CF59,1,P-8-7716,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4D3C478C-2F46-4770-9C9D-DB00DC6112AC,1,HN51KC024,DAY & NIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4D5487B2-7BF2-4EA8-B2BF-1F8AC1CE3136,1,S1-02519171000,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4D6A1534-6ECB-41EC-AAC3-8F740088DB52,1,15HP-230V,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4D751EA8-C80C-43EB-A657-1EBE3FF0292B,1,CTR00215,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4D865079-D5B7-4FEA-8BAD-FEBC09F82CE4,1,38AK400519,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4D92F086-BEDF-4109-A975-30B08F7D8091,1,S1-02414728017,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4D938EE6-CD48-4AC3-95AC-424BDADC2058,1,HN53HF208,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4D9B6070-E04E-4517-8107-694D80FA99E2,1,HH83HF208,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
