part_id,show,part_number,part_brand,subcategory,part_image,type_of_gas,stages,capacity,outlet_orientation,reducer_bushing,inlet_size,outlet_size_type,pilot_outlet_size,factory_settings,max_inlet_pressure,min_adjustable_setting,max_adjustable_setting,terminal_type,electrical_rating,side_outlet_size_type,gas_cock_dial_markings,ambient_temperature,amp_rating,capillary_length,standard_dial,remote_dial,temperature_range,height,length,width,ingress_protection,certifications,nema_rating
3D2BC04A-95DF-4F89-8790-EE9D55C651A9,,P-3-147,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3D335D6D-75A4-496D-A082-1BBAE3B075E2,,P-3-899,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3D5ED9EA-7E26-4655-A5F6-87B13EFFAFC8,,VAL02990,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3D76252D-63C7-49DC-A0C7-149F34773F05,,R01J004,DETTSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3D7FBDF2-62F9-49C2-8F4A-4BCA49844FE1,,60-21103-02,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3DAF0D6E-D63C-44C5-9B27-B2200EACFBB3,,93J51101,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3DD1EBD4-9DB4-4A50-9EFB-B93B9D822E22,,WG19X146,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3DD9050F-9246-4FA9-A176-867C002932A7,,5651-080,BARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3E2DA910-E4EB-4496-8D03-9081F20AD6B6,,VAL2719,LOCHINVAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3E35ED22-16B9-48AC-99AA-D71F54877DCA,,EF32CW187,BRYANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3E363844-13B2-4A2C-9610-C628E62207F1,,EF680044,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3E68AF8B-8F16-4086-A5BD-2C3B301BE8D6,,EF680019,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3E6B99C9-7B7B-45F5-B24A-B9219300C83F,,VAL03618,AMERICAN STANDARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3E863197-E2C7-40CA-A586-DE335604F2DB,,VAL2076,LOCHINVAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3E94E908-36CE-4D17-96E6-6636A70EC782,,5H79748,MODINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3EAA0162-DA76-4B0F-82FE-792947414A18,,TP-841A,DETROIT RADIANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3EC3BCB9-1274-4E1D-AAFD-59BD8F0FD31E,,609024,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3EC70A29-FDBD-42F9-AAE8-7A8D23F12F71,,60-22621-11,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ED3297A-5788-4E51-AB51-5E6AB18BE1CD,,VAL01824,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3EFC8191-2E87-43F0-B020-61E896110669,,1665240,ARCOAIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3F3D801C-475B-4B30-A357-6B22BFC0FD8F,,21-0570,AMANA,GAS VALVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3F3F8D3D-25E6-4161-966F-8DA6C2122C2F,,V153,JOHNSON CONTROLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3F5824C4-45B9-4D42-B228-D2B0F860036C,,87H58,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3F68BC3B-B10B-458F-9F4C-7EB97E6DF76E,,S1-02533460000,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3F8B5B97-724F-4FC7-977D-7F28B01568A4,,VAL1054,LOCHINVAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3F9A59BA-DE83-4147-A477-11C46B52814C,,940-1192,INDUSTRIAL COMBUSTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3FA039D1-9118-4690-B302-B5B68331E348,,VAL04935,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3FAF1ADC-31E0-476B-AD9E-BC118D2541FB,,WG19X202,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3FB1D57F-3013-48E4-BE3D-AE734446137F,,99K89,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3FDBF411-1BBC-4DC4-A628-37E4E33F48CA,,20691-011,HEAT CONTROLLER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3FF5CC6E-EBAE-4F63-97A5-68CA18475AC8,,R0114501,AMANA,GAS VALVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3FFC8D00-7190-488D-A423-57F1D56A58CD,,146-62-061,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3KYBKV622DKCOXTC4HGEFY4CWPPEWMC7KV6K,,104371000,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400BA233-4DB5-49CC-B865-F94C26BDC3F9,,VG01102,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404D4484-E8ED-4005-AF28-5F6EB30B78F6,,383-500-030,WEIL-MCLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405534FA-556D-46DA-B03F-A27A770C16C9,,WG19X108,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405ADAC2-DFA6-4E49-B717-0B69F7F704A9,,51H2501,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407F57C1-8665-4C47-98D6-6B9D08791279,,50A81,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40AF118A-B059-4D42-A3DC-18CF0E369083,,21135,BOSCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40AF6C62-3F04-4BCB-B5FB-B9F48D545C01,,96002,REZNOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40DC5470-A213-4F64-837E-A15D7C22D7CE,,5651-5566,WEATHERKING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40E4A647-6ED9-4B65-9F3C-01304484D23E,,TP-7041,DETROIT RADIANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40EE75A6-8C3D-47B2-8EB2-B2E1191E627F,,5651-106,BARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40F10238-2919-4CD0-B978-22C0AD27B11F,,E02010661,MITSUBISHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40FB247E-0ECE-4AAB-8732-C737F93A05CC,,VAL03818,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41253598-8F71-400A-B5FD-23812F5AD652,,S1-02526372000,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41321B05-B53F-47A2-8E9A-008176BFA631,,VAL03819,AMERICAN STANDARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41471B2E-198A-48D7-80C4-037ACAA87DE0,,B1282623,GOODMAN,GAS VALVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41477362-E1F3-433B-B447-62367ACB93AE,,5285.06LP,COMBUSTION RESEARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4147B031-4D4B-4765-B08F-D80025FBC0E0,,LB-115291B,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415E960B-FAB6-4687-9A79-87AE20E82D6E,,51H30,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41713441-6D20-4004-A893-97E2E5E9F8BD,,5H71786B2,MODINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41851098-E819-41CB-B8CB-554B1B653487,,60-21104-03,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41B2169C-0B7F-40B0-A826-185233B6CBDF,,624657,NORDYNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41C1E04C-EE1E-409D-9780-A5047E338A00,,EF33CB269,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41D02764-F9FC-4586-A780-E45C17994075,,VAL00142,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41EC0133-AC58-4BD4-B384-9B1882A7D939,,88J53,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42034D8F-736A-4233-A6D1-3D3E15FEC7BC,,AS-60908-03,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425A99D7-8A6D-4AF9-A968-F9ED63DB1382,,5651-5587,WEATHERKING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42696B34-71E3-455A-A81E-54B0456A7D7C,,U01A02661,MITSUBISHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4277407F-8796-47BF-8639-626F9D372E24,,AS-60906-07,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427C604D-103A-4BB5-9715-4C804C03F2DB,,R1625,EMPIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4282CC5A-F035-473F-8E49-7C8EFF26E183,,1172541,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42875203-1816-421B-A222-712C1CE1B169,,60-22526-01,WEATHERKING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42A57A7B-DB95-4CBF-B08B-5B6C0F30A0BE,,76717500,ADP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42ADF139-73FE-4A5B-8430-C99216530BDD,,41597-001,ARMSTRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430FDE17-0829-4CC3-9A52-9A97470F70C7,,1585979,COMFORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43287DE3-EDAD-465F-A3B1-B53159425885,,5651-127,WEATHERKING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43319514-E3E5-4AC6-981C-00A50D3ACA7D,,5H71785B2,MODINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434E3C77-8012-47A7-A4F7-6BB216B127FE,,VAL07730,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435F52EB-E55C-4719-B145-9F56A682380F,,60-42464-01,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436D044B-9E21-42B0-84BF-03F357D6932E,,1680169,ARCOAIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43848CFD-6EEE-4C96-B30F-FFE4436A94E0,,V8200M7011,REZNOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438A3F8E-B092-4E92-B60B-8B5DA32EE307,,VAL05785,AMERICAN STANDARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43A63BDE-4C89-4AF8-AD5F-0B591E11E487,,932252,EMPIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43CDDD9F-A02E-41A2-A578-FBD4F1D669B2,,WW19X13,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43D5139F-E95D-4E12-A213-AD1917927267,,P205600,WILLIAMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43DB81D6-D656-48F7-B1D0-19CB29DDBE49,,1008960,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43E898CB-6423-4C37-B7E6-47CF10A99DB7,,33077B001,ARMSTRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43F51526-FA7F-4333-80C3-558F7773A0D4,,P182300,WILLIAMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440606F8-301B-4976-AD37-C40BCB94C292,,R1948,EMPIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44570030-5807-47B2-B7C0-7322A2CF45CE,,1176201,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4482B48B-3C83-49E8-ACC2-72AFC5794D47,,60-101921-06,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44A053AD-ABA2-4BFF-9E04-A6F9FA1DE783,,159743,REZNOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44A6A2C0-1763-495C-8BD9-116FD2CD7895,,103181-02,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44B46A02-29F3-4FEA-B85B-B572F136DBDB,,68F9601PR,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44FDEF8B-0FCE-4283-BCA5-60DA844EA8B1,,E12815666,MITSUBISHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450AA463-812F-4404-A373-DF18619CF6A4,,EF32CW193,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452BA601-1742-4CE6-9E53-3F9224D2967C,,VAL00498,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45342703-5EEB-48A3-8C6D-E511955983A8,,EF32CK188,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4534B7D1-508A-423E-9463-C9B21B500E5E,,V011024,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4535FC67-B09A-4F56-ACC6-9B45B22EBEEA,,VAL2928,LOCHINVAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453647F7-76CF-4947-8E20-7D468F27B5EA,,S1-01541218000,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4539EEA7-E4F2-4A8F-882D-4405ADF3ED04,,1009094,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554349C-5EFA-47EC-B1B3-DE976D810E53,,7900065,DAIKIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456FDD3A-9C09-474A-8C45-F6BBC5C1910D,,EF33CW186,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45715578-DF01-481A-82BD-F2A19EFC6105,,S1-02532642000,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4571892F-6DA8-45B5-B436-98254C340160,,WG19X201,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45D4B16C-AA9C-46C5-A692-04066C50A671,,28G26,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460ECD98-A138-4FA9-9B25-50D313C19FA8,,511-044-505,WEIL-MCLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461FD9E3-F238-4CC9-B019-B24E27296971,,5H605800B3,MODINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4632A0BF-6E07-44C9-99C2-DA7AFD59AF8D,,EF26CK185,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46361628-482A-4F88-95FC-F570682AE192,,TP-3141,DETROIT RADIANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465F72BB-AE4D-4CAC-850A-A6DB2BBC721A,,511-044-381,WEIL-MCLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46832D3C-0D9B-4A16-A91B-76649A807B17,,AS-60906-04,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4690999D-FC48-41F8-BABB-BDF5741865F9,,60-21271-04,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46933D0B-8F3E-4587-A455-2768612EB8B1,,R1947,EMPIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46A121BF-7852-4806-9CAD-34A551235E3F,,65349100,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46A5E9DF-5CEE-4DBE-8598-A4761CDC9D92,,AS-60907-01,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46A8EC39-C05F-42E3-BDB4-52CB5E3D8A98,,VAL1061,LOCHINVAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46A9F248-8794-4618-A7F9-A45A9782DF31,,TST10003,LOCHINVAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46F45CB9-AB68-41E4-88C6-FAE77E769DA0,,VAL01820,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46F7A6EF-6E79-4E88-BE03-DE23DC149348,,1171263,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4712BF65-B464-47FC-BABF-7017639289D6,,79J94,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4737AA96-3A59-42A9-A8A0-4BF252D51782,,S1-2735-3261,COLEMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4781B485-3444-4CC4-88B2-5E9C9C0C7CA2,,EF33CB243,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479B7DA9-FB33-417A-9DC1-0FD5A382FBA5,,161077,SUBURBAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47A0C524-611E-454A-93E4-585B4D3BF3E8,,S1-2566H304,COLEMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47A88BDE-517C-4F0C-8CF7-17782FB7175F,,10370702,AMANA,GAS VALVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47ABFAA9-1077-4EA8-9AAC-240B0BCD7C66,,18M32,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47F78131-B204-4B7A-A020-CD0F1A4D2363,,VAL02759,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482558C5-2A22-40C3-A0F7-4C87A52DD13D,,P172200A,WILLIAMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4836D629-FDB8-4E0D-81EB-A3AA557C8BD8,,1585938,COMFORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48578C64-1B8F-4043-AC1A-82DE85EA0C94,,VAL04858,AMERISTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48600238-7242-494A-917D-65E8519DA644,,77-500,HEAT & GLO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48770E4D-71E7-46A0-915E-7B47A7F1F18C,,S1-7956-366P,COLEMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4899CD78-AD4F-470F-B8E6-871B94686D3C,,21-2032,LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48B11232-A312-46C4-9CE2-4B8BF2FECF1F,,60-24180-01,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48B76483-D654-40A5-8159-09278E8AE339,,E22D37666,MITSUBISHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48BF15C8-840E-4E92-B6C4-19AF8C234F5C,,5651-5589,WEATHERKING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48FFD2BA-B0FD-4103-9603-BA6F8E4A545D,,382-200-410,WEIL-MCLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490AD0D5-F010-446D-B34D-2B9525E1FD08,,5H75025,MODINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49230CCA-10EF-4F06-A097-6B671A8E8AA6,,60-19649-02,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4937D683-D81A-41C5-AF4A-EE7BFE3A4289,,J28R6894-1,STERLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4938C820-F6D1-4803-AC64-10BA4BDF8CE6,,R01H011,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4971D05E-91FC-4B10-BCA2-96199F90F4B4,,TP-6040,DETROIT RADIANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4977C82F-F22B-4D18-B804-BC3F65406276,,109061-G1,SEARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49856133-A2E4-4D91-ABE1-3B6C07448401,,60J21,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49990890-3D1D-43FF-8987-0B61E8528D75,,WG19X193,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49D1CCD0-3830-47D5-B081-4092ADA03CD5,,VAL02522,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49D49FCA-47B5-4004-8C86-F2DC10933F22,,60L11,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49E27502-EFA1-413B-8DEE-64613DB134F3,,5H71046B1,MODINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49E2E743-F3BF-483D-9FA1-644249798971,,1012187,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49FAE4A9-7B61-47FB-A11A-DB39A6992584,,5H73206B1,MODINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4A0373CD-EABA-48CE-8F14-CD912B668619,,VAL04330,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4A25A8D5-1CD0-4BD2-AE65-5B63E3FE8B60,,R1899,EMPIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4A28A421-1687-44FA-BD82-CEBD1F3B58FE,,EF33CW188,BRYANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4A379F39-772C-4771-B55E-2E6C13F04604,,EF32CZ255,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4A973DA0-A2F1-4C60-9D91-DEDC7680A059,,VG01104,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4AAA9851-FB14-4BBA-B3A9-EF2734BC71EE,,1184392,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4AE557A7-6F34-4B9E-B96D-99132981EB8E,,0151M00027,GOODMAN,GAS VALVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4AF52A72-904F-4971-8220-B9E68EF8C888,,B1812059,DUCANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4AFB1862-01B0-45FA-A1C7-A5439299B71B,,1585983,COMFORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4AFE67E5-164B-44BF-A5A5-1419DF0827AB,,VAL01189,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4B04F543-C75B-4389-9B02-3D6E48D248D3,,60-22457-02,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4B08569E-FDCF-4A87-A9DA-CA4D90B557D2,,V8046C1006,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4B0D8387-6DCA-4FF7-ADFD-358CDBC0A7EC,,511-044-258,WEIL-MCLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4B107A31-E23D-4873-9147-A24A52C2F2B7,,VAL01891,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4B8CFF58-34D6-4B80-B0B8-B7320BD0DABF,,5H73207B2,MODINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4BBAD256-136C-4C88-8276-1E3AAA37A973,,VAL2935,LOCHINVAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4BC79CF0-6718-43C5-B274-4E39587E511E,,E22138666,MITSUBISHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4BC92A84-5267-4857-B8AF-378984EEA246,,5H604258B1,MODINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4C731433-89D5-4126-AFB9-1A3EB66AFE84,,S1-02632676000,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4C8AA6C5-A487-4B8A-A5EF-9C8D59727BBE,,160822,SUBURBAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4CA25F49-C129-407E-8AA3-604730717ED1,,43K07,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4CA2D56E-109D-4660-8EC5-970E8F55C54F,,VAL02905,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4CA47B9F-5B4E-45C2-9127-18A3F9D79DC2,,901917,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4CA84D9A-C449-4FAE-A988-E3F52DBF7A4D,,1011615,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4CBC1699-B21B-40D8-B498-70DEF5EF9EE9,,51270-G1,SEARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4CBCEA4F-AC30-4E62-917A-27E0DE730A4B,,P221600,WILLIAMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4CBDB0D0-DE55-418A-92EB-75D9A8AA78FA,,5H72494B2,MODINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4CD1CFA7-8EA0-4AC6-817A-6D193F122C5F,,P-3-1284,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4D47FF86-9582-4FD8-9685-011197F80176,,VAL1160,LOCHINVAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4D4BEB10-A170-4923-BF30-DBD5BB5C95A2,,R01H009,DETTSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4DC54A81-EDFD-4B47-BAE5-969055BCDBB4,,S1-02631241000,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4DCB2C12-9CD5-4E0D-9F97-6733E2B0630C,,VAL03742,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4DD96D3C-18E2-4878-B2DA-BACD2CA366DA,,VAL00735,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4DEFE553-4F53-4581-AE34-9C266C55097E,,146-62-058-70,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4E789D0A-49B6-49AD-B1A5-4D1481F9A926,,36H32-304,GOODMAN,GAS VALVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4E8BF696-9EB7-41A3-ADF7-55D5E75D4ACD,,EE32CW187,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4E96B857-9ED3-448F-AD60-AC5462FA8814,,VAL03625,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4E9FD857-C57A-4259-951E-53A8C9C7E1B3,,VAL01151,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4EC31A2E-BC6E-4CCC-81BD-F46BE35F470B,,60-18759-01,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4EE991B4-F4B2-44DD-B531-E4960C9D1BB9,,201600770802,THERMAL ZONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4F14BA20-4928-49CE-8258-62C638F733BA,,60-104158-01,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4F2F86E1-814E-4B4D-B8BC-8F3AA31ECA8B,,5H70270C,MODINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4F46A675-5477-41BC-A84E-BF9716EB1111,,1680021,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4F4744F9-8230-4C10-AF24-C85425033EA8,,099413-02,DESA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4F4D96BB-19BF-43A7-B6CA-8224EB2EAC85,,383-700-196,WEIL-MCLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4F82D825-7D0F-461C-A246-93BFA6F6C97C,,T6-1630,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4F88E844-0E2A-429C-AF37-2E535E50A0D1,,S1-02438979000,COLEMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4F9E3F42-2D1A-40B3-A7D0-3578720D11AC,,AS-60907-04,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4FAB9A1C-1915-44FE-AE38-9E615F5CDF91,,50C96,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
