Model,Logo,Brand,Series,System Type,Unit Type,Tonnage,Total Circuits,DX/Chiller,Cooling Type,Heating Type,SEER,EER,Refrigerant,Original Charge (oz),Compressor Brand,Compressor Type,Compressor Model,Total Compressors,Compressors/Circuit,Compressor Size(s),Voltage/Phase/Hz,RLA,LRA,Capacity Staging,Capacity FX,Lowest Staging,Compressor Notes,Oil Type,Oil Amt (oz),Oil Notes,Device Type,Metering Device Notes,Devices/Circuit,Total Devices,Device Size,Fan Type,CFM Range,Fan Notes,Conversion Job,Warnings,Standard Controls,Optional Controls,Workflow,Conversion Notes,Service Facts,Product Data,IOM,Controls Manuals,Misc,Bluon Guidelines,Unit Image,Bid Type,Man Hours,Charge (Lbs),EXV,EXV (Qty),EXV 2,EXV 2 (Qty),Control Panel,Tech Entering Data,Date Added,QA,Tier II (Over 20 Tons),EXV + Pump-down Required,Standard,EXV Only Required,Est. Labor (Man-hours),Std. Conversion Est. MH,Less Than or Equal to 5 Tons,EEV Only Est. MH,EEV+PD Est. MH,Incorrect Original Charge,Needs QC,QA/QC Comments,QC (Ongoing),Last QC Date,Bidding Comments,Less Than or Equal to 5 Tons MH,Other Protocols,Other Protocols Labor (Man-hours),MIN Labor,MAX Labor,Bid QC Resolved,NEW (Not in Bedrock),Inspect,Baseline,Airflow / Waterflow,Recover,Controls,Replace/Install,Leak Check,Evacuate,Charge,Tune,Verify,Label,Minor Steps Completed,Filter Driers and Cores,Mfg. & Part Numbers (from Filter Driers and Cores),OEM Filter Driers and Cores,Troubleshooting,Diagnostic,Wiring Diagram,New System Type,Forum Tag,NOT in PostGres
48TCRE24***6_CR,https://dl.airtable.com/J8IV22NATS6wCtZDzPMu_carrier.png,Carrier,48TC,Package,Rooftop Unit,20,2,DX,Air Cooled,Gas,,9.8,R-410A,446.4 / 328,,Scroll,,2,1,,460/3/60,18.6 / 14.7,125 / 95,"100, 50",20,50,,,,,TEV,,,,,CV,6000-10000,"The 10th digit denotes the fan as follows:
1 = Standard static option, vertical
2 = Medium static option, vertical
3 = High static option, vertical
B = Medium static, high efficiency motor / vertical supply, return air flow
C = High static option, high efficiency motor / vertical supply, return air flow",R410A,,"LP Cutout,LP Loss of Charge,HP Cutout","Low Ambient Control,Freeze Control",,,https://dl.airtable.com/.attachments/71224692ae8420e3a5f861cf1b27092a/21a85b3f/CR_48TC-17-30-02SM_SM.pdf,https://dl.airtable.com/.attachments/a04f06f5f9530c67f2f834b1f72a08d0/e30999b2/CR_TC_PD_48TC-17-30-V-02PD_2014.pdf,https://dl.airtable.com/.attachments/086789ae67ff60c982def2225e477e23/ae02ae18/CR_TC_II_48TC-17-30-V-05SI_2019.pdf,,,,https://dl.airtable.com/.attachments/2adfc3f5f075c4e99b617cc95115840e/3e6d0961/48TCPIC2.png,N/A - R410A,,48,,,,,,Joel Keller,11/13/21,,0,0,0,0,0,0,0,0,0,0,,,,,,5,,,0,0,,,,,,,,,,,,,,,,,,,,,https://dl.airtable.com/.attachments/e581ab517a7b53a12325e591575b58f5/08f6c9df/CR_48TC17-30_WD.pdf,Package Unit (Outdoor),Package Unit,checked
48TCRE28***5_CR,https://dl.airtable.com/J8IV22NATS6wCtZDzPMu_carrier.png,Carrier,48TC,Package,Rooftop Unit,25,2,DX,Air Cooled,Gas,,9.8,R-410A,446.4 / 462.4,,Scroll,,2,1,,208-230/3/60,48.1 / 48.1,245 / 245,"100, 50",25,50,,,,,TEV,,,,,CV,7500-12500,"The 10th digit denotes the fan as follows:
1 = Standard static option, vertical
2 = Medium static option, vertical
3 = High static option, vertical
B = Medium static, high efficiency motor / vertical supply, return air flow
C = High static option, high efficiency motor / vertical supply, return air flow",R410A,,"LP Cutout,LP Loss of Charge,HP Cutout","Low Ambient Control,Freeze Control",,,https://dl.airtable.com/.attachments/71224692ae8420e3a5f861cf1b27092a/21a85b3f/CR_48TC-17-30-02SM_SM.pdf,https://dl.airtable.com/.attachments/a04f06f5f9530c67f2f834b1f72a08d0/e30999b2/CR_TC_PD_48TC-17-30-V-02PD_2014.pdf,https://dl.airtable.com/.attachments/086789ae67ff60c982def2225e477e23/ae02ae18/CR_TC_II_48TC-17-30-V-05SI_2019.pdf,,,,https://dl.airtable.com/.attachments/2adfc3f5f075c4e99b617cc95115840e/3e6d0961/48TCPIC2.png,N/A - R410A,,57,,,,,,Joel Keller,11/13/21,,1,0,0,0,0,0,0,0,0,0,,,,,,5,,,0,0,,,,,,,,,,,,,,,,,,,,,https://dl.airtable.com/.attachments/e581ab517a7b53a12325e591575b58f5/08f6c9df/CR_48TC17-30_WD.pdf,Package Unit (Outdoor),Package Unit,checked
48TCFE28***1_CR,https://dl.airtable.com/J8IV22NATS6wCtZDzPMu_carrier.png,Carrier,48TC,Package,Rooftop Unit,25,2,DX,Air Cooled,Gas,,9.8,R-410A,446.4 / 462.4,,Scroll,,2,1,,575/3/60,14.7 / 14.7,100 / 100,"100, 50",25,50,,,,,TEV,,,,,CV,7500-12500,"The 10th digit denotes the fan as follows:
1 = Standard static option, vertical
2 = Medium static option, vertical
3 = High static option, vertical
B = Medium static, high efficiency motor / vertical supply, return air flow
C = High static option, high efficiency motor / vertical supply, return air flow",R410A,,"LP Cutout,LP Loss of Charge,HP Cutout","Low Ambient Control,Freeze Control",,,https://dl.airtable.com/.attachments/71224692ae8420e3a5f861cf1b27092a/21a85b3f/CR_48TC-17-30-02SM_SM.pdf,https://dl.airtable.com/.attachments/a04f06f5f9530c67f2f834b1f72a08d0/e30999b2/CR_TC_PD_48TC-17-30-V-02PD_2014.pdf,https://dl.airtable.com/.attachments/086789ae67ff60c982def2225e477e23/ae02ae18/CR_TC_II_48TC-17-30-V-05SI_2019.pdf,,,,https://dl.airtable.com/.attachments/2adfc3f5f075c4e99b617cc95115840e/3e6d0961/48TCPIC2.png,N/A - R410A,,57,,,,,,Joel Keller,11/13/21,,1,0,0,0,0,0,0,0,0,0,,,,,,5,,,0,0,,,,,,,,,,,,,,,,,,,,,https://dl.airtable.com/.attachments/e581ab517a7b53a12325e591575b58f5/08f6c9df/CR_48TC17-30_WD.pdf,Package Unit (Outdoor),Package Unit,checked
48TCFE24***6_CR,https://dl.airtable.com/J8IV22NATS6wCtZDzPMu_carrier.png,Carrier,48TC,Package,Rooftop Unit,20,2,DX,Air Cooled,Gas,,9.8,R-410A,446.4 / 328,,Scroll,,2,1,,460/3/60,18.6 / 14.7,125 / 95,"100, 50",20,50,,,,,TEV,,,,,CV,6000-10000,"The 10th digit denotes the fan as follows:
1 = Standard static option, vertical
2 = Medium static option, vertical
3 = High static option, vertical
B = Medium static, high efficiency motor / vertical supply, return air flow
C = High static option, high efficiency motor / vertical supply, return air flow",R410A,,"LP Cutout,LP Loss of Charge,HP Cutout","Low Ambient Control,Freeze Control",,,https://dl.airtable.com/.attachments/71224692ae8420e3a5f861cf1b27092a/21a85b3f/CR_48TC-17-30-02SM_SM.pdf,https://dl.airtable.com/.attachments/a04f06f5f9530c67f2f834b1f72a08d0/e30999b2/CR_TC_PD_48TC-17-30-V-02PD_2014.pdf,https://dl.airtable.com/.attachments/086789ae67ff60c982def2225e477e23/ae02ae18/CR_TC_II_48TC-17-30-V-05SI_2019.pdf,,,,https://dl.airtable.com/.attachments/2adfc3f5f075c4e99b617cc95115840e/3e6d0961/48TCPIC2.png,N/A - R410A,,48,,,,,,Joel Keller,11/13/21,,0,0,0,0,0,0,0,0,0,0,,,,,,5,,,0,0,,,,,,,,,,,,,,,,,,,,,https://dl.airtable.com/.attachments/e581ab517a7b53a12325e591575b58f5/08f6c9df/CR_48TC17-30_WD.pdf,Package Unit (Outdoor),Package Unit,checked
48TCDE28***1_CR,https://dl.airtable.com/J8IV22NATS6wCtZDzPMu_carrier.png,Carrier,48TC,Package,Rooftop Unit,25,2,DX,Air Cooled,Gas,,9.8,R-410A,446.4 / 462.4,,Scroll,,2,1,,575/3/60,14.7 / 14.7,100 / 100,"100, 50",25,50,,,,,TEV,,,,,CV,7500-12500,"The 10th digit denotes the fan as follows:
1 = Standard static option, vertical
2 = Medium static option, vertical
3 = High static option, vertical
B = Medium static, high efficiency motor / vertical supply, return air flow
C = High static option, high efficiency motor / vertical supply, return air flow",R410A,,"LP Cutout,LP Loss of Charge,HP Cutout","Low Ambient Control,Freeze Control",,,https://dl.airtable.com/.attachments/71224692ae8420e3a5f861cf1b27092a/21a85b3f/CR_48TC-17-30-02SM_SM.pdf,https://dl.airtable.com/.attachments/a04f06f5f9530c67f2f834b1f72a08d0/e30999b2/CR_TC_PD_48TC-17-30-V-02PD_2014.pdf,https://dl.airtable.com/.attachments/086789ae67ff60c982def2225e477e23/ae02ae18/CR_TC_II_48TC-17-30-V-05SI_2019.pdf,,,,https://dl.airtable.com/.attachments/2adfc3f5f075c4e99b617cc95115840e/3e6d0961/48TCPIC2.png,N/A - R410A,,57,,,,,,Joel Keller,11/13/21,,1,0,0,0,0,0,0,0,0,0,,,,,,5,,,0,0,,,,,,,,,,,,,,,,,,,,,https://dl.airtable.com/.attachments/e581ab517a7b53a12325e591575b58f5/08f6c9df/CR_48TC17-30_WD.pdf,Package Unit (Outdoor),Package Unit,checked
30RAP0405*C_CR,https://dl.airtable.com/J8IV22NATS6wCtZDzPMu_carrier.png,Carrier,30RAP,Package Chiller (Air Cooled),Air-cooled Package Chiller,40,2,Chiller,Air Cooled,Cool Only,,,R-410A,See Equipment Nameplate or Product Data manual,,Scroll,,4,2,,208-230/3/60,35.8; 35.8 / 48.1; 48.1,239; 239 / 245; 245,"100, 73, 46, 23",40,23,,POE (Polyolester),220.8 / 220.8,"3MAF POE, P903-1601
EAL Arctic 32-3MA
Emkarate RL32-3MAF",EEV,,,,,,,,R410A,,"Freeze Control,Compressor Staging,Carrier® COMFORTLink™,LP Cutout,HP Cutout","Low Ambient Control,Hot Gas Bypass,Carrier® MotorMaster®",,,https://dl.airtable.com/.attachments/5713e311338bf3fd8cdc42f969fd68d9/632b642b/CR_30RAP-7T_SM.pdf,https://dl.airtable.com/.attachments/4e69185366d9385a38fd6df2bd05c48a/f5a2a239/CR_30RAP-22PD_PD.pdf,https://dl.airtable.com/.attachments/d44398e8158ccc0e1ce1c9f430af1bb6/1cdd39f0/CR_30RAP-17SI_II.pdf,,,,https://dl.airtable.com/.attachments/bc1c4a4c1335d4ffa7cd9544f6d2ba37/8c6b7a5a/30RAP2PIC.png,N/A - R410A,,,,,,,,Joel Keller,11/12/21,,1,0,0,0,0,0,0,0,0,0,,,,,,5,,,0,0,,,,,,,,,,,,,,,,,,,,,https://dl.airtable.com/.attachments/c672743e3d1d3ac76dc2030e1bbe355e/1653fea5/CR_30RAPCWD_WD.pdf,Package Chiller (Air Cooled),Chiller,checked
30RAP1501*C_CR,https://dl.airtable.com/J8IV22NATS6wCtZDzPMu_carrier.png,Carrier,30RAP,Package Chiller (Air Cooled),Air-cooled Package Chiller,150,2,Chiller,Air Cooled,Cool Only,,,R-410A,See Equipment Nameplate or Product Data manual,,Scroll,,6,3,,575/3/60,33.9; 33.9; 33.9 / 33.9; 33.9; 33.9,210; 210; 210 / 210; 210; 210,"100, 83, 67, 50, 33, 17",150,17,,POE (Polyolester),681.6 / 681.6,"3MAF POE, P903-1601
EAL Arctic 32-3MA
Emkarate RL32-3MAF",EEV,,,,,,,,R410A,,"Freeze Control,Compressor Staging,Carrier® COMFORTLink™,LP Cutout,HP Cutout","Low Ambient Control,Hot Gas Bypass,Carrier® MotorMaster®",,,https://dl.airtable.com/.attachments/5713e311338bf3fd8cdc42f969fd68d9/632b642b/CR_30RAP-7T_SM.pdf,https://dl.airtable.com/.attachments/4e69185366d9385a38fd6df2bd05c48a/f5a2a239/CR_30RAP-22PD_PD.pdf,https://dl.airtable.com/.attachments/d44398e8158ccc0e1ce1c9f430af1bb6/1cdd39f0/CR_30RAP-17SI_II.pdf,,,,https://dl.airtable.com/.attachments/336778bdd30acc56eb64c5b85cccb653/28242f5b/30RAP3PIC.png,N/A - R410A,,,,,,,,Joel Keller,11/12/21,,1,0,0,0,0,0,0,0,0,0,,,,,,5,,,0,0,,,,,,,,,,,,,,,,,,,,,https://dl.airtable.com/.attachments/c672743e3d1d3ac76dc2030e1bbe355e/1653fea5/CR_30RAPCWD_WD.pdf,Package Chiller (Air Cooled),Chiller,checked
48TCFD30***1_CR,https://dl.airtable.com/J8IV22NATS6wCtZDzPMu_carrier.png,Carrier,48TC,Package,Rooftop Unit,27.5,2,DX,Air Cooled,Gas,,10.2,R-410A,432 / 456,,Scroll,,2,1,,575/3/60,19.9 / 19.9,109 / 109,"100, 50",28,50,,,,,See Notes,Accutrol,,,,CV,7500-12500,"The 10th digit denotes the fan as follows:
1 = Standard static option, vertical
2 = Medium static option, vertical
3 = High static option, vertical
B = Medium static, high efficiency motor / vertical supply, return air flow
C = High static option, high efficiency motor / vertical supply, return air flow",R410A,,"LP Cutout,LP Loss of Charge,HP Cutout","Low Ambient Control,Freeze Control",,,https://dl.airtable.com/.attachments/71224692ae8420e3a5f861cf1b27092a/21a85b3f/CR_48TC-17-30-02SM_SM.pdf,https://dl.airtable.com/.attachments/a04f06f5f9530c67f2f834b1f72a08d0/e30999b2/CR_TC_PD_48TC-17-30-V-02PD_2014.pdf,https://dl.airtable.com/.attachments/086789ae67ff60c982def2225e477e23/ae02ae18/CR_TC_II_48TC-17-30-V-05SI_2019.pdf,,,,https://dl.airtable.com/.attachments/2adfc3f5f075c4e99b617cc95115840e/3e6d0961/48TCPIC2.png,N/A - R410A,,56,,,,,,Joel Keller,11/13/21,,1,0,0,0,0,0,0,0,0,0,,,,,,5,,,0,0,,,,,,,,,,,,,,,,,,,,,https://dl.airtable.com/.attachments/e581ab517a7b53a12325e591575b58f5/08f6c9df/CR_48TC17-30_WD.pdf,Package Unit (Outdoor),Package Unit,checked
48TCFE20***1_CR,https://dl.airtable.com/J8IV22NATS6wCtZDzPMu_carrier.png,Carrier,48TC,Package,Rooftop Unit,17.5,2,DX,Air Cooled,Gas,,10.8,R-410A,414.4 / 411.2,,Scroll,,2,1,,575/3/60,12.2 / 12.2,80 / 80,"100, 50",18,50,,,,,TEV,,,,,CV,5250-8750,"The 10th digit denotes the fan as follows:
1 = Standard static option, vertical
2 = Medium static option, vertical
3 = High static option, vertical
B = Medium static, high efficiency motor / vertical supply, return air flow
C = High static option, high efficiency motor / vertical supply, return air flow",R410A,,"LP Cutout,LP Loss of Charge,HP Cutout","Low Ambient Control,Freeze Control",,,https://dl.airtable.com/.attachments/71224692ae8420e3a5f861cf1b27092a/21a85b3f/CR_48TC-17-30-02SM_SM.pdf,https://dl.airtable.com/.attachments/a04f06f5f9530c67f2f834b1f72a08d0/e30999b2/CR_TC_PD_48TC-17-30-V-02PD_2014.pdf,https://dl.airtable.com/.attachments/086789ae67ff60c982def2225e477e23/ae02ae18/CR_TC_II_48TC-17-30-V-05SI_2019.pdf,,,,https://dl.airtable.com/.attachments/2adfc3f5f075c4e99b617cc95115840e/3e6d0961/48TCPIC2.png,N/A - R410A,,51,,,,,,Joel Keller,11/13/21,,0,0,0,0,0,0,0,0,0,0,,,,,,5,,,0,0,,,,,,,,,,,,,,,,,,,,,https://dl.airtable.com/.attachments/e581ab517a7b53a12325e591575b58f5/08f6c9df/CR_48TC17-30_WD.pdf,Package Unit (Outdoor),Package Unit,checked
48TCDD30***5_CR,https://dl.airtable.com/J8IV22NATS6wCtZDzPMu_carrier.png,Carrier,48TC,Package,Rooftop Unit,27.5,2,DX,Air Cooled,Gas,,10.2,R-410A,432 / 456,,Scroll,,2,1,,208-230/3/60,51.3 / 51.3,300 / 300,"100, 50",28,50,,,,,See Notes,Accutrol,,,,CV,7500-12500,"The 10th digit denotes the fan as follows:
1 = Standard static option, vertical
2 = Medium static option, vertical
3 = High static option, vertical
B = Medium static, high efficiency motor / vertical supply, return air flow
C = High static option, high efficiency motor / vertical supply, return air flow",R410A,,"LP Cutout,LP Loss of Charge,HP Cutout","Low Ambient Control,Freeze Control",,,https://dl.airtable.com/.attachments/71224692ae8420e3a5f861cf1b27092a/21a85b3f/CR_48TC-17-30-02SM_SM.pdf,https://dl.airtable.com/.attachments/a04f06f5f9530c67f2f834b1f72a08d0/e30999b2/CR_TC_PD_48TC-17-30-V-02PD_2014.pdf,https://dl.airtable.com/.attachments/086789ae67ff60c982def2225e477e23/ae02ae18/CR_TC_II_48TC-17-30-V-05SI_2019.pdf,,,,https://dl.airtable.com/.attachments/2adfc3f5f075c4e99b617cc95115840e/3e6d0961/48TCPIC2.png,N/A - R410A,,56,,,,,,Joel Keller,11/13/21,,1,0,0,0,0,0,0,0,0,0,,,,,,5,,,0,0,,,,,,,,,,,,,,,,,,,,,https://dl.airtable.com/.attachments/e581ab517a7b53a12325e591575b58f5/08f6c9df/CR_48TC17-30_WD.pdf,Package Unit (Outdoor),Package Unit,checked
30RAP0352*C_CR,https://dl.airtable.com/J8IV22NATS6wCtZDzPMu_carrier.png,Carrier,30RAP,Package Chiller (Air Cooled),Air-cooled Package Chiller,35,2,Chiller,Air Cooled,Cool Only,,,R-410A,See Equipment Nameplate or Product Data manual,,Scroll,,4,2,,380/3/60,23.7; 23.7 / 19.2; 19.2,145; 145 / 140; 140,"100, 73, 46, 23",35,23,,POE (Polyolester),220.8 / 220.8,"3MAF POE, P903-1601
EAL Arctic 32-3MA
Emkarate RL32-3MAF",EEV,,,,,,,,R410A,,"Freeze Control,Compressor Staging,Carrier® COMFORTLink™,LP Cutout,HP Cutout","Low Ambient Control,Hot Gas Bypass,Carrier® MotorMaster®",,,https://dl.airtable.com/.attachments/5713e311338bf3fd8cdc42f969fd68d9/632b642b/CR_30RAP-7T_SM.pdf,https://dl.airtable.com/.attachments/4e69185366d9385a38fd6df2bd05c48a/f5a2a239/CR_30RAP-22PD_PD.pdf,https://dl.airtable.com/.attachments/d44398e8158ccc0e1ce1c9f430af1bb6/1cdd39f0/CR_30RAP-17SI_II.pdf,,,,https://dl.airtable.com/.attachments/bc1c4a4c1335d4ffa7cd9544f6d2ba37/8c6b7a5a/30RAP2PIC.png,N/A - R410A,,,,,,,,Joel Keller,11/12/21,,1,0,0,0,0,0,0,0,0,0,,,,,,5,,,0,0,,,,,,,,,,,,,,,,,,,,,https://dl.airtable.com/.attachments/c672743e3d1d3ac76dc2030e1bbe355e/1653fea5/CR_30RAPCWD_WD.pdf,Package Chiller (Air Cooled),Chiller,checked
48TCRD30***5_CR,https://dl.airtable.com/J8IV22NATS6wCtZDzPMu_carrier.png,Carrier,48TC,Package,Rooftop Unit,27.5,2,DX,Air Cooled,Gas,,10.2,R-410A,432 / 456,,Scroll,,2,1,,208-230/3/60,51.3 / 51.3,300 / 300,"100, 50",28,50,,,,,See Notes,Accutrol,,,,CV,7500-12500,"The 10th digit denotes the fan as follows:
1 = Standard static option, vertical
2 = Medium static option, vertical
3 = High static option, vertical
B = Medium static, high efficiency motor / vertical supply, return air flow
C = High static option, high efficiency motor / vertical supply, return air flow",R410A,,"LP Cutout,LP Loss of Charge,HP Cutout","Low Ambient Control,Freeze Control",,,https://dl.airtable.com/.attachments/71224692ae8420e3a5f861cf1b27092a/21a85b3f/CR_48TC-17-30-02SM_SM.pdf,https://dl.airtable.com/.attachments/a04f06f5f9530c67f2f834b1f72a08d0/e30999b2/CR_TC_PD_48TC-17-30-V-02PD_2014.pdf,https://dl.airtable.com/.attachments/086789ae67ff60c982def2225e477e23/ae02ae18/CR_TC_II_48TC-17-30-V-05SI_2019.pdf,,,,https://dl.airtable.com/.attachments/2adfc3f5f075c4e99b617cc95115840e/3e6d0961/48TCPIC2.png,N/A - R410A,,56,,,,,,Joel Keller,11/13/21,,1,0,0,0,0,0,0,0,0,0,,,,,,5,,,0,0,,,,,,,,,,,,,,,,,,,,,https://dl.airtable.com/.attachments/e581ab517a7b53a12325e591575b58f5/08f6c9df/CR_48TC17-30_WD.pdf,Package Unit (Outdoor),Package Unit,checked
48TCSD28***5_CR,https://dl.airtable.com/J8IV22NATS6wCtZDzPMu_carrier.png,Carrier,48TC,Package,Rooftop Unit,25,2,DX,Air Cooled,Gas,,9.8,R-410A,316.8 / 328,,Scroll,,2,1,,208-230/3/60,48.1 / 48.1,245 / 245,"100, 50",25,50,,,,,See Notes,Accutrol,,,,CV,7500-12500,"The 10th digit denotes the fan as follows:
1 = Standard static option, vertical
2 = Medium static option, vertical
3 = High static option, vertical
B = Medium static, high efficiency motor / vertical supply, return air flow
C = High static option, high efficiency motor / vertical supply, return air flow",R410A,,"LP Cutout,LP Loss of Charge,HP Cutout","Low Ambient Control,Freeze Control",,,https://dl.airtable.com/.attachments/71224692ae8420e3a5f861cf1b27092a/21a85b3f/CR_48TC-17-30-02SM_SM.pdf,https://dl.airtable.com/.attachments/a04f06f5f9530c67f2f834b1f72a08d0/e30999b2/CR_TC_PD_48TC-17-30-V-02PD_2014.pdf,https://dl.airtable.com/.attachments/086789ae67ff60c982def2225e477e23/ae02ae18/CR_TC_II_48TC-17-30-V-05SI_2019.pdf,,,,https://dl.airtable.com/.attachments/2adfc3f5f075c4e99b617cc95115840e/3e6d0961/48TCPIC2.png,N/A - R410A,,40,,,,,,Joel Keller,11/13/21,,1,0,0,0,0,0,0,0,0,0,,,,,,5,,,0,0,,,,,,,,,,,,,,,,,,,,,https://dl.airtable.com/.attachments/e581ab517a7b53a12325e591575b58f5/08f6c9df/CR_48TC17-30_WD.pdf,Package Unit (Outdoor),Package Unit,checked
30RAP0162*C_CR,https://dl.airtable.com/J8IV22NATS6wCtZDzPMu_carrier.png,Carrier,30RAP,Package Chiller (Air Cooled),Air-cooled Package Chiller,16,1,Chiller,Air Cooled,Cool Only,,,R-410A,See Equipment Nameplate or Product Data manual,,Scroll,,2,2,,380/3/60,16; 12.2,135; 73,"100, 60, 40",16,40,,POE (Polyolester),145.6,"3MAF POE, P903-1601
EAL Arctic 32-3MA
Emkarate RL32-3MAF",EEV,,,,,,,,R410A,,"Freeze Control,Compressor Staging,Carrier® COMFORTLink™,LP Cutout,HP Cutout","Low Ambient Control,Hot Gas Bypass,Carrier® MotorMaster®",,,https://dl.airtable.com/.attachments/5713e311338bf3fd8cdc42f969fd68d9/632b642b/CR_30RAP-7T_SM.pdf,https://dl.airtable.com/.attachments/4e69185366d9385a38fd6df2bd05c48a/f5a2a239/CR_30RAP-22PD_PD.pdf,https://dl.airtable.com/.attachments/d44398e8158ccc0e1ce1c9f430af1bb6/1cdd39f0/CR_30RAP-17SI_II.pdf,,,,https://dl.airtable.com/.attachments/4f6045cac68255ffc8351ba55d4c217a/f116cb3e/30RAP1PIC.png,N/A - R410A,,,,,,,,Joel Keller,11/12/21,,0,0,0,0,0,0,0,0,0,0,,,,,,5,,,0,0,,,,,,,,,,,,,,,,,,,,,https://dl.airtable.com/.attachments/c672743e3d1d3ac76dc2030e1bbe355e/1653fea5/CR_30RAPCWD_WD.pdf,Package Chiller (Air Cooled),Chiller,checked
48TCRE24***5_CR,https://dl.airtable.com/J8IV22NATS6wCtZDzPMu_carrier.png,Carrier,48TC,Package,Rooftop Unit,20,2,DX,Air Cooled,Gas,,9.8,R-410A,446.4 / 328,,Scroll,,2,1,,208-230/3/60,48.1 / 29.5,245 / 195,"100, 50",20,50,,,,,TEV,,,,,CV,6000-10000,"The 10th digit denotes the fan as follows:
1 = Standard static option, vertical
2 = Medium static option, vertical
3 = High static option, vertical
B = Medium static, high efficiency motor / vertical supply, return air flow
C = High static option, high efficiency motor / vertical supply, return air flow",R410A,,"LP Cutout,LP Loss of Charge,HP Cutout","Low Ambient Control,Freeze Control",,,https://dl.airtable.com/.attachments/71224692ae8420e3a5f861cf1b27092a/21a85b3f/CR_48TC-17-30-02SM_SM.pdf,https://dl.airtable.com/.attachments/a04f06f5f9530c67f2f834b1f72a08d0/e30999b2/CR_TC_PD_48TC-17-30-V-02PD_2014.pdf,https://dl.airtable.com/.attachments/086789ae67ff60c982def2225e477e23/ae02ae18/CR_TC_II_48TC-17-30-V-05SI_2019.pdf,,,,https://dl.airtable.com/.attachments/2adfc3f5f075c4e99b617cc95115840e/3e6d0961/48TCPIC2.png,N/A - R410A,,48,,,,,,Joel Keller,11/13/21,,0,0,0,0,0,0,0,0,0,0,,,,,,5,,,0,0,,,,,,,,,,,,,,,,,,,,,https://dl.airtable.com/.attachments/e581ab517a7b53a12325e591575b58f5/08f6c9df/CR_48TC17-30_WD.pdf,Package Unit (Outdoor),Package Unit,checked
38MGRQ48E--3_CR,https://dl.airtable.com/J8IV22NATS6wCtZDzPMu_carrier.png,Carrier,38MGR,Split,Condensing Unit,4,5,DX,Air Cooled,Heat Pump,,,R-410A,162.08,,Rotary,ATQ360D1UMU,1,1,,208-230/1/60,21,,1-100,4,1,,POE (Polyolester),49.38,ESTER OIL VG74,EEV,,1,5,,,,,R410A,,"LP Cutout,HP Cutout,Crankcase Heater,Accumulator,Freeze Control,Low Ambient Control,Defrost Control (Unknown)",,,,https://dl.airtable.com/.attachments/9953db82e686e2d0cf85d99983a556c4/8b2cf703/CR_MGR_SM_38-MGR-04SM_2019.pdf,https://dl.airtable.com/.attachments/74a51447af43796890931bda326fdaf1/34b27cb5/CR_38MGR-09PD_PD.pdf,https://dl.airtable.com/.attachments/d1ab3e6d1fd7c51d1bc76673757aea5d/bd1765c4/CR_IM-38MGR-05_II.pdf,,,,https://dl.airtable.com/.attachments/7a9c1a68665a09d1d5a12595169d050b/47242891/38MGR48KPIC.png,N/A - R410A,5,11,,,,,,Joel Keller,11/13/21,,0,0,0,0,5,0,1,0,0,0,,,,,,5,,,4,6,,,,,,,,,,,,,,,,,,,,,https://dl.airtable.com/.attachments/ec4655c45498544a9cddef0834012eb2/77d2b245/CR_38MGR_WD.pdf,Mini-Split Outdoor Unit,Mini-Split,checked
48TCRE28***6_CR,https://dl.airtable.com/J8IV22NATS6wCtZDzPMu_carrier.png,Carrier,48TC,Package,Rooftop Unit,25,2,DX,Air Cooled,Gas,,9.8,R-410A,446.4 / 462.4,,Scroll,,2,1,,460/3/60,18.6 / 18.6,125 / 125,"100, 50",25,50,,,,,TEV,,,,,CV,7500-12500,"The 10th digit denotes the fan as follows:
1 = Standard static option, vertical
2 = Medium static option, vertical
3 = High static option, vertical
B = Medium static, high efficiency motor / vertical supply, return air flow
C = High static option, high efficiency motor / vertical supply, return air flow",R410A,,"LP Cutout,LP Loss of Charge,HP Cutout","Low Ambient Control,Freeze Control",,,https://dl.airtable.com/.attachments/71224692ae8420e3a5f861cf1b27092a/21a85b3f/CR_48TC-17-30-02SM_SM.pdf,https://dl.airtable.com/.attachments/a04f06f5f9530c67f2f834b1f72a08d0/e30999b2/CR_TC_PD_48TC-17-30-V-02PD_2014.pdf,https://dl.airtable.com/.attachments/086789ae67ff60c982def2225e477e23/ae02ae18/CR_TC_II_48TC-17-30-V-05SI_2019.pdf,,,,https://dl.airtable.com/.attachments/2adfc3f5f075c4e99b617cc95115840e/3e6d0961/48TCPIC2.png,N/A - R410A,,57,,,,,,Joel Keller,11/13/21,,1,0,0,0,0,0,0,0,0,0,,,,,,5,,,0,0,,,,,,,,,,,,,,,,,,,,,https://dl.airtable.com/.attachments/e581ab517a7b53a12325e591575b58f5/08f6c9df/CR_48TC17-30_WD.pdf,Package Unit (Outdoor),Package Unit,checked
