part_id,show,part_number,part_brand,subcategory,part_image,diameter,number_of_blades,pitch,bore,rotation,rpm,cfm,bhp,material,ingress_protection,certifications,nema_rating
37ED95F0-6C0B-45C6-ADEA-A96ACD0567F2,1,LA01RA030,BRYANT,,,,,,,,,,,,,,
3800825F-B962-4EB9-9E45-526F592C1E77,1,5151-212,WEATHERKING,,,,,,,,,,,,,,
3813DF13-B4D7-483C-B5AF-1D9666069D81,1,10823303,AMANA,CONDENSER FAN BLADE,,,,,,,,,,,,,
381877E0-9026-41FE-89C8-E2433EA26FA6,1,5H70677C4,MODINE,,,,,,,,,,,,,,
381AA8AC-BE5C-45F3-B138-60D81DE11673,1,7173406,CHANDLER,,,,,,,,,,,,,,
381AE4AB-B205-45BD-88EB-E8924543F709,1,D5319601,AMANA,CONDENSER FAN BLADE,,,,,,,,,,,,,
382E1F9F-5459-4900-AFBB-832E912D27FA,1,WJ73X157,HOTPOINT,,,,,,,,,,,,,,
385CAA06-2C19-44A3-B6BF-10A03307DE1D,1,1045115,KEEPRITE,,,,,,,,,,,,,,
38626956-CA97-4075-A3A9-86393BE71EE1,1,FP1016SS,MUNTERS,,,,,,,,,,,,,,
3883EF99-72FD-4364-9B96-E32B51EF67DD,1,FAN03753,TRANE,,,,,,,,,,,,,,
38B5C50B-AF60-4BC6-B867-E66323F31D64,1,FAN02296,TRANE,,,,,,,,,,,,,,
38B9AECC-2C67-4813-A2E1-8942ABABE72B,1,R1000293,AMANA,CONDENSER FAN BLADE,,,,,,,,,,,,,
38C74692-3F2F-4A95-9241-097C2D123C13,1,100017-03,LENNOX,,,,,,,,,,,,,,
38C75A97-2BE9-4EA2-974E-59D47D62B854,1,65230,,,,,,,,,,,,,,,
38CC2AF0-8161-408A-8BD9-745537C8A0F1,1,SW711A1220,CARRIER,,,,,,,,,,,,,,
38DE1425-2B1C-4F55-AE4E-D15835997C86,1,S1-02634789000,YORK UPG,,,,,,,,,,,,,,
38E7F26B-B035-4963-AC25-EC1DC0FE40DC,1,LA01RA324,CARRIER,,,,,,,,,,,,,,
3902CFD6-515B-41C2-8FB7-E0121E9C78FE,1,BLD00079,TRANE,,,,,,,,,,,,,,
390714B5-161F-4BCF-AAC6-40FBC69C73EC,1,FAN01515,AMERICAN STANDARD,,,,,,,,,,,,,,
3922EE21-C75B-4FE2-B574-D3FF880EDB8B,1,100060-03,ALLIED,,,,,,,,,,,,,,
3924289D-E6BD-4486-A223-C626D13E7045,1,642017,EMPIRE,,,,,,,,,,,,,,
39263553-AFAD-4E7D-9D84-64914A192FCC,1,5115C,BOHN,,,,,,,,,,,,,,
392926B4-D3FD-4E04-ADDE-C5D6B078C1F9,1,5151-029,BARD,,,,,,,,,,,,,,
39540181-91A3-4FA8-9219-902D2CB9C01F,1,2293030,CLIMATEMASTER,,,,,,,,,,,,,,
3967BA5F-ACFE-42F0-B106-E627AB6EBCD5,1,S1-02624098000,YORK UPG,,,,,,,,,,,,,,
396A89DE-7B8B-4855-A507-1BF72AE57429,1,4009122,DAIKIN,,,,,,,,,,,,,,
3993EC10-6D83-4526-A07E-63575AA8B606,1,LA01EW015,CARRIER,,,,,,,,,,,,,,
39A44F45-929E-4626-AD12-C683F7EE2C12,1,FAN01232,TRANE,,,,,,,,,,,,,,
39C246D3-7A2D-4A6F-B19E-B311A5ABA73C,1,WJ73X109,GE,,,,,,,,,,,,,,
39D2CE92-8D55-4455-A38F-ABF567F52327,1,1174761,HEIL,,,,,,,,,,,,,,
39ED4C8F-F340-4AC6-BCCF-FDB993129569,1,J34R04767-002,BEACON MORRIS,,,,,,,,,,,,,,
39F5334D-9EFA-427B-A1EA-C77E09C14459,1,12100105000383,CARRIER,,,,,,,,,,,,,,
3A24070E-C1F7-482E-B52A-57D0CD874BA8,1,1085841,HEIL,,,,,,,,,,,,,,
3A2633BF-2F56-48D2-A311-5790CA3A013E,1,FAN02647,TRANE,,,,,,,,,,,,,,
3A263BE9-F501-4968-A271-5D8A6703238A,1,10331151,THERMAL ZONE,,,,,,,,,,,,,,
3A2D2C55-EDC8-43BA-82F1-E119952968DF,1,10331202,THERMAL ZONE,,,,,,,,,,,,,,
3A3C3827-EBEB-4841-BF30-9B2D04A29A6F,1,853486,SEARS,,,,,,,,,,,,,,
3A44E5A0-7B2A-49AF-A698-B8FE07041A41,1,LA01RB125,CARRIER,,,,,,,,,,,,,,
3A462B79-9DC2-4C4F-BABD-1AEF82BBAB0B,1,02998,TECUMSEH,,,,,,,,,,,,,,
3A4B4116-F481-4C78-8896-C8826B883C28,1,163D1031P001,AIRTEMP,,,,,,,,,,,,,,
3A50240A-BB6A-40BA-9F4A-DBC86B71CA77,1,1087076,HEIL,,,,,,,,,,,,,,
3A611FFB-C71D-4FD4-826C-D7BFDDDA67D0,1,1091259,AIRQUEST,,,,,,,,,,,,,,
3A6918DE-9598-4614-BF27-B8E59E83B8B8,1,P441-2400,CARRIER,,,,,,,,,,,,,,
3A764553-D718-477C-A67A-06095AAE993A,1,WW73X328,TRANE,,,,,,,,,,,,,,
3A77B248-4376-460E-909F-1689F5FDFA97,1,1050698,SEARS,,,,,,,,,,,,,,
3A7888DB-B9F1-45FB-BB8F-CF8760B1BF84,1,C5287901,AMANA,CONDENSER FAN BLADE,,,,,,,,,,,,,
3A88E8CE-4525-44F7-853F-6CA1F9D9792E,1,S1-02642445000,YORK UPG,,,,,,,,,,,,,,
3A8E7FDB-E3D8-4AB7-A40F-3B4B7BCECA97,1,1150373,HEIL,,,,,,,,,,,,,,
3ACE022D-AAE0-47A9-84E5-52593C38B7E0,1,201100320005,SEA BREEZE,,,,,,,,,,,,,,
3ACFBF72-33DC-4827-9008-8620231A936F,1,70-101323-24,RHEEM,,,,,,,,,,,,,,
3ADA02F9-8406-438F-983D-98E2723E1369,1,5151-191,WEATHERKING,,,,,,,,,,,,,,
3AE6E57F-03E0-47A5-8367-8B61442E974A,1,44372-001,ARMSTRONG,,,,,,,,,,,,,,
3AF21925-9763-4E59-B15F-3003F7DA9BBA,1,S1-02639593000,YORK UPG,,,,,,,,,,,,,,
3AF4E2E3-B51D-4DA9-9FF3-2BEC955C3966,1,5151-220,WEATHERKING,,,,,,,,,,,,,,
3AGIN7TMIE1EOMLY03Z2MEUQHEF6466FL0X8,1,6670991,NORDYNE,,,,,,,,,,,,,,
3B04D194-C373-4AD3-B852-1CB91C554970,1,22900601,BOHN,,,,,,,,,,,,,,
3B0F9A3E-C8AB-480A-B014-5B184F1652B8,1,FAN01405,AMERICAN STANDARD,,,,,,,,,,,,,,
3B139C2A-81F7-4FFC-9125-740FB7C788F3,1,LA01RA005,CARRIER,,,,,,,,,,,,,,
3B14A319-AB37-44BB-9FBA-E3C9B013B548,1,30RA400795,CARRIER,,,,,,,,,,,,,,
3B222792-9D9B-4CF0-9379-AFC7F5F157BF,1,8011112,WHIRLPOOL,,,,,,,,,,,,,,
3B23A70C-B72B-4F9A-830B-06E70C380C73,1,WJ74X94,HOTPOINT,,,,,,,,,,,,,,
3B276133-0131-4938-8B0E-6BE86E75E301,1,89F43,ALLIED,,,,,,,,,,,,,,
3B27A986-D2E9-468F-851E-9F880F8C2B44,1,51567,TECUMSEH,,,,,,,,,,,,,,
3B2B8FB2-57F2-4422-91A1-4772AD1338F1,1,WJ73X188,GE,,,,,,,,,,,,,,
3B2EABE4-C2B4-4334-9484-5523A1D54994,1,WJ74X92,HOTPOINT,,,,,,,,,,,,,,
3B373AFF-8AF6-4B58-81A8-35FA8F4F2342,1,735098343,MCQUAY,,,,,,,,,,,,,,
3B434CDE-267A-4BB1-B7A9-AF3963B7CDC7,1,9366378013,FUJITSU,,,,,,,,,,,,,,
3B43E5D5-172C-4942-9315-979256A17715,1,LA04RA281,CARRIER,,,,,,,,,,,,,,
3B47EDCC-1176-4888-8C7A-4678F6C17DC5,1,6230964532,SANYO,,,,,,,,,,,,,,
3B66002C-61D6-4D10-9ADE-66A1B3D22968,1,LA01EA026,DAY & NIGHT,,,,,,,,,,,,,,
3B6D0D1F-3357-4DA6-939D-BBA2C13544F6,1,FAN03657,AMERICAN STANDARD,,,,,,,,,,,,,,
3B6F3A22-7240-47DA-A50E-84EDF5ADF15C,1,948217,WHIRLPOOL,,,,,,,,,,,,,,
3B865FFB-0167-4BB9-8EF9-34C8BDD1AA4B,1,FAN00710,TRANE,,,,,,,,,,,,,,
3B93E919-584B-4978-8677-F21850EB1E51,1,100060-08,LENNOX,,,,,,,,,,,,,,
3B941F5B-E9C3-47F7-8FBC-B84419480FBE,1,S1-1472-8071,COLEMAN,,,,,,,,,,,,,,
3BA9C401-8C4A-464A-83E6-A0207413B8AC,1,10335014,GREE,,,,,,,,,,,,,,
3BDA4F22-E4B0-4E44-8CAC-6118A16BD072,1,1091257,,,,,,,,,,,,,,,
3BFB802D-D1BB-4175-9D35-D2366B147C72,1,FAN00590,TRANE,,,,,,,,,,,,,,
3BFC3A0C-9050-4C86-9261-93007C22022D,1,5H57845C,MODINE,,,,,,,,,,,,,,
3C00BFAE-AB8F-498A-AD01-390A2F1FEDDA,1,AC-2750-26,RHEEM,,,,,,,,,,,,,,
3C0C2A3F-6D8A-41BF-8AD3-2F50CB02C65F,1,WJ74X136,GE,,,,,,,,,,,,,,
3C0E2C45-F65C-4408-8DA4-3E526698D429,1,8540250118900,SANYO,,,,,,,,,,,,,,
3C201841-79A6-43D4-9E41-9B4F9232BCAE,1,FAN03231,TRANE,,,,,,,,,,,,,,
3C2742DA-B49E-42D5-A8A1-E3410E7F5E61,1,LA01LA044,PAYNE,,,,,,,,,,,,,,
3C2FB387-CA1D-4656-9174-71565D795753,1,2291030,BOHN,,,,,,,,,,,,,,
3C581F21-237B-46AD-AC95-7376EFCEC11B,1,LA01EW014,CARRIER,,,,,,,,,,,,,,
3C7A918A-73C5-4AA4-A379-91E9AD842DD9,1,24216703,HEIL,,,,,,,,,,,,,,
3C8051D5-677D-4540-9712-A03442AEE959,1,305617006,MILLER,,,,,,,,,,,,,,
3C8DD4AF-80E8-4038-8F6E-C895EF384C7B,1,87H99,LENNOX,,,,,,,,,,,,,,
3C9EA25B-D6DF-44CD-B8B5-C1AFE6A33227,1,7173508,CLIMATEMASTER,,,,,,,,,,,,,,
3CA20C6A-7383-475E-BDE6-0876484F54A2,1,6230683631,SANYO,,,,,,,,,,,,,,
3CB152C6-15B2-424A-B507-77BEA65E1E34,1,00PSG00000100,CARRIER,,,,,,,,,,,,,,
3CB749BE-7FD4-454A-9956-C024EA7DB765,1,B1086750S,GOODMAN,CONDENSER FAN BLADE,,,,,,,,,,,,,
3CBC084E-C046-40B7-8851-F7A44EA1C971,1,23100501,CLIMATEMASTER,,,,,,,,,,,,,,
3CBCFC85-5BE8-4AB6-8DBB-E01A0A108CFC,1,20061501,,,,,,,,,,,,,,,
3CEF0EE6-7267-4AA8-8996-AB6797138117,1,B1086773S,GOODMAN,CONDENSER FAN BLADE,,,,,,,,,,,,,
3CEF6A5F-319E-4CCB-A106-8D4340B15F19,1,WW74X77,TRANE,,,,,,,,,,,,,,
3D081675-F755-4FDE-BBB7-48B700C4D0B0,1,WJ73X169,GE,,,,,,,,,,,,,,
3D11A06A-1AE4-4D6F-8B7E-72F6B047BED9,1,FAN03222,TRANE,,,,,,,,,,,,,,
3D37F864-8993-4FA8-A5A2-0B5C2933A3A0,1,J34R06999-17,STERLING,,,,,,,,,,,,,,
3D3C2251-E8DC-466F-9865-436C8835BC05,1,1158524,WHIRLPOOL,,,,,,,,,,,,,,
3D44437A-876A-4AB3-9912-6B8DF6BB297B,1,70-24281-01,RHEEM,,,,,,,,,,,,,,
3D4E121B-AC41-4DAE-ABD9-8B6EF04A12B7,1,FAN01223,TRANE,,,,,,,,,,,,,,
3D50BB63-64DA-46BD-8826-5EFEA2D0067C,1,FAN01004,TRANE,,,,,,,,,,,,,,
3D553FD1-5188-4D40-A9F9-635D89937C82,1,70-42572-01,RHEEM,,,,,,,,,,,,,,
3D55A610-93BA-4D44-A51D-C81BDC121F83,1,37L48,LENNOX,,,,,,,,,,,,,,
3D56D632-563B-46EB-9CA5-8A046D468D2C,1,LA01EA036,CARRIER,,,,,,,,,,,,,,
3D70D330-BD65-45CB-BFF4-3FC2BFCC6B36,1,22-9551,LUX,,,,,,,,,,,,,,
3D789A90-342E-4E71-9558-3A126D50DC17,1,2291240,CLIMATEMASTER,,,,,,,,,,,,,,
3D84493E-BF6F-461E-A8CB-E79FA341CED7,1,1159499,WHIRLPOOL,,,,,,,,,,,,,,
3D9BFFBB-0749-4B6D-AADC-550D130807F2,1,1210-0046-000,QMARK,,,,,,,,,,,,,,
3DA3FA32-2977-499B-95AA-B2F37FEF0388,1,5900A20017A,SEARS,,,,,,,,,,,,,,
3DAB1517-4193-4EB1-8BEB-DCA6D80DC54B,1,D6770501,AMANA,CONDENSER FAN BLADE,,,,,,,,,,,,,
3DBC39C5-45FF-46F2-9B66-08B2CE4A8B61,1,9300855013,FUJITSU,,,,,,,,,,,,,,
3DBDD486-59FA-4753-BD0A-54F50C9DD18B,1,22410-900,NUTONE,,,,,,,,,,,,,,
3DBE93D4-DC38-46CD-82CB-A3AA5ADE32A9,1,5308006458,SEARS,,,,,,,,,,,,,,
3DE4F76B-AD85-4D15-8EC5-36B42A16B953,1,601067,HEIL,,,,,,,,,,,,,,
3DE7F71F-6EDB-47C7-9E0D-3984C6BBA33A,1,LA01RA312,PAYNE,,,,,,,,,,,,,,
3E049008-FCB2-44D1-93B9-9139097A97B0,1,S1-02644450000,YORK UPG,,,,,,,,,,,,,,
3E20E234-687D-4864-BD8C-9328F07D3492,1,201100300202,THERMAL ZONE,,,,,,,,,,,,,,
3E337882-93EA-4E0A-B950-CC88EF1E7A2A,1,70-21848-03,RHEEM,,,,,,,,,,,,,,
3E4F441D-A65F-4D38-B278-6623D7164099,1,2325503,ARCOAIRE,,,,,,,,,,,,,,
3E6P1U2HTS267MI5WND82Y9KDQJEDVVSXB0H,1,521125,NORDYNE,,,,,,,,,,,,,,
3E71391F-917E-4D96-9E6C-F1E9BE7FC668,1,WW5X301,TRANE,,,,,,,,,,,,,,
3E78CEE6-C443-48AC-8C30-3482C7AA55B1,1,2627D93H01,WESTINGHOUSE,,,,,,,,,,,,,,
3E80C967-0B14-410A-8BD3-6B6DFCF0AFF9,1,BLD00637,TRANE,,,,,,,,,,,,,,
3E822879-CC0F-4A8B-888B-A42457DA1FE2,1,S1-02631136000,YORK UPG,,,,,,,,,,,,,,
3E983250-1BFA-4C23-9E57-16FEE4F76C33,1,5303002390,GIBSON,,,,,,,,,,,,,,
3E98C8EC-A271-4A42-8430-DC4DECDCF8C0,1,FAN00608,TRANE,,,,,,,,,,,,,,
3EA0AB95-71D4-4D3B-8284-4617B6ED0AAD,1,70-24281-04,RHEEM,,,,,,,,,,,,,,
3EA83EE7-F06A-4EDE-86A0-8E7518B21551,1,FAN01496,TRANE,,,,,,,,,,,,,,
3EAC6556-8FE1-4E95-B526-2974C215CE4D,1,1121-22720-001,FEDDERS,,,,,,,,,,,,,,
3EBC1691-35D1-41E4-BC27-D7123B1E8B68,1,S1-02647794000,YORK UPG,,,,,,,,,,,,,,
3EF5D919-0218-483C-904E-D24AB2388A7A,1,FAN01003,TRANE,,,,,,,,,,,,,,
3EFD3741-AF7B-4556-9201-1D7806AB2C06,1,7173505,CLIMATEMASTER,,,,,,,,,,,,,,
3F074620-F3F3-4666-A3BA-AFD0E6EA5AC9,1,1080777,HEIL,,,,,,,,,,,,,,
3F0BD36D-4370-4B2C-A00F-0618CC0FA844,1,FAN01210,TRANE,,,,,,,,,,,,,,
3F160CCB-C166-4720-A12B-4CAC5946317E,1,201100300511,HEIL,,,,,,,,,,,,,,
3F260661-DFC4-4494-982C-B15887058616,1,5900AR1508B,SEARS,,,,,,,,,,,,,,
3F26B59B-6CC9-41A0-B935-768E4C098BB0,1,70-20839-01,RHEEM,,,,,,,,,,,,,,
3F2C88AE-64D6-4B76-9A30-B577CA4F71F5,1,FAN01404,TRANE,,,,,,,,,,,,,,
3F35D01F-2038-48F4-B7B0-0447466CCC41,1,8540250114800,SANYO,,,,,,,,,,,,,,
3F35E837-6D35-4AC5-AEB2-4944218BA0DA,1,5H79807,MODINE,,,,,,,,,,,,,,
3F3C73FD-587D-4A74-BACF-162D566F0CDE,1,S1-02643270000,YORK UPG,,,,,,,,,,,,,,
3F47F30D-ADB7-428F-B84C-EA8D7BE2AB29,1,FAN00966,TRANE,,,,,,,,,,,,,,
3F78A78C-0FF0-4DD4-8F8D-FD08BC96BDA7,1,0150M00008,GOODMAN,CONDENSER FAN BLADE,,,,,,,,,,,,,
3FA89DCB-CCF8-4D35-B580-938E30B1B086,1,1096902,HEIL,,,,,,,,,,,,,,
3FD76E02-08A1-41F6-9F30-C220FF9CBD53,1,G521795,GIBSON,,,,,,,,,,,,,,
3FDEC88D-CAD0-4322-8E2F-64A6F082F6D4,1,LA01EB028,CARRIER,,,,,,,,,,,,,,
3FE1416D-9883-44D1-A77F-4ED8C4C9F214,1,5H59665-4,MODINE,,,,,,,,,,,,,,
3FE44DA1-DF91-431E-8866-419BDC4F4193,1,515-10001,TECUMSEH,,,,,,,,,,,,,,
3FEE1813-919F-441F-9B7F-3930AF64F53D,1,1043870-001,BALLY,,,,,,,,,,,,,,
3FF8E333-C651-4209-B7F1-76D843F4333A,1,FAN02694,TRANE,,,,,,,,,,,,,,
3IIL550FH1EM2HOEJF5LZVVTGIJ120V78NZ7,1,8006916,FRIGIDAIRE,,,,,,,,,,,,,,
3OKIM5UBW3BQ59ACB1A21WKQ3MRYSYCDSEC4,1,RH702083901,NORDYNE,,,,,,,,,,,,,,
3UDOWI3YB4FGD1DWVMPGK8COLF80UL3UMAT6,1,667390,NORDYNE,,,,,,,,,,,,,,
3UX5UOPCYOCEWRTBJQKMEFQTW6FPCQBVXYX0,1,RH702193701,NORDYNE,,,,,,,,,,,,,,
3XCGJA28PFKUB4H61JFKRY29W43K3EEUQ11W,1,667363,NORDYNE,,,,,,,,,,,,,,
401E4072-1B63-4511-AEBF-21A632A46C29,1,J34R6999-104,STERLING,,,,,,,,,,,,,,
403754D7-0BFF-4D8D-8951-51D963E20473,1,3126636,HEIL,,,,,,,,,,,,,,
4065E671-E595-4585-918C-F024F5D1241B,1,S1-1472A8001,COLEMAN,,,,,,,,,,,,,,
407842B6-B1DE-4CDE-896B-CE55E8DE4491,1,2625D24H01,WESTINGHOUSE,,,,,,,,,,,,,,
408983C1-4FA5-4498-8CB1-44C79DB68A3F,1,5151-188,WEATHERKING,,,,,,,,,,,,,,
408F668F-C1A6-45B9-AB14-035E8AC00C1C,1,WJ73X159,GE,,,,,,,,,,,,,,
4096354D-2803-4310-B6DF-83213EEF53D8,1,51CM400354,CARRIER,,,,,,,,,,,,,,
4097D8A8-EB22-465B-B81D-F8F7AE808E69,1,S1-02642524000,YORK UPG,,,,,,,,,,,,,,
40A7549E-46A0-4AD1-B569-CEE2EB8CDD3F,1,70-101323-23,RHEEM,,,,,,,,,,,,,,
40CADCDD-0342-4E45-9972-0F11BD33FF7A,1,77000912,NUTONE,,,,,,,,,,,,,,
40D010DC-A362-4DD6-B53E-DC518163A3AB,1,P200600,SUBURBAN,,,,,,,,,,,,,,
40E42331-1536-4D52-8C68-5EC39BA99CFF,1,74003001,HEIL,,,,,,,,,,,,,,
40EC9C5B-655E-47FC-925F-11B0C0C6994D,1,RFN-0050,CARRIER,,,,,,,,,,,,,,
40EEF38A-170C-4160-8DAB-1CEADE7C447C,1,43020329,CARRIER,,,,,,,,,,,,,,
40FA0629-4F4D-4DBC-8FF6-EC66CC636570,1,J34R6999-101,STERLING,,,,,,,,,,,,,,
40FBD7D2-9295-4AD1-A043-309EFDDC8DC1,1,FB2020,FIRST CO,,,,,,,,,,,,,,
410ABE17-E400-42D0-9C05-A091C11FE1CD,1,832003,WHIRLPOOL,,,,,,,,,,,,,,
4118FF35-58EA-4BD5-87BC-0EC75A5453B0,1,B1086747,GOODMAN,CONDENSER FAN BLADE,,,,,,,,,,,,,
412AFA5D-C2C6-46D6-B331-085649DB9493,1,1080763,HEIL,,,,,,,,,,,,,,
415569E3-938E-4973-BD64-9C4DB2945902,1,6372A,FR,,,,,,,,,,,,,,
415B3E98-5D4E-4E32-8EB7-D8D9105B7FDE,1,6230419629,SANYO,,,,,,,,,,,,,,
417334CE-6576-48FE-9AA5-535EDC86B5C4,1,WK73X10002,GE,,,,,,,,,,,,,,
417DD12B-832F-457E-9671-669FCA104374,1,FAN01795,TRANE,,,,,,,,,,,,,,
4190D5BD-4634-4665-A09C-5F291707CF5A,1,26G07,LENNOX,,,,,,,,,,,,,,
41B7BED6-C87A-4402-877F-AE7CAC0A3084,1,610075,TEXAS FURNACE,,,,,,,,,,,,,,
41D9A642-7136-47A8-95C7-BD472F19B1EE,1,C4872703,AMANA,CONDENSER FAN BLADE,,,,,,,,,,,,,
41DF917F-628B-43F5-A436-934FABD93F2F,1,43T20341,CARRIER,,,,,,,,,,,,,,
41ED0FB5-18BF-488D-A201-543BD12969C1,1,67220027,FRIEDRICH,,,,,,,,,,,,,,
41F7B655-3A43-441F-BD04-629032EDD804,1,KIT05159,TRANE,,,,,,,,,,,,,,
41FBF403-B296-44D3-AA40-7BBA1DC01F0B,1,2292629,BOHN,,,,,,,,,,,,,,
41ZSL0BIMV4LOIYI9ZF611LAKJL0TR4PG4KX,1,309645702,FRIGIDAIRE,,,,,,,,,,,,,,
42183682-F948-42CE-9685-5B86B9B4E2B2,1,5151-187,WEATHERKING,,,,,,,,,,,,,,
4228DC86-0C77-4DC8-9819-555B79DAE99B,1,LA01AB022,CARRIER,,,,,,,,,,,,,,
4234CD15-C643-4A9C-8471-3F865EF6E71D,1,R043759700,CLIMATEMASTER,,,,,,,,,,,,,,
4236ED06-BC0F-48C6-B036-15ADF51EA56B,1,0150M00012,GOODMAN,CONDENSER FAN BLADE,,,,,,,,,,,,,
423D5553-3A2C-49B0-AD6E-6C76572B020F,1,S1-02619592000,YORK UPG,,,,,,,,,,,,,,
42417AFD-B5D8-41EA-A1D9-2A5AFC09B2B1,1,WJ73X47,GE,,,,,,,,,,,,,,
424BF583-10C3-437E-B7B6-D057A8F9E53D,1,S1-02625558000,YORK UPG,,,,,,,,,,,,,,
4253A3A9-00B4-4FF4-A4E1-67CD4DD9CBD1,1,0150G00002S,GOODMAN,CONDENSER FAN BLADE,,,,,,,,,,,,,
42627B24-DF4F-441F-A803-C5C2A9652969,1,22901101,LARKIN,,,,,,,,,,,,,,
42A39063-FF08-4792-AAA5-62AEB84AA566,1,70-101323-30,RHEEM,,,,,,,,,,,,,,
42AD76F7-89F8-4322-9214-94A2F5DA6BCB,1,BT1086705,AMANA,CONDENSER FAN BLADE,,,,,,,,,,,,,
42C3F7AE-AFD1-4158-8D31-2FFC9E4C9A6B,1,FAN00128,TRANE,,,,,,,,,,,,,,
42C9F03C-A9D8-4628-9253-02C73A8429A7,1,BLD00166,TRANE,,,,,,,,,,,,,,
42CB56DD-CB89-4D7D-8471-F29BC5AA7A79,1,3202954,GIBSON,,,,,,,,,,,,,,
42D1B6B1-CB74-414A-AFAA-92E7B5D0FF79,1,5900AR1119B,HEIL,,,,,,,,,,,,,,
42D44F60-7E5A-40B3-ADFF-BC81C1954EB9,1,FAN03150,AMERICAN STANDARD,,,,,,,,,,,,,,
42DDEB31-8AA7-45D0-9CD7-4C2AA379D309,1,AC-2750-60,RHEEM,,,,,,,,,,,,,,
42E6496B-3248-4B48-92DA-C1EEF7A1591E,1,5151-6003,WEATHERKING,,,,,,,,,,,,,,
42EEFFB7-ED28-4224-A42A-7DEBE48A575E,1,WJ74X58,HOTPOINT,,,,,,,,,,,,,,
42F28B30-6818-4AC7-B797-3B18BB5A4E93,1,51FA501564,CARRIER,,,,,,,,,,,,,,
4300112A-5EBA-4D73-892F-0B47FE540C00,1,201100300047,SEA BREEZE,,,,,,,,,,,,,,
430F138E-D527-446A-855F-0A6C04E80B78,1,17604016,CARRIER,,,,,,,,,,,,,,
431F9FDA-77D6-4EF7-A6B8-394FD9DDE03F,1,5303207279,SEARS,,,,,,,,,,,,,,
433032EC-E99D-4C1D-9C8F-16916275044D,1,5151-5523,WEATHERKING,,,,,,,,,,,,,,
4335D1BD-E818-4502-9F74-AFAE1121457A,1,FAN03640,TRANE,,,,,,,,,,,,,,
436F01F2-A958-4EBA-B41F-FA0D866EFBA6,1,AC-2750-35,RHEEM,,,,,,,,,,,,,,
4382604B-F1DB-42B5-90E2-066D234E0C58,1,70-20931-01,RHEEM,,,,,,,,,,,,,,
43850CD1-BFEC-4D49-AB57-22E404CDF60F,1,70-20623-01,RHEEM,,,,,,,,,,,,,,
43A8965E-706D-48BC-9F5C-951CE53D697F,1,BLD00089,TRANE,,,,,,,,,,,,,,
43B2B7F8-B1F9-4AF9-ACD9-B243D5811B86,1,FAN00408,TRANE,,,,,,,,,,,,,,
43BF0EF3-5B14-41D8-AE68-624498CA2118,1,100060-22,LENNOX,,,,,,,,,,,,,,
43D1PFYAP7H8UWX734DO53HPJDO01NEQUI29,1,667309,NORDYNE,,,,,,,,,,,,,,
43F1A71B-761D-4691-856B-1E2E38B26B02,1,TC-1656,LENNOX,,,,,,,,,,,,,,
43F2ADE8-40E0-4211-B484-FA83991A3D3C,1,S1-02626562000,YORK UPG,,,,,,,,,,,,,,
43F55D7D-50ED-4F06-B476-1364B33B7C70,1,70-42572-01,RUUD,,,,,,,,,,,,,,
4409F761-AB39-4A1E-B610-31EDF8A91121,1,E22851501,MITSUBISHI,,,,,,,,,,,,,,
442187D4-5208-4292-A5FB-076334D36485,1,G160156,GIBSON,,,,,,,,,,,,,,
442E0C4F-F492-4E28-8AC1-326E3654BD7C,1,6670890,NORDYNE,,,,,,,,,,,,,,
4437A18F-397B-4E36-A212-BA9500B9D7FA,1,2P372312-1,DAIKIN,,,,,,,,,,,,,,
4441C2F1-8A71-491B-B3FC-617E5F434728,1,BLD00580,TRANE,,,,,,,,,,,,,,
44554F93-BE8C-4FEB-B3CD-92B491570A73,1,10335253,SEA BREEZE,,,,,,,,,,,,,,
4458CAEF-90EE-4708-87E2-9A0DF629651F,1,96384,REZNOR,,,,,,,,,,,,,,
445FC797-62E5-4FB5-98C3-2F0305A99BF4,1,610680,SEARS,,,,,,,,,,,,,,
44612073-FCF9-4F4D-BE79-42F4347FD240,1,FAN01490,TRANE,,,,,,,,,,,,,,
447A5ADC-213F-4C19-AFD1-1BA3F76389A1,1,46K12,LENNOX,,,,,,,,,,,,,,
449391E3-E052-4EA2-953E-FF0489C7760F,1,S1-02634009000,YORK UPG,,,,,,,,,,,,,,
449405D3-267A-4360-B545-96D77573A96E,1,P320907,WILLIAMS,,,,,,,,,,,,,,
44A04DD8-AD88-4C23-95B8-D0D9BBF48C8D,1,S1-02639502000,YORK UPG,,,,,,,,,,,,,,
44A26BDC-20A0-43E4-A2C9-0EAD48C58F47,1,3520010,YUKON,,,,,,,,,,,,,,
44A3C7EF-D9A7-4C44-83B2-7ACCC676C469,1,S1-1472-8501,COLEMAN,,,,,,,,,,,,,,
44C5EE30-5309-4652-A92F-989AF5B1DDCC,1,5H63038C,MODINE,,,,,,,,,,,,,,
44C99D05-4FF3-43EA-9E7A-27C2231C57A5,1,5151-226,WEATHERKING,,,,,,,,,,,,,,
44D34A6D-5618-48A9-9054-E099ED891090,1,LA01RA325,CARRIER,,,,,,,,,,,,,,
44DC76AD-49E7-485D-B7EF-A380AEE6FE3E,1,100060-11,LENNOX,,,,,,,,,,,,,,
44FB159A-51A3-4801-9599-881F1E495C1C,1,F0020,KOOL-AIR,,,,,,,,,,,,,,
453B9BF6-2918-4015-9AB9-C70BEC9B4D17,1,22F54,LENNOX,,,,,,,,,,,,,,
