part_id,show,part_number,part_brand,subcategory,part_image,media_type,merv_rating,nominal_width,nominal_length,nominal_depth,actual_width,actual_length,actual_depth,efficiency,max_operating_temp
273A587C-F38C-4D86-A902-7DF4BA05787A,,B4734701,AMANA,AIR FILTER,,,,,,,,,,,
2742A558-942E-484B-96A7-A10A1CF1213B,,T111570065,CARRIER,,,,,,,,,,,,
27483659-6217-42FD-88B2-187C4B74FAD3,,KH660002,CARRIER,,,,,,,,,,,,
274A4737-C77D-4551-9FBC-029D3F34586E,,11121012,AMANA,AIR FILTER,,,,,,,,,,,
27754700-06F8-4F70-9828-72D85D740929,,BT1369602,AMANA,AIR FILTER,,,,,,,,,,,
27A80F7D-A2DC-4C0C-A74A-46627CA9CA4F,,54-19655-05,HEIL,,,,,,,,,,,,
27AE5C97-8865-44E2-BE7D-4232EBB089E8,,54-25053-22,RHEEM,,,,,,,,,,,,
27AEDA83-F6B0-49E5-AF40-19A24927F7E5,,8733920364,BOSCH,,,,,,,,,,,,
27C91E79-6FD7-4B62-A331-A1C64DF7F10E,,8510230712601,SANYO,,,,,,,,,,,,
27D08812-8F74-4214-B04A-BA0F058082B6,,76B0001N05,CARRIER,,,,,,,,,,,,
27D1FF79-474D-4991-A989-284D377C7D54,,10078901,AMANA,PLASTIC AIRFILTER,,,,,,,,,,,
27D3E026-E2C7-406B-8688-DC7A3B4BC540,,395040012R,SAMSUNG,,,,,,,,,,,,
27DBB8D1-8401-4896-8290-A6E233D9671D,,93G92,LENNOX,,,,,,,,,,,,
27E796C4-688F-4F07-AD20-4677E8B39E83,,8733805319,CARRIER,,,,,,,,,,,,
27E8621E-659B-48D6-B797-AC254F023C0E,,7004-026,BARD,,,,,,,,,,,,
2815A65C-3CD0-4747-A733-7C56F34149AA,,Z04F004,CARRIER,,,,,,,,,,,,
281691D2-9610-4A22-BA19-50986F32B890,,370022,THERMO PRIDE,,,,,,,,,,,,
2822844F-1819-415C-8436-7C006C1F25E2,,12100204000698,MIDEA,,,,,,,,,,,,
282B3969-5819-43EA-A31C-4329707F61AC,,T111570009,CARRIER,,,,,,,,,,,,
284F18F7-4161-4E1F-8136-7F7D047CF12C,,402041,CARRIER,,,,,,,,,,,,
28540ED8-EE47-4FEB-9D17-3E902D1597C4,,2X18X24,YORK UPG,,,,,,,,,,,,
2861EDAF-62CF-4844-A7C6-75119E30C0A1,,S1-02635808000,YORK UPG,,,,,,,,,,,,
2892DA90-9EF0-4D7A-B747-3A222A39F73E,,M370188,AIRTEMP,,,,,,,,,,,,
2899ADFF-A092-4FCB-9FF6-4C4C5A4B348D,,7003-006,BARD,,,,,,,,,,,,
28C1A0FB-9497-4ACA-91D9-1CD17E815AD2,,WJ85X10031,GE,,,,,,,,,,,,
28C40A44-C95C-4873-9FD5-814B54F223FE,,24E05,LENNOX,,,,,,,,,,,,
28EB4AE4-246D-4D47-A07B-0846B175CF2C,,R0139411,AMANA,AIR FILTER,,,,,,,,,,,
291D8203-C49B-473D-B4CA-D053D8DF4B1A,,1010366,HEIL,,,,,,,,,,,,
292BE2CC-DF14-4220-BA50-FAF7A85048F5,,316510-303,CARRIER,,,,,,,,,,,,
293D0888-6821-4959-8099-E797F5300DE9,,PG680012,CARRIER,,,,,,,,,,,,
29480752-58AC-436A-98BB-3B9E5B50CDF3,,5230A20051B,HEAT CONTROLLER,,,,,,,,,,,,
295E9DAE-2510-43A1-AAC6-0F0FC1D55D63,,12122000011988,CARRIER,,,,,,,,,,,,
29640260-4A9D-48F9-91E9-707A89221B92,,2008024,MCQUAY,,,,,,,,,,,,
29646D00-F13B-41FD-B51B-F49040CD18EB,,FLR03384,TRANE,,,,,,,,,,,,
2972A8CC-7B2B-4858-9456-19B6DE1A4BE7,,11207,NUTONE,,,,,,,,,,,,
2974D6EB-FC02-4623-B197-E55E934B4772,,484401-0871,MOVINCOOL,,,,,,,,,,,,
2995A208-B711-4286-8E33-BA94EE69A9DD,,48J01,LENNOX,,,,,,,,,,,,
299909C2-2399-46FA-931B-85C6346CD2BF,,KH03GH301,CARRIER,,,,,,,,,,,,
29A3E990-A985-41D8-ADFB-67FD88E96AF1,,S1-02616311000,YORK UPG,,,,,,,,,,,,
29B0AD0C-210E-41AE-BB4E-37B64C1A1A18,,43H34,LENNOX,,,,,,,,,,,,
29BCC491-758C-4BEC-8D88-0A90FE336A5A,,1121-20480-010,CROSLEY,,,,,,,,,,,,
29C0DF2D-657C-439B-A221-142BC25891A8,,WW85X47,TRANE,,,,,,,,,,,,
29C9D553-6F37-4686-B9FB-17795EC23DD0,,123324-004,CARRIER,,,,,,,,,,,,
29FFB61C-73B5-4A7C-94A5-A354BF6A54E3,,11716000002A,CARRIER,,,,,,,,,,,,
2A033026-E821-49B8-9F0B-AA734B4A2875,,20X20X2,YORK UPG,,,,,,,,,,,,
2A124157-054C-4B57-A405-CA927CFA1D56,,20X25X1,CARRIER,,,,,,,,,,,,
2A1595EA-1935-4E9F-9840-D43E0E8AC4BE,,WJ85X181,GE,,,,,,,,,,,,
2A24DF30-EA85-4E53-B973-AE7DF9C70750,,5231AR2148D,HEIL,,,,,,,,,,,,
2A35C2AA-9563-41D1-AE3A-D11E992C42B6,,T111570045,CARRIER,,,,,,,,,,,,
2A39D642-D104-4483-99BD-6564462289A3,,5231A20008A,LUCKY GOLDSTAR,,,,,,,,,,,,
2A54090E-7293-495F-94D9-D6FFE7230575,,51AY680001,CARRIER,,,,,,,,,,,,
2A598867-0B34-4313-A6D9-FE8B9DEC9A77,,68-101807-03,RHEEM,,,,,,,,,,,,
2A5AF291-36AE-4C1D-BC9C-17FB3FF0A579,,1111-05710-001,BEAUMARK,,,,,,,,,,,,
2A713CBA-DF70-4E33-B34A-4A5114D045FA,,18X24X2,YORK UPG,,,,,,,,,,,,
2A85C0FB-ABE6-4FF9-B7D6-970F4EBBBA21,,S1-02635676002,YORK UPG,,,,,,,,,,,,
2A8ABEEC-EFBF-4198-93A2-21F6F4F45EDD,,570-053,BOSCH,,,,,,,,,,,,
2A9BC5E8-3E18-43C2-B332-C5D9F2482A11,,D67586-1,AMANA,AIR FILTER,,,,,,,,,,,
2AAF5255-6CA5-458D-A11E-026EEF977702,,76B0001N07,CARRIER,,,,,,,,,,,,
2AB2BDE8-5E4C-4042-85D8-DA20CF0162AF,,9317250009,FUJITSU,,,,,,,,,,,,
2ABEAA5A-82AD-4A73-B117-68DFA3EE811E,,FLR00063,TRANE,,,,,,,,,,,,
2ABF1C62-5F3D-4D1A-8DF3-1427D2F4E14A,,Z04F007,HEIL,,,,,,,,,,,,
2AC03053-D195-4210-8317-1CBA1E995F44,,1009746,HEIL,,,,,,,,,,,,
2AD70436-1F6A-4CB8-ADA8-96C6B9881FE5,,2008008,MCQUAY,,,,,,,,,,,,
2AE2B14C-2B7F-49D9-B819-8CFBA1E8214C,,B4734712,AMANA,AIR FILTER,,,,,,,,,,,
2AF1A193-5249-40EA-90AB-52D7EDFD0613,,68544429,CLIMATEMASTER,,,,,,,,,,,,
2B068AAA-C62E-4B59-AD65-8551A5C4F110,,23G4001,LENNOX,,,,,,,,,,,,
2B157636-421C-497D-887B-F9C19887C61A,,602859,HEIL,,,,,,,,,,,,
2B24A166-D5E0-4178-ACEB-51867552B918,,L10582,AIRTEMP,,,,,,,,,,,,
2B32C98C-8012-4AB0-BCB5-FB239D7D7209,,391120072R,THERMAL ZONE,,,,,,,,,,,,
2B41A0C6-3D75-441B-8572-44CE7D9D0F3F,,KAACF0501LRG,CARRIER,,,,,,,,,,,,
2B5343AA-D4A4-484A-A81B-62D02750F2E3,,53SRC020438X02,CARRIER,,,,,,,,,,,,
2B6F2224-F8DB-4E33-823D-1F0793149E35,,54-41316-02,HEIL,,,,,,,,,,,,
2B760295-5A58-47E6-95E1-2F575A1B9FBC,,8142546004400,CARRIER,,,,,,,,,,,,
2B976FDD-ED59-4FE7-943E-B91C1F16FEC9,,9375533014,FUJITSU,,,,,,,,,,,,
2B9E3966-EF67-480A-B311-66E66CD8C156,,76B0005N14,CARRIER,,,,,,,,,,,,
2BAE0D45-A867-4A1D-B1D1-F34E61FA6DC2,,WJ85X10013,GE,,,,,,,,,,,,
2BBB0100-67B9-48C3-BF61-F1E564DB9C4A,,12122000012183,CARRIER,,,,,,,,,,,,
2BBC33C1-BDAA-4DE9-8159-FEE39F4DECD3,,5230A20064B,LG,,,,,,,,,,,,
2BC592B7-9CA9-4B98-90EB-819872A051D4,,68544430,CLIMATEMASTER,,,,,,,,,,,,
2BCD013C-F073-4EC9-B280-7C40F227E9AC,,P110-0007,CARRIER,,,,,,,,,,,,
2BF1FEB2-615A-4497-91EA-9B95ADB6F929,,F825-46,RHEEM,,,,,,,,,,,,
2C0FE4A2-F975-4BB1-B365-7CA3D71D4D09,,FLR01487,AMERISTAR,,,,,,,,,,,,
2C1D5C56-CC7E-4B8E-BA25-C9CCC2BB1DD5,,16X25X1,CARRIER,,,,,,,,,,,,
2C654108-4C62-4731-AD5A-A3CBCD6114E7,,5200-30,WEATHERKING,,,,,,,,,,,,
2C6D0144-0AF1-4A80-BA6B-B6F90A568532,,3701801,GOODMAN,AIR FILTER,,,,,,,,,,,
2C97CACE-AA37-431D-A55B-3EA9573D4A75,,026-1477-011,YORK UPG,,,,,,,,,,,,
2CAEB5C1-0F95-49DC-8327-947F6F52850A,,FLR00374,TRANE,,,,,,,,,,,,
2CBB3216-6214-4B80-8BDC-D7E3D538CD9F,,1BR0332,COLEMAN,,,,,,,,,,,,
2CC11618-E313-4246-A30B-72EB2434D3BE,,842021,EMPIRE,,,,,,,,,,,,
2CD821E0-8606-4946-A549-8A6971A20AB9,,356066-602,CARRIER,,,,,,,,,,,,
2CEA754B-A760-45FD-8B45-9B58BB9B067F,,WJ85X10024,GE,,,,,,,,,,,,
2D001868-0D25-4937-B98A-AA1C9ECCE022,,42CG8N5013A,CARRIER,,,,,,,,,,,,
2D022651-8709-40D2-8773-339C82FB1B4F,,22-1127,LUX,,,,,,,,,,,,
2D1E0971-36BB-4D39-B0C3-7163E03C13B8,,102957000,MILLER,,,,,,,,,,,,
2D2A0B6E-A7D6-4E3F-AFC5-7931F920CFD3,,FLR05089,TRANE,,,,,,,,,,,,
2D3E14D5-15B1-402D-A1B1-4043B1280D35,,S1-02624139000,YORK UPG,,,,,,,,,,,,
2D5460F7-EDA0-4AA8-A621-1F24D3A43B4C,,14X22-3/4X1,CARRIER,,,,,,,,,,,,
2D5598B8-6D4B-4E0D-A69B-C78AE4EA0C04,,AF113,FIRST CO,,,,,,,,,,,,
2D582B58-C23E-4F77-9F3B-9D8A2482ADC7,,613488,HEIL,,,,,,,,,,,,
2D88D2D1-4794-4876-B310-544F53C0634D,,16448,REZNOR,,,,,,,,,,,,
2DA90E0B-DB9C-4352-9078-2BC26C6360BE,,C9445102,AMANA,AIR FILTER,,,,,,,,,,,
2DBBF969-58F5-498A-9D7B-24DF11B2CA8A,,CV6233189338,SANYO,,,,,,,,,,,,
2DBD8C60-0C1B-41C6-B3FB-B07941EBBCD9,,0161P00035,GOODMAN,AIR FILTER,,,,,,,,,,,
2DC4889F-92F5-41DE-AFA4-4AE040B3574C,,5231A20006A,LUCKY GOLDSTAR,,,,,,,,,,,,
2DCA2CAF-5A29-4F32-99B7-5B055EBE5BF8,,22-1178,LUX,,,,,,,,,,,,
2DDF536B-AF9F-4BCC-B1EE-1C324EF4C33A,,D4734705,AMANA,AIR FILTER,,,,,,,,,,,
2DE313EC-01D5-48C9-A301-9347B3FB7561,,575-053,BOSCH,,,,,,,,,,,,
2DE4D338-38C3-4C95-87BE-8CD18596532F,,S1-3500-5491,COLEMAN,,,,,,,,,,,,
2DF2E01D-EE28-4F57-9DB0-760EC76CF86F,,FLR06809,TRANE,,,,,,,,,,,,
2DFA2825-BE79-4B61-90C9-AB740988CE29,,J85953,HEIL,,,,,,,,,,,,
2DFBA67A-BF6F-4FC6-A00B-0A27AE8E148B,,41P001A05,CARRIER,,,,,,,,,,,,
2E00D498-44EE-417F-831A-7A02424CF345,,201130490113,THERMAL ZONE,,,,,,,,,,,,
2E042329-42DA-432B-9346-041DDF07DAF2,,20122601,DUCANE,,,,,,,,,,,,
2E0694B3-C499-4880-A464-02993A02D7BE,,HK60EA011,CARRIER,,,,,,,,,,,,
2E0837B2-6241-45A4-959E-2773D1E9083F,,8540230823800,SANYO,,,,,,,,,,,,
2E18046B-65A9-4FB5-8BA8-E7B83FB64042,,FLR00786,TRANE,,,,,,,,,,,,
2E4AE5D0-8D63-4C0B-A699-F7B4F53243B9,,54-17531-25,WEATHERKING,,,,,,,,,,,,
2E509691-C3D0-41E1-8759-FB48080B33FB,,1121-20480-013,JCPENNEY,,,,,,,,,,,,
2E544A9A-74B2-4B6E-B834-2CC867097076,,KH01FU456,CARRIER,,,,,,,,,,,,
2E5F6677-EDDA-4CE6-9F8F-FD3ED47137CB,,101609,AMANA,,,,,,,,,,,,
2E6A7D1F-4B59-4772-BBFD-A6284A79BD14,,S1-02638079023,YORK UPG,,,,,,,,,,,,
2E8F4736-C788-4B9C-B018-E9C61CF22901,,LB-5896,LENNOX,,,,,,,,,,,,
2EAC46CB-FC2D-44B8-B400-364D024E22C3,,KH03DW180,CARRIER,,,,,,,,,,,,
2EBDBA64-D435-4EAF-BC34-3CAFF39E1897,,111220901,SAMSUNG,,,,,,,,,,,,
2EBE0890-3CC6-4D3C-9AFB-A9EDC68356F0,,51ZM500204,CARRIER,,,,,,,,,,,,
2EDAEEF2-C0DF-4B9D-B47D-49C2CBFA03F4,,101756R,CARRIER,,,,,,,,,,,,
2EF1A818-63D9-47D8-809E-0B8B06FC80EC,,01234,CARRIER,,,,,,,,,,,,
2EF3EC9B-F1C5-4485-9757-BDCFDFD86A81,,030-A-081,KOLDWAVE,,,,,,,,,,,,
2EF442C1-8BAE-421E-962F-09982331A554,,T2W416100,MITSUBISHI,,,,,,,,,,,,
2F0C82F3-C9EE-4ABC-ABB4-C925C6E886EC,,C4855608,AMANA,AIR FILTER,,,,,,,,,,,
2F0FC6C9-0C00-4C04-BBC7-F03765A0CB91,,1160463,HEIL,,,,,,,,,,,,
2F139466-20AE-42C1-B869-B07BD385DE84,,P-3-32,LENNOX,,,,,,,,,,,,
2F1C26CB-02AA-4BAF-BEBE-DDD217130040,,20122605,DUCANE,,,,,,,,,,,,
2F239790-006A-4B36-806F-7EA65ED70779,,KH01AU026,CARRIER,,,,,,,,,,,,
2F33776A-3E39-485C-A1C4-D5083E1DEBB8,,22-1144,LUX,AIR FILTER,,,,,,,,,,,
2F3B0E3E-13EE-4BAF-9C1A-3BA7C051AB23,,51302908500,HEIL,,,,,,,,,,,,
2F587976-5469-4243-85CA-239C93284688,,GAPBBCAR2025-A05,BRYANT,,,,,,,,,,,,
2F6816DB-9DBD-4502-BA67-D13510683A7C,,2373835,HEIL,,,,,,,,,,,,
2F69BD26-782C-474B-9654-41EA308AB5E2,,KH01AU027,CARRIER,,,,,,,,,,,,
2F72DB9E-F883-4686-8F70-6668B45B384A,,24E04,LENNOX,,,,,,,,,,,,
2F7C70DB-D9F4-478B-BD0A-B24D4058CA7A,,5303305842,FRIGIDAIRE,,,,,,,,,,,,
2F7CE087-D7B0-4DD4-9308-FF83440CED17,,93G92,ALLIED,,,,,,,,,,,,
2F9BDF55-89AA-4371-A5D2-76F5FF9C402F,,54-19655-21,WEATHERKING,,,,,,,,,,,,
2FC1F457-AE91-434E-B261-39A3D61CBD3C,,54-19655-08,RHEEM,,,,,,,,,,,,
2FCA8ADD-CE91-479D-AB8E-126120114567,,S1-7724-3091,COLEMAN,,,,,,,,,,,,
2FEDFE4E-A92B-49B9-AD24-44FE59A8B610,,S1-02621438000,YORK UPG,,,,,,,,,,,,
2FF10918-48B8-47C4-94FE-F60D3DC192B2,,9460-0152,CARRIER,,,,,,,,,,,,
2FF988AC-52DE-4917-A9EA-FE2C5F313951,,16X16X1,CARRIER,,,,,,,,,,,,
2YLABU6UAJVSB4RXCWZ13UJGUXE7CWPKFJ3V,,5303285479,FRIGIDAIRE,,,,,,,,,,,,
301224BE-9012-4255-9DD4-BF8439A721C8,,50BQ680064,CARRIER,,,,,,,,,,,,
30230522-0B01-402E-A562-E232352793EA,,54-22699-01,RHEEM,,,,,,,,,,,,
302B8847-30BA-43E8-8AC4-4A4E011A02BC,,68-101807-04,WEATHERKING,,,,,,,,,,,,
302D602C-D098-443A-BC62-BD129B38ADDA,,2008005,MCQUAY,,,,,,,,,,,,
3035BC31-2738-41B1-8689-3480B650A50C,,KH01AA581,BRYANT,,,,,,,,,,,,
3043BD3F-B225-45EC-A773-12152A964434,,KAACF0401MED,CARRIER,,,,,,,,,,,,
306777EB-0145-4160-AB58-DDDBB801E32E,,FIL2001,LOCHINVAR,,,,,,,,,,,,
3079C1C3-BC37-4188-9411-FFDFD103F53A,,27.75X16.62X1,CARRIER,,,,,,,,,,,,
30834300-AE43-49A2-AD29-C65763935B56,,76B0001N26,CARRIER,,,,,,,,,,,,
30D9991E-47E0-4BBB-9369-026407B3C7BE,,C4247301,AMANA,AIR FILTER,,,,,,,,,,,
30DE7F3E-E06A-4604-B43F-AA0EC256941E,,B30507,HEIL,,,,,,,,,,,,
30E043E5-9777-4957-AD9B-22B6650DEC71,,S1-02647791000,YORK UPG,,,,,,,,,,,,
30E7219D-50EC-464D-B712-92461D14895B,,KH01AA302,CARRIER,,,,,,,,,,,,
30EF42E9-9F19-42E9-9B85-7674C7BB34A4,,22-7/8X27-3/4X1,CARRIER,,,,,,,,,,,,
30F064DE-1EB9-4660-A00C-F56694654E78,,030-A-036,KOLDWAVE,,,,,,,,,,,,
30F797C6-2A3E-457A-80A5-2CD45FEFAF46,,76B0001N09,COMFORT,,,,,,,,,,,,
310243A9-867E-41DD-AC14-3451848A58B4,,9323340008,FUJITSU,,,,,,,,,,,,
31124A7F-82E9-4736-B6A2-B4C724566A40,,8733907893,BOSCH,,,,,,,,,,,,
3120FE51-CBEF-43E1-974D-DDD95C78F7D4,,4,,,,,,,,,,,,,
312DCA1C-5CFD-4433-9E80-F310350C87EC,,54-22697-03,WEATHERKING,,,,,,,,,,,,
315FD3CE-3951-4F69-93E5-28598E91A9D9,,17W051501,MITSUBISHI,,,,,,,,,,,,
316A51D5-23DC-4D97-9153-EB725B505291,,2373825,ARCOAIRE,,,,,,,,,,,,
316BAE18-E12A-45D4-9604-1593E2341C8D,,S1-1214-2511,COLEMAN,,,,,,,,,,,,
316F18CE-E759-4992-83C8-F3FDC39F5D3A,,FLR03402,TRANE,,,,,,,,,,,,
3174C750-5F99-4FA4-B559-A81F68CF466C,,54-19688-01,RHEEM,,,,,,,,,,,,
317B7D43-148C-457E-9710-0A702DF72840,,R01A29500,MITSUBISHI,,,,,,,,,,,,
318464A9-3C7F-4120-AF39-B8882D07568E,,8110566,CARRIER,,,,,,,,,,,,
31A8C2A4-5E28-4F89-B5E8-BEB1A0A72761,,54-41316-03,RHEEM,,,,,,,,,,,,
31A960C7-CAB7-4DFD-92B9-208C2C0B8F15,,B1369608,GOODMAN,AIR FILTER,,,,,,,,,,,
31A9B082-588D-4349-BB36-84CBBF181E24,,54-17531-20,RHEEM,,,,,,,,,,,,
31B0E985-9205-4C60-B65B-31A588806B3A,,E02916100,MITSUBISHI,,,,,,,,,,,,
31BBB696-E137-4ED7-856C-BA5CB8FD661C,,987602,DAIKIN,,,,,,,,,,,,
31CE54C8-4146-458C-8113-456BBBE64C3D,,AA211,YORK UPG,,,,,,,,,,,,
31D992BE-82CE-4D4F-9799-4CA060007B78,,76B0001N13,CARRIER,,,,,,,,,,,,
31ED6EB4-280E-4D92-B5DF-0437C84B1670,,FLR00558,TRANE,,,,,,,,,,,,
31F9FF97-7585-4780-ADE3-D2996CA726FD,,07212121,GREE,,,,,,,,,,,,
32031EE5-FFCD-438B-A354-A1EB9AFFD56D,,P-8-7622,LENNOX,,,,,,,,,,,,
320E2F97-C14D-4DEF-B3B0-038A6F5D3A52,,50HJ540610,CARRIER,,,,,,,,,,,,
32199489-DBF1-4A6D-AD68-B9B648125914,,LH03ML100,CARRIER,,,,,,,,,,,,
3231F41C-B767-43B9-A9AD-CE9149C254A6,,8733920330,BOSCH,,,,,,,,,,,,
32379F2C-9881-41F7-AA06-9643DA833225,,201125490636,SEA BREEZE,,,,,,,,,,,,
3245FB7F-190D-4E76-99B5-5745733CD095,,13810010,CARRIER,,,,,,,,,,,,
3246D958-8637-4E0D-8E6A-4DECAAA17D7C,,WJ85X10030,GE,,,,,,,,,,,,
325CF236-32CC-4F70-945F-36EEA171F829,,WJ85X10033,GE,,,,,,,,,,,,
32708C07-7A7F-437F-BD14-2319C15E0366,,S1-02620293000,YORK UPG,,,,,,,,,,,,
3284E980-024D-4D1F-9038-C0A63AAC8515,,8733927484,BOSCH,,,,,,,,,,,,
328AD930-CA56-4278-A437-DA48F81210D8,,316510-302,CARRIER,,,,,,,,,,,,
32A2C656-B898-46D5-A94D-7162EA9AB77F,,67400167,FRIEDRICH,,,,,,,,,,,,
32A7014B-2165-4EA9-ACB6-6B605128E7FC,,54-41316-01,RHEEM,,,,,,,,,,,,
32B07517-1523-43BB-904D-D28B2E99DCB6,,1175440,HEIL,,,,,,,,,,,,
32B3B342-B1D7-4BA2-84AF-E41832BDC379,,76B0010N01,CARRIER,,,,,,,,,,,,
32E85FC3-836E-4F5A-94AE-7A715E039BAA,,LB-80295BD,LENNOX,,,,,,,,,,,,
331AFD4B-172C-489A-9717-906C7228282D,,7003-019,BARD,,,,,,,,,,,,
33301D00-B5B2-4DFF-86B2-156EA962D439,,FLR00745,TRANE,,,,,,,,,,,,
3347E6D5-3E4F-4066-8D06-45E205730B65,,1121-20480-011,HAMPTON,,,,,,,,,,,,
33866388-378F-4557-A4A8-FE0B13FBCC7F,,B110414-G1,PERFECTION INDUSTRIES,,,,,,,,,,,,
33A056E2-2C51-4D71-9434-B7AD43F5AC2C,,1380242,DAIKIN,,,,,,,,,,,,
33A1598A-90FA-414F-80A8-EA8681E9D5BA,,44A30,LENNOX,,,,,,,,,,,,
33B9D68A-71DF-4528-AFC8-65444F8B20E5,,11122002,COMFORTSTAR,,,,,,,,,,,,
33E3EDF8-0B20-4782-B42F-EB8A0714D77A,,06131B052,ARMSTRONG,,,,,,,,,,,,
33F354FA-17CE-4E3D-8768-4B8FDB5AE65D,,24X25X1,YORK UPG,,,,,,,,,,,,
340308AC-C329-4A2C-A713-00E244F07DB1,,54-17531-15,HEIL,,,,,,,,,,,,
3420CD30-A800-4503-A9E2-AFCE04570757,,C4855602,AMANA,AIR FILTER,,,,,,,,,,,
342DCA17-48C5-48E1-A8B4-77D16DB1AF82,,S1-7724-3061,COLEMAN,,,,,,,,,,,,
34447E21-40BB-47D7-8CD2-667829CEB9B9,,5230AR1327A,LUCKY GOLDSTAR,,,,,,,,,,,,
3455D6C9-9285-4988-AA54-8C023593A512,,61620300,FRIEDRICH,,,,,,,,,,,,
34615AAE-AD0A-45E7-B35F-A83731CF2177,,03161B025,ARMSTRONG,,,,,,,,,,,,
34760BEB-97E6-43F9-B317-4C18E4F90BC0,,20X58X1,LENNOX,,,,,,,,,,,,
3499AE7C-0DAA-4B6D-A0C4-B1F7AF4059E0,,89900803,BOHN,,,,,,,,,,,,
34A961F9-2645-42E2-B669-D80F4D7FD97E,,20265,NUTONE,,,,,,,,,,,,
34A9D2E5-A876-4DA6-A125-9B6D69600BC4,,S1-4032300,COLEMAN,,,,,,,,,,,,
34BA0B84-592A-4186-AC9D-7E93B5D76DE2,,5304436552,FRIGIDAIRE,,,,,,,,,,,,
34F4082A-FFD6-48A6-8A4B-F0DC39875371,,52CQ501844,CARRIER,,,,,,,,,,,,
34F58421-8E10-4641-B776-647047C90E42,,KA01AA075,CARRIER,,,,,,,,,,,,
34F81744-C18F-4817-A8AE-78F83858B7BF,,5231A20027A,SEARS,,,,,,,,,,,,
350B6C50-C522-4D83-BE46-0168DFED840E,,FLR03386,TRANE,,,,,,,,,,,,
3526C6BF-0C53-4DCF-835A-5D531A0BD340,,7002-59,WEATHERKING,,,,,,,,,,,,
35410FB6-E6D4-4CFD-922D-C404184BC53A,,7004-028,BARD,,,,,,,,,,,,
35412953-197C-4840-8289-047A8E6C089E,,FLR00515,TRANE,,,,,,,,,,,,
35532E9E-FFFD-412B-9C24-4776E7D66089,,317659-402,CARRIER,,,,,,,,,,,,
355F446D-4E96-4C10-9C70-E59E716163BB,,FP1078,AMANA,AIR FILTER,,,,,,,,,,,
356B9B54-B640-4359-ABAA-52FC08F11526,,62400210,FRIEDRICH,,,,,,,,,,,,
35816FE8-9904-4671-833D-6A8FF77404E5,,325531-405,CARRIER,,,,,,,,,,,,
35A39BDB-ED82-4903-84A4-B5C6EE79C51E,,3701802,GOODMAN,AIR FILTER,,,,,,,,,,,
35C49AFC-11C4-4C05-903B-C5342834BFF0,,39924,BOSCH,,,,,,,,,,,,
35C7801B-EB87-4410-998D-86D700ADBD35,,484401-0681,MOVINCOOL,,,,,,,,,,,,
35CB5761-1221-46EF-9C84-3BEB4431B0B6,,38543B009,ARMSTRONG,,,,,,,,,,,,
35D70C0F-F987-4312-BE45-ED8B85B34306,,FLR06807,TRANE,,,,,,,,,,,,
35D7FB5A-5720-4AC7-9A75-216B0252A2DC,,FLR00214,TRANE,,,,,,,,,,,,
35E32432-3370-4605-A1E7-E6ED72A96904,,LB-44652C,LENNOX,,,,,,,,,,,,
35E7E398-5516-42FB-9B93-3B22CED17E96,,S1-07320962000,YORK UPG,,,,,,,,,,,,
35F10083-424F-499B-B665-EE9EA73EC84B,,D69750-1,AMANA,AIR FILTER,,,,,,,,,,,
35F5DF1E-6A7F-45F3-85F7-0C7CA978A164,,5231A20032F,LG,,,,,,,,,,,,
35F72B22-568E-4D91-81AB-0F93CD17D1A1,,P-8-10780,LENNOX,,,,,,,,,,,,
36366C0A-54A9-461D-A8D1-4AF90A79B00D,,AF17261,FIRST CO,,,,,,,,,,,,
36382D1D-4747-474F-996C-B1EEDFCFA814,,WJ85X10022,GE,,,,,,,,,,,,
365851B1-B8E6-4FBA-9CC9-28BAE1126DE3,,06131B038,ARMSTRONG,,,,,,,,,,,,
36676302-46E2-403C-B530-35A48ADD9B30,,73GC402031,CARRIER,,,,,,,,,,,,
3685E975-1A18-4CC1-B8D1-95E329F00DDA,,1121-20480-012,JCPENNEY,,,,,,,,,,,,
36870C4E-879A-452D-A115-45CE0693216E,,7002-5517,WEATHERKING,,,,,,,,,,,,
369E8264-5136-4E7F-9493-CFEA85FB4325,,030-A-075,KOLDWAVE,,,,,,,,,,,,
36CF5FDD-FCE8-4C79-BC3F-8A02E0D5D8CD,,FLR01441,TRANE,,,,,,,,,,,,
36D28DE5-F5B8-488B-A951-3CFF636E036C,,54-17531-10,MCQUAY,,,,,,,,,,,,
36F62479-0AC1-4CA7-955F-187A941211BF,,FLR00527,TRANE,,,,,,,,,,,,
36F7CBD7-4CF2-45E9-AFDB-FDF3FDC1D789,,FLR00542,TRANE,,,,,,,,,,,,
370FD98B-58CE-4E7B-8462-3A81D80778E9,,KH03DW161,CARRIER,,,,,,,,,,,,
3734E8CB-4A5D-4207-B5B7-DFC915B61452,,5303014139,SEARS,,,,,,,,,,,,
373A9B97-968D-4E60-88F1-5EDD61084BED,,D019164X01,CARRIER,,,,,,,,,,,,
37447172-5980-4D7E-87BE-2580B39F378A,,5231AR1152A,LUCKY GOLDSTAR,,,,,,,,,,,,
376E2AE8-8968-458B-8F42-ED305A67D4DE,,46F0176GNP,CARRIER,,,,,,,,,,,,
379886DD-BC13-4CBF-A712-301D5885C50E,,12100204000704,CARRIER,,,,,,,,,,,,
379CB9A0-D143-4892-96D2-28FE2E8DECD5,,S1-02635676001,YORK UPG,,,,,,,,,,,,
