part_id,show,part_number,part_brand,subcategory,part_image,application,gas_type,voltage,terminal_TYPE,mounting,tip_style,ceramic_block,pilot_btu,orifice_diameter,pilot_tube_length,lead_length,sensor_type,steady_current,temp_rating,time_to_temp,amperage,cold_resistance,max_current,compression_fitting_diameter,probe_length,rod_angle,length,height,width,ingress_protection,certifications,nema_rating
1E485C39-4B12-4045-904B-27529D0CE573,,097259-01,DESA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1E488AB4-EA66-4076-9C52-63BA0A2F48A8,,5651-5522,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1E6D0CB3-D950-4994-9FB1-B66B90ABB439,,146-62-093,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1E831751-C833-4124-B504-E14303902839,,5218309U,BECKETT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1E90427C-293E-4EE8-B663-1EB1927A6FDF,,8554-009,BARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ECE31DF-D483-4D0C-98CD-276C62696C81,,910-3512,LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1F149182-421D-4BF0-8A92-D851EB48A6E6,,IGN00040,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1F41C397-D0DF-4C46-9BF5-C2E7FE0A2725,,6096-5639,WEATHERKING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1F66CA74-B18F-4035-AF7C-5BD705E8050E,,PIT00016,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1F78B9A9-2C8F-48BD-8EE1-D18328E0B8D2,,6310056,NORDYNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1FE6292B-B340-4FC7-A12D-C259EE11038F,,767A-361,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1FF2327C-9CEF-4244-B0F2-4792041E53D3,,62-24305-02,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1O13ESDN3FY0V327PFUU43D38EBYL00SQ3WZ,,903758,NORDYNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1O69GYD85QJ00U0TEKW3XQV14D81T1R2BUIR,,305667000,MILLER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20A4A4D7-6842-43CD-8D4D-5F65804116CE,,732054,EMPIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20C10EDE-A6E3-4A05-82BE-B2C7667890DB,,230776,SUBURBAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20E8E96A-9C05-4AA8-B94A-1E2596963F0A,,B1811998,DUCANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20F283CA-0EDF-432F-8CD0-4937CD6378C7,,45-42136-01,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21089298-9F52-4852-8412-B9ECD59B5417,,AE-90177-01,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210F7D9C-AF18-4CE1-B9FE-9BF5FFC90361,,PLT1017,LOCHINVAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21361F15-A7FC-40DF-8C49-45BC19110C44,,B1336101,AMANA,HOT SURFACE IGNIGHTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2143A1D9-E883-4C91-9AE7-676AC2B06D26,,45-42136-02,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21650E4E-7C82-4BDB-834A-CE04B036CE4A,,P323220,WILLIAMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167CE2B-B2AB-4C31-A70D-004D2860ED18,,D9613824,AMANA,DIRECT SPARK IGNIGHTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219D03FC-AA75-4DCA-AC5B-287AF06C57AB,,1380654,COMFORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21BA6962-0E38-410A-97FC-2EF433376F7E,,WW37X27,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2230A8B0-E667-42C0-AF26-84527E27F7CD,,P-8-11024,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22565FCB-178A-453B-B091-4EB8000667D0,,WG35X146,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2263F49D-64B9-49B7-B420-B168BBF03712,,IGN00026,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226EA102-BD2A-49A8-AFB9-8774CF84A634,,21-2038,LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2287F369-7C0B-469A-B210-EF5412B70642,,S1-02526361000,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22FC1334-8DDF-4F64-B695-26DC409B5C1D,,42495-001,ARMSTRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23368360-5E2B-4D29-B2DF-F5607CAB4F1B,,RC-223-55,RINNAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238C656D-7189-4891-82B5-376C62664A17,,S1-02530372000,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23920095-DD7B-4880-8CFC-477EF7BC491D,,WW37X16,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23C6D604-DBAD-4CF6-B0F1-9D93437FB3AF,,91262,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23D84419-28DD-44C3-9D39-2F70A200EC12,,S1-02637418000,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23F9C86F-A332-41F2-9A64-1E252ED57F10,,48DJ500422,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24117F41-CD46-4615-B255-93E8880006CD,,M-7585,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242ABB05-9BB0-4D5D-8BE6-80F4224D2A5F,,P671-1201,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243C860C-0FAB-458C-8CA8-ED68E853413A,,WW37X10,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466532D-EA1A-4820-B995-EAE289E063E2,,3H32137C7,MODINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24667DE4-4A42-498E-8211-DDAA64DA1BAE,,93761,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24B18A02-C4E1-4DA1-9333-B603D73E7663,,PLT2902,LOCHINVAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24DBF2ED-F04C-47C0-9972-98051180CC71,,S1-02630268000,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24E10CD0-9BB7-42C8-BF95-0F0F8C7B20CA,,101050-001,WAYNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500B6F6-3FA0-47C2-8E57-35166AA8D2A3,,R0198077,AMANA,STANDING PILOT IGNIGHTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251122CE-6D90-46C8-8C59-F9BFADCBACA1,,3H32608C9,MODINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252000B0-0624-44FC-A0F5-0F7D2CDFE473,,S1-02523047000,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549B88F-CA6F-442B-B301-447F764185E9,,LH33CZ010,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256313FE-A6AE-46B3-A59C-6162F31C241C,,PLT2901,LOCHINVAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2563E8A2-259E-4F03-A82B-DAFFAD6C320A,,6094-5627,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25704999-D078-4060-87FB-BD2255E967E8,,48DP500623,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25CA2F09-F74D-4665-947A-4730D77FA4AD,,8733951210,BOSCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26205535-6802-4EDC-9894-B72135A4D3D9,,59-40650-01,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2657757A-9433-4E96-BC6D-F54D376A8AAC,,60J67,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2689339B-4D93-4FC9-88E7-E4EC8191B559,,ELC00012,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269722ED-71A5-4EDA-9DC3-138D380D1F73,,510-811-640,WEIL-MCLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26B3D28A-0DD7-4B38-AFED-F0A54536EF5F,,PIT00070,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26BB4ADE-850F-4A76-80BC-63335CD4F7E0,,1380680,COMFORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26F14E96-3842-494A-A1A6-B89752B59222,,56C18,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726389D-B87D-4445-8ECD-885BAC4F514F,,1096047,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272EF38A-D9E7-4139-A47B-16CFA9114D66,,62-21425-01,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742B1E4-6825-4CEC-AE12-8F07A284B716,,613825,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27841409-8FCB-4173-8DB1-B81935A886FA,,58BA660012,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27B749D8-E4D0-4E0D-9CCF-AB94132CCFEA,,WW37X14,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27C04A48-B592-4EFE-B608-654B034CE243,,LH35XZ003,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27C7F667-1847-4D29-A833-4879D6845516,,48VL400002,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27EAC2CE-DA1A-42D6-AB2A-506522FD472A,,B1401010,GOODMAN,STANDING PILOT IGNIGHTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27EE476D-C25A-419A-BE15-4CDDB97CEB92,,LB-112237B,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2842AAF7-8830-4548-A0C5-1045FCF1BE66,,207142,ARCOAIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284B68B4-D9F1-48EB-BA17-5723C119A9E8,,1004618,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28B7B230-A305-4D9C-A83A-D4B373D6971C,,230811,SUBURBAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28FEB814-E83C-447A-A0B0-4C3A1F3AF0E5,,1175974,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290EB4AD-C5B5-433A-9DA3-D59A91AAA587,,LH31AM001,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2943BD58-67FC-45A2-8018-F1F80006ABAC,,P-8-9885,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29AF3276-EAB9-41BB-883A-E1DC4D207FFE,,110803-02,DESA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29EEFF96-D04A-429C-ACF6-C37F097A2DC3,,1380680,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2A331F9D-13ED-4C00-9E1D-4A2731FC34A7,,550002282,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2A4FCEE7-D9ED-4E20-95CE-6A25C74CA280,,51771U ,BECKETT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2A5BE627-2DED-4026-9A6D-1531DF954F93,,0130F00014,GOODMAN,HOT SURFACE IGNIGHTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2A8792A9-1476-4756-AD91-AB6752F0EF6F,,PLT1061,LOCHINVAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2AC13B4A-EAE6-439D-B590-6DA647DDFEDD,,R03H002,DETTSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2AE0B197-AF40-4CC0-9DEC-F399C291B8A8,,TP-50A,DETROIT RADIANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B59C609-1554-4809-A5F3-9947DB512689,,LH660001,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B5E75C3-3C55-44A1-8757-B468C4C28BF0,,45059,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2BC808CE-46B5-47A6-80B8-8463A3AC34CE,,350012-273,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2BD33B5A-9B79-415A-9B2F-313E2167407C,,87013022490,BOSCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2BE2AB96-77F9-4269-8B5D-7F35FA928208,,20261709S,GOODMAN,HOT SURFACE IGNIGHTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2C044B50-2642-423A-BA45-2FEC9D76FC02,,9022-047,BARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2C08C660-33D5-4D69-92BE-5C39D239A60E,,21-1264,LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2C0B1162-E3A4-49DC-80AA-2AE594D4920E,,3H32137C6,MODINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2C3DD8BE-391C-47A7-BF1F-219769C1F3B1,,93762,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2C4A568E-6D38-446D-A691-A6FF810E0160,,1173828,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2CB9A044-6095-4486-8F3C-97D9B9600ADF,,8299-G1,SEARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2CD9851C-CBB2-423B-AA6E-4EB1E30009B9,,S1-02639217000,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2CFFFA92-E76A-48BF-994B-0FBDC66463FF,,110803-03,DESA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2D036770-82AE-4EF2-81FC-6FBBCDE1EBB8,,R854,EMPIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2D490A35-72DD-433E-8FFD-C48DB3B179A0,,910-4000,LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2D5B46FD-686F-4D73-A178-A810EA3CDBFD,,48MA409414,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2DD66789-A938-4949-B9DD-D913C31B11B9,,B40586-02,DETTSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2DD964B3-8C84-4429-A30C-A26FFB27BDA4,,P771-1040,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2DD9E51F-9372-4290-9DC3-88F09E6310B8,,IGN00104,AMERICAN STANDARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2DF491B3-C642-4B9D-904A-44CAD9E7D0C1,,S1-36374415000,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2DULTQE2MK9EI7H8ABO11T05DDGIG7I0HWKW,,43203-001,ARMSTRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2E2CB2F2-86A1-493C-878C-EA4525D3F8D9,,M-7483,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2EA06EC8-FFC5-474C-96CE-2ECC141B27EC,,3H32135C5,MODINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2EA6BA89-2711-46D1-B427-12DDCC1CF7D2,,62-24141-02,RUUD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2F0E7823-8655-427E-AB0C-81AA0FAD13C2,,ELC00003,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2F35E4A3-4447-4A80-9627-9E631D37B56C,,50HJ401430,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2F5AED3D-E72C-48B6-AA3A-4C89465A453B,,D9918202A,GOODMAN,HOT SURFACE IGNIGHTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2F5BD3FE-5157-4344-9DBD-2DCAE4B87DEE,,10735002,AMANA,HOT SURFACE IGNIGHTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2F6A3625-FDC9-48BD-91D9-7E376CAFE09B,,36447B002,ARMSTRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2F91FDA4-44DD-4BA5-874D-E7FCB308EC30,,110253-G3,PERFECTION INDUSTRIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2FAD84B7-4BD8-4730-8D8C-6DC8A3CA093B,,873-34,INDUSTRIAL COMBUSTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2FBD1A63-3F35-459E-B4A0-9FE005BF6700,,1009980,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2FE613CF-83FE-45A2-AFC4-63EE89C43746,,613822,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2FEBBB09-99D0-4F26-A828-8754D696A917,,B1401013,GOODMAN,DIRECT SPARK IGNIGHTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2UQ3WB9ZT5R8U70U4TDB9UJCNZDRQZ3SWNZ5,,6604410,NORDYNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30106C8D-4AEE-49A4-8D25-8C4F49CC2170,,56020D2,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30746628-B2E0-4336-844A-9132EBAF3B92,,2103-11,HEAT & GLO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3076A6C2-DC13-4FB9-A672-0634431BC04A,,921000-0700,GORDON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311FDB5F-D8D4-49F8-A7F0-6C16360D9E20,,9022-033,BARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3177FA8C-5D6E-4EDA-8529-3D729843F59B,,62-21488-01,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3179369E-17D0-4BCA-A93C-54DB0FA51552,,TP-1250,DETROIT RADIANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3182870F-1900-4EC8-9861-B0702908011D,,3B58211,TEMCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31876C93-BAFF-4CE8-9B95-9ADEA05555F9,,M-7513,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31DBFA3E-EA99-40E6-AB4B-D36F4D53FEF2,,59-19206-80,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31F56A64-5483-48AE-A119-32125DBABC3F,,610486,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32181C7C-1900-4EF9-ABD1-13437BAB81AD,,438-00-013,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325A5B8B-08EE-49A3-8BE9-1498DB3421D4,,S1-2566H3151,COLEMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325E8E67-DFCF-419E-9933-4812619873A4,,7474U,BECKETT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32B5469C-329D-4525-B8BF-BE4183AE108C,,5218303U,BECKETT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33552095-E0EB-4A32-AEA6-6EA1693437EF,,873-505,INDUSTRIAL COMBUSTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3369CA3F-5C73-46E0-9128-40C415FF64B9,,103594-03,DESA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33AF2B26-A91F-4344-A2BD-E3E6E0B1444D,,59-24065-03,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33EF1FA5-43D9-4368-B5A0-BDB943CC7823,,A9030701,AMANA,HOT SURFACE IGNIGHTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34039A80-6309-4C82-AC86-45C18E2BFF2F,,AE-61715-03,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3415E843-9E4F-440A-A4DE-35B4DAA5AC95,,62-20963-01,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34185717-90D0-4B17-9BF7-5E9068ECA76E,,IGN00032,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3468F725-13FF-4AF9-8DCB-C1DA1F34F9BD,,LH31GF038,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34CD1688-6115-47E6-A9DD-C94FEB3EBF90,,11112302,GOODMAN,STANDING PILOT IGNIGHTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34CFED4C-A2BF-4EF0-A570-82C0DBB33030,,S1-02919057000,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34FE8D7C-C8D5-4506-B6BE-AB1E3E445A20,,1680092,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355253B5-7C6D-4CF4-83AC-BC5FBE3920D2,,WG35X120,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355267E1-DDEE-4930-8EC6-FFF6C1324EE8,,910-3551,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359806E5-293E-4F9E-8F1B-045C98CC0186,,73K38,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35B42914-97A9-4DF7-952F-C8549918A6BC,,B1810382,DUCANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362A0A52-4A3A-4256-B71E-CF7C4AD86425,,LH680004,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3673B791-0512-444A-9831-7F73929564B9,,S1-02426098000,YORK UPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36C07BDA-0426-4E6E-AD50-DDB03CAF069E,,1B64217,TEMCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36D0C054-350E-4697-AE22-33146BBF26CB,,P322680,WILLIAMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3708D132-9840-4E33-AD35-094B6A2FD330,,C97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375A5CC2-D195-48D6-99DD-F9032A881258,,195-0006,GLOW CORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37717081-5459-4913-9A42-C5E0131718AC,,B140109S,GOODMAN,HOT SURFACE IGNIGHTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3787A341-8244-482A-A986-7B1E9738C179,,1665319,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3787DBD9-6842-4B9A-8BD3-763ACDC5F071,,62-21609-01,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37C10B37-992D-4E74-A8F0-8C777D11965D,,1149728,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37C57DC1-C2BD-4158-9087-5F868BF7346F,,R0198554,AMANA,STANDING PILOT IGNIGHTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37C6B580-51CD-44E6-A701-55375F0FEC3C,,PLT3400,LOCHINVAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37CEAD8A-3215-4B92-AD27-DA5B7BB5598E,,1400643,ARCOAIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38136C51-7A61-49F0-AB85-9239281DD51D,,R6126,EMPIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38A5B109-EE62-45C4-8314-4BC0F669DB4A,,HF93LJ001,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38E48C56-172A-4606-8088-983FE72DE627,,PIT00038,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38EECCD9-9E44-46FE-9ABE-C9DFBBEC9EAD,,605866,HEIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3903333F-4635-4BF5-A97B-5029069982A8,,146-62-095,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395DE567-3305-4519-9712-E3786F0B45EB,,511-330-080,WEIL-MCLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39616AAC-FAD6-484D-993D-826A3FAD26D4,,LH33EW058,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398F6BFB-5675-4DDA-AC14-7FD340931666,,J38R03421-002,BEACON MORRIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39F3FF37-AB16-45D2-A3A6-9138F162F403,,099440-03,DESA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39F7D767-6EBF-42F4-9276-BBED45E14F8E,,PIT00104,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3A25FD20-6F43-4CC2-8697-D85AFBA99F57,,IGN00042,TRANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3A322A15-3708-4D01-A50F-44C155E7D213,,120048,REZNOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3A3BEFC8-138C-4987-A7CD-AC32454F538D,,62-24203-02,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3A4A5ECD-D40E-4379-9CF2-272FE77A9297,,91462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3A54B14B-1A16-4A3D-BCD5-8574657CDCF5,,PLT2908,LOCHINVAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3A766AA0-B0CC-4F75-B957-BAE31F5C943F,,18G23,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3A78C5D7-0F01-40B2-BBB1-2B0766B22949,,65319000,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3AB3DC39-8C5B-4462-9D2C-2B42796634D0,,7601-6002,RHEEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3AD520D3-189B-469A-AE0A-6964E81862EB,,C263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3AE7676B-B1EE-464C-A2E0-DBF2A71EB6FC,,37D0018,MAJESTIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3B2DC4E7-6CBB-4C65-8958-511FF61812BD,,PLT3025,LOCHINVAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3B300D66-CEC3-4A29-8DAE-C49A5612DCC1,,PLT2303,LOCHINVAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3BB50307-F81A-4C02-8707-CDA05071F3B3,,13-6102,LENNOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3BC6A53F-617E-4C33-B382-CA855EC35A96,,J28R2722,STERLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3BDC59F7-D96F-491F-A3BB-AF470589E3F3,,S1-1474-0521,COLEMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3C0795D7-7C27-47BE-B2C2-A52D1811D39C,,50HJ401430,BRYANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3C2B20A5-BB6C-4422-9D1A-0E721FA4A29C,,58SE302405701,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3C426388-A370-4333-9936-11C9616A7F2E,,031059-13,DESA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3C47ADCD-8968-4A6A-A9E9-998D544678D4,,910-3522,LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3C59A971-AE98-4D14-8196-C42F3DFF5231,,PS-3155,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3CA71B3B-6892-4014-A930-F4621255F03E,,LH680006,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3CC73C5B-B179-4778-9FA1-2454E79ED81E,,PLT2906,LOCHINVAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3D66EE17-825C-4C25-AA82-B64F8C6F2A16,,660203,MILLER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3DBCF642-30AB-4499-AE53-DD3758B48F20,,146-62-098,CARRIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
