part_id,show,part_number,part_brand,subcategory,part_image,fused,ingress_protection,certifications,nema_rating
3DA9F1C7-ACA1-4BFE-8FFE-E1EBF1A90CE9,,30GT410645,CARRIER,,,,,,
3DAC8621-A1F6-4A02-9A09-52F464EE7C32,,CNT02184,TRANE,,,,,,
3DADD20F-DB59-457B-9373-560DDA223BAC,,S1-02529012001,YORK UPG,,,,,,
3DB46E38-9077-4906-84CA-131B6C12625A,,CPN00298,TRANE,,,,,,
3DB86706-1F11-4F2E-B2F6-77E9AA605B6E,,38AP401213,CARRIER,,,,,,
3DC17143-1E0D-405F-8625-0AD876D7CF8D,,30GT414518,CARRIER,,,,,,
3DC18685-3B5C-40F0-9E3C-84F739E0D19C,,00PSN500676600A,CARRIER,,,,,,
3DC3CA5B-8AEA-4F5F-BB49-8FD2A2B8911B,,9705712041,FUJITSU,,,,,,
3DC4088B-9AD4-4CCF-86B9-1B70240D0277,,WJ7X10032,GE,,,,,,
3DC6AB86-AB0A-45AC-BF35-DC7F30BF60C6,,38AE410217,BRYANT,,,,,,
3DC7CF34-6A06-4C59-B9D2-D31CDCD6EFE2,,T7WE80313,MITSUBISHI,,,,,,
3DC95830-99AE-477D-817C-32D75B10190F,,201332590009,CARRIER,,,,,,
3DC96971-ECFA-437C-90C4-E06DA3490317,,00EFN500126200A,CARRIER,,,,,,
3DC96DE2-FA4D-46B3-BB18-9BF3A38CEEB2,,1171190,HEIL,,,,,,
3DCAFAFF-E4DB-45B6-A301-9B2BA74CB0F3,,T2WJ7E424,MITSUBISHI,,,,,,
3DCE8486-019D-4A7C-8B9F-541CEC59E24A,,EBR30851801,LG,,,,,,
3DD0489B-478C-403A-A113-56015296EBED,,HK50AA003,CARRIER,,,,,,
3DD077A7-38BD-42E3-9B40-B97857C89E15,,CPN00883,TRANE,,,,,,
3DD8A718-ABA7-4CB1-BDA7-1000E0759BB0,,R02R005,HEIL,,,,,,
3DE506CB-866E-43F2-AB02-D4BBA6371228,,T7WE84315,MITSUBISHI,,,,,,
3DE99358-BD0C-4217-8008-8D332CCF2AA6,,HK61EA001,CARRIER,,,,,,
3DF20BC1-2CFF-4F8E-9CF6-7EDDC304F751,,44A37,LENNOX,,,,,,
3DFDA758-B106-4AC3-A861-229E1B1029DA,,WW40X54,TRANE,,,,,,
3E09E135-598F-4865-A9B4-1FA6201476B2,,9708824017,FUJITSU,,,,,,
3E103342-3260-4603-968F-CEEF8E1542D3,,38QB401591,CARRIER,,,,,,
3E1075BB-7EAF-4294-B9FF-7E1B5C8930B5,,9315027146,FUJITSU,,,,,,
3E10E57E-DA99-47C9-9CE1-4CAEE18FC492,,U41009280,MITSUBISHI,,,,,,
3E12EC93-DB4A-4D23-A2F7-FD69CC05D58F,,WK26X32,GE,,,,,,
3E1DF589-0B9E-4242-A95F-0AE270B11C8C,,53QN1A58020,CARRIER,,,,,,
3E1F1491-5BAA-4305-8130-32FC22FC12F7,,30GX405307,CARRIER,ECM MODULE,,,,,
3E1FD681-7AE8-49FF-B232-BD212529D004,,BRD00062,TRANE,,,,,,
3E21E1BF-D894-4427-AEB3-0FAFFE7533B3,,CPN00116,TRANE,,,,,,
3E220081-E569-4735-AE71-282D99D13344,,38AP405098,CARRIER,,,,,,
3E24472F-245C-4F1D-8A03-FE069705C921,,38AP404755,CARRIER,,,,,,
3E24846A-F827-4981-A271-BCFFE576A63F,,9709170083,FUJITSU,,,,,,
3E24C177-8B17-4B23-9A28-00FCDF50506B,,50LQ900011,CARRIER,,,,,,
3E3AF7DE-7820-425E-9A60-88842DE05C4A,,38AP403405,CARRIER,,,,,,
3E3C70A2-BBCD-4FED-BAAE-03047F4E378E,,309340601,WESTINGHOUSE,,,,,,
3E44F71C-20AE-40E7-9E7B-DDE604D55A0A,,17127000001700,CARRIER,,,,,,
3E476125-F2B4-48FF-8D27-5E0528A0460F,,62K35,LENNOX,,,,,,
3E4CEB6D-D6DA-4FAA-9FB8-76CFD050FE6F,,00PSN500528801A,CARRIER,,,,,,
3E4CF24B-81D6-47EF-90E4-180D3D4722EE,,U01A11451,MITSUBISHI,,,,,,
3E4DB776-EE06-4837-B9D1-BBA1025BC118,,47-21663-15,RHEEM,,,,,,
3E4DE4A8-A3A4-4E27-990D-D83E1AB49387,,S1-32436080223,YORK UPG,,,,,,
3E52192A-1C39-41C0-AF62-98773CAD4B3B,,HR46ZT001,CARRIER,,,,,,
3E5636E7-4F72-4EF3-AB3B-40F7EC009E8B,,38AP402458,CARRIER,,,,,,
3E5A9921-6996-405A-8B79-2CBF3EA43AF3,,48NGFLRXJ05000H,CARRIER,,,,,,
3E638AB3-D03B-4165-88B6-70730B43E150,,U01A48451,MITSUBISHI,,,,,,
3E64CAB5-8FDE-4791-ACD5-68F6D17BBB27,,38AP405108,CARRIER,,,,,,
3E668D65-EF0C-445F-8CC0-D5C1B611A737,,WW77X62,TRANE,,,,,,
3E66A11F-8EE8-4AE3-96D2-107E1D959405,,38AP404444,CARRIER,,,,,,
3E68C20E-DC5B-43EF-9353-09CCB615EEFB,,38AP401304,CARRIER,,,,,,
3E69CF99-2FCC-4E00-9010-86D3DCCFDE6C,,00EFN500179800A,CARRIER,,,,,,
3E72D8AE-BF44-4923-8BBC-70C7D65EFCAE,,30GU400452,CARRIER,,,,,,
3E746CA1-98E7-40A8-B0EB-0D95EB2A7657,,52CE480961,CARRIER,,,,,,
3E767903-1C02-4020-BA26-D7E651669967,,30GB500442E,CARRIER,,,,,,
3E77C9C6-B04C-43D7-835E-FF2B4833FB5F,,42QN6I5802,CARRIER,,,,,,
3E7DF0C6-647E-4456-97CF-1F59C3D0CF0C,,10207716,AMANA,MAIN CONTROL BOARD,,,,,
3E809B92-F686-47C2-A073-6139AA37853A,,38UE400343,CARRIER,,,,,,
3E8C4BC1-0062-4079-984D-3075DF2E6566,,00EFN500146302A,CARRIER,,,,,,
3E8D3A92-0200-4B2D-BC20-41CDE3268653,,38AP404693,CARRIER,,,,,,
3E90B587-1FA2-4E8E-95AB-C11BF3A0194A,,00EFN500048300A,CARRIER,,,,,,
3E917406-932C-4970-B699-D9FC2D0D2B49,,CNT00137,TRANE,,,,,,
3E95009F-C641-46B3-89E1-675572AFF073,,S1-32436081288,YORK UPG,,,,,,
3E962AAE-3F0B-4523-947E-49E590DF793E,,50DW402405,CARRIER,,,,,,
3E97D5CD-186A-4DF7-B27A-31883DF644F9,,11150501,AMANA,MAIN CONTROL BOARD,,,,,
3E98FB50-1ECB-475D-99E0-0362ADA99740,,6025137,DAIKIN,,,,,,
3E99F1BA-A24D-40B3-84C4-06A3B9792983,,00EFN500000678A,CARRIER,,,,,,
3E9A7471-AA8B-4264-AF0D-1DF35F05127C,,38AP401313,CARRIER,,,,,,
3E9C2AFE-B338-469A-AC7C-3A74659D1CE4,,48HG480211,CARRIER,,,,,,
3E9D4DCD-6B77-4D36-A3AB-783AE61F3CAB,,47-21663-09,HEIL,,,,,,
3E9E3D80-E9E3-4B49-9DA3-704DC36D6ECB,,38AP402285,CARRIER,,,,,,
3EA2CC76-F33C-4A98-9665-9C0E7364361C,,47-102738-82,RHEEM,,,,,,
3EA3A1F5-637B-45E8-AD56-017CBDA52BFD,,LH33ZG002,CARRIER,,,,,,
3EA5749F-4694-4797-8369-FAD78985F12A,,30GT411007,CARRIER,,,,,,
3EA687C8-70C0-4B72-B891-D512A1BE420D,,S1-02522731000,YORK UPG,,,,,,
3EA8CF44-72FC-40DE-840B-05A7DF855964,,WJ29X10009,GE,,,,,,
3EAB9445-97F2-4E0E-BCF1-A0FE01D10814,,63K24,LENNOX,,,,,,
3EAF05DD-FB0D-4021-A32F-5C5166CD6DC0,,BRD03236,TRANE,,,,,,
3EB0952B-A8F7-44C1-BBD3-C568AB61FE04,,00EFN400135308A,CARRIER,,,,,,
3EB4DBCB-45CC-4AAD-8BE6-A6941291C618,,T7WE08315,MITSUBISHI,,,,,,
3EBFC1D2-1D83-4C76-83EE-212C81DDDB2B,,48NG480715,CARRIER,,,,,,
3EC11621-3CE9-42D0-B873-A0FE969927A3,,MOD01536,TRANE,,,,,,
3EC172C3-EF53-4607-8B7E-1DAD8643274F,,47-102738-44,RHEEM,,,,,,
3ECCE021-AA1F-4117-BB9C-E8D0C23592F9,,AE-58385-26,RHEEM,,,,,,
3ECCEF74-0B5E-418D-A2CD-21E1C5B616CF,,00EFN500037711A,CARRIER,,,,,,
3ED26D48-2131-44E9-91A4-F04B52E903D7,,1062005,HEIL,,,,,,
3ED427D3-0639-4F2D-A25B-339EA465001A,,R61340280,MITSUBISHI,,,,,,
3ED4CC91-77A5-409A-9C4B-273C94BB9391,,00EFN500013301A,CARRIER,,,,,,
3ED5F69C-EB53-4245-A35E-F978AC2BFFB5,,CPN01122,TRANE,,,,,,
3ED96612-7902-47EE-BE40-39D62A071503,,072-300047-003,CHROMALOX,,,,,,
3EDACA6A-7227-43C7-A194-CD1CF3DE0FA3,,38326B001,ARMSTRONG,,,,,,
3EDDC192-CE60-4F0C-82A4-D16C331E7F34,,AS-52442-29,RHEEM,,,,,,
3EDE3E78-83EE-4427-B95E-300CE406B12D,,S1-02520712000,YORK UPG,,,,,,
3EDF7587-4BF6-4FE3-A63F-78D0DDBF7380,,KSALA0601AAA,BRYANT,,,,,,
3EE3132F-A164-4035-8AF6-8E415D8E9D5C,,38AP404499,CARRIER,,,,,,
3EE40673-25C1-4302-B10A-5FC26A56A4DF,,CNT01184,TRANE,,,,,,
3EE47075-8274-457B-854F-10C8ACDB4498,,WK28X10004,GE,,,,,,
3EE8A2F5-2F72-43B4-A5A1-87E0DF867658,,E12G59452,MITSUBISHI,,,,,,
3EEB6CE1-D9D1-47A5-A3DC-787081873FF0,,30GX403047,CARRIER,ECM MODULE,,,,,
3EEE7158-00F7-40C4-8F77-4528B885776B,,BRD01817,TRANE,,,,,,
3EF27DFF-5B69-45EA-ABF1-56F285D80479,,30GX406577,CARRIER,ECM MODULE,,,,,
3EF55D1F-8C18-4263-A0A9-E50E4D2A7479,,C8106-052-0067,BARD,,,,,,
3EFD0BF8-015B-4C95-9123-87F915412760,,CPN00051,AMERICAN STANDARD,,,,,,
3ERFKOJN2OMBRJAP6MPGQDK5K8ITCFCEHQTI,,624434,NORDYNE,,,,,,
3F018457-3432-4332-963D-33CFEA1AF858,,S1-03101098713,YORK UPG,,,,,,
3F04F60B-CFA5-4F9C-AB36-52EA9B756B76,,CPN00678,TRANE,,,,,,
3F05153E-6C0C-43B2-B8CC-CF8BD2C7DD2D,,3110063620,DAEWOO,,,,,,
3F0A2F36-2F49-4AF1-8DDD-1AB6DD42A5C4,,38AP404657,CARRIER,,,,,,
3F1025E9-A008-404D-8D5C-23765C05B58F,,CPN01640,TRANE,,,,,,
3F10A6F4-3AA1-44C3-A95D-A07AEC9AB6A0,,6592500,FRIGIDAIRE,,,,,,
3F13065E-D586-4279-941F-00C25EB73F3A,,T7WB05310,MITSUBISHI,,,,,,
3F1936CE-3DDA-4EE9-A568-BA0DF05056BC,,CPN00008,TRANE,,,,,,
3F2030E0-71B1-4A05-8B80-63DF98A4E07A,,RXRX-BV02,MCQUAY,,,,,,
3F2158FB-8DB3-4C14-9682-9D13A1181E8F,,00EFN500038115A,CARRIER,,,,,,
3F284EEA-46AD-42AE-8E48-F741088631E3,,RLY1031,LOCHINVAR,,,,,,
3F34A852-1204-4E70-901B-4285E52CE578,,1012830,HEIL,,,,,,
3F393A36-2D24-4A51-A46E-9A89E4E0E7F8,,3104301010,DAEWOO,,,,,,
3F3C26FF-AB5E-4F02-A699-15A26797C0CA,,52CQ481031,CARRIER,,,,,,
3F3E9401-7C66-4292-8219-C98818B2DD72,,904844,NORDYNE,,,,,,
3F4CE585-EF36-454A-96E2-2D57E9D816A4,,PCBKF202,GOODMAN,MAIN CONTROL BOARD,,,,,
3F508F1E-0F2A-4987-9E59-88D3B89B746C,,S1-32436080452,YORK UPG,,,,,,
3F55C0F3-7272-44BD-AB4D-B90FD207381E,,R025504000,CHANDLER,,,,,,
3F5C2726-9427-4B20-A855-CEF5B02ADE75,,43069319,TOSHIBA,,,,,,
3F5E25DA-7035-481A-8B4E-78A656E6EE5E,,E12G60452,MITSUBISHI,,,,,,
3F699BD1-C428-4648-B6EF-524DB633EA53,,0600400951,CARRIER,,,,,,
3F70E1F1-DEDB-46A1-B91A-9D994F2A145D,,CPN00856,TRANE,,,,,,
3F7138CB-A444-4863-9BBC-BDE8B66B33F9,,30GX406626,CARRIER,ECM MODULE,,,,,
3F761325-B4F5-4256-8E94-DB14232C5554,,CPN00440,TRANE,,,,,,
3F7732EA-D84D-4E2C-9F91-655AA6C9B1C6,,CPN00767,AMERICAN STANDARD,,,,,,
3F775589-4A1C-4238-9D20-C80192525A0C,,50DW411162,CARRIER,,,,,,
3F8257F9-BF46-480E-A3EA-1C8282179677,,201321790117,SEA BREEZE,,,,,,
3F82A15C-B900-4DC5-A344-80B57909693E,,1184836,HEIL,,,,,,
3F882C79-2A61-4335-B3FE-382B0308EBEF,,MOD00902,TRANE,,,,,,
3F8B3ECA-EE43-4220-9813-6AFD317B325A,,00EFN500037411A,CARRIER,,,,,,
3F8E1813-96D2-4AC4-8C7F-9416502A60E1,,607308-08,LENNOX,,,,,,
3F923326-62A6-453F-A2EC-6BDCCBA17BBE,,R61012293,MITSUBISHI,,,,,,
3F94BFC2-8ED2-4E7C-99C6-444E3A9C0D09,,50180015N001,FEDDERS,,,,,,
3F9A427A-79F0-4709-9220-4BEC7EA597A4,,52CE480351,CARRIER,,,,,,
3FA7B909-380C-4C66-B5CB-E28CB770D38E,,S1-33102977000,YORK UPG,,,,,,
3FA84737-17FD-4C61-B9FC-6E1CA9B054D8,,62-102860-01,RHEEM,,,,,,
3FB06197-1B51-4661-8B76-2BD9B2A9F283,,38AP404765,CARRIER,,,,,,
3FB1967B-0590-4D1A-A61F-ECDEB4E2FADB,,MOD01535,TRANE,,,,,,
3FB235C3-2121-435E-BEA3-AE8DB9228A86,,47-102738-159,RUUD,,,,,,
3FB2780E-FDA1-4A88-95EA-DD949D4B2871,,30GX405413,CARRIER,ECM MODULE,,,,,
3FB3CE1A-FB64-42D8-BBC8-284CF3A4B9B1,,CPN00003,TRANE,,,,,,
3FB48FC8-485B-4B53-BFD4-CA92B83ECDBD,,30GX402510,CARRIER,ECM MODULE,,,,,
3FBA6457-4E99-4254-B96F-F7214B980784,,CNT02181,TRANE,,,,,,
3FBC36A2-ACB4-467D-AF8F-1967DAF5775F,,38CU400244,CARRIER,,,,,,
3FC7468C-86C8-4E14-B153-9AC1FAE113F0,,R61280280,MITSUBISHI,,,,,,
3FCB5BB8-08F5-4108-BB0D-F9B5AA0AC6A9,,0700400038,CARRIER,,,,,,
3FCD239B-7E7C-4990-94DF-C7D18EEF603F,,30033075,GREE,,,,,,
3FCD2F13-0141-4EAB-BFC4-F4D999686C5F,,17123000A02725,CARRIER,,,,,,
3FD745E4-3923-4A51-A9DB-8EC58E7F8D5B,,62-24140-01,RHEEM,,,,,,
3FD99EDD-74D1-4488-9DAC-DB7F128CF077,,B4370870,DUCANE,,,,,,
3FDBA2F7-DC1B-4B40-A38B-470A5A2816ED,,30GX400460,CARRIER,ECM MODULE,,,,,
3FDDAFE5-261B-4213-9C42-853E1229B743,,0130M00364,GOODMAN,COMMUNICATION BOARD,,,,,
3FE3A6F9-B66E-421E-9673-64D25708C086,,CPN00613,TRANE,,,,,,
3FE5C22F-BF97-4929-9EA0-01F5B7FD5B8A,,00EFN400135305A,CARRIER,,,,,,
3FE7F800-5A85-4BBC-BD6E-56E693E559DD,,81409626,CARRIER,,,,,,
3FE9416C-6E18-4381-9CCF-46B0B17B9992,,44957-001,ARMSTRONG,,,,,,
3FF44D74-9505-47C5-B353-A1DA17FF89C9,,MOD00220,TRANE,,,,,,
3FFE9990-8C28-4054-B9C2-1DA4344576B7,,BD764710901V,ECR INTERNATIONAL,,,,,,
3WEUVMWIRYLSKBFG37T58N16O3FOMHPW2H3L,,6260900,NORDYNE,,,,,,
3WYFX25TIEH9VJWICMH0E2M9SY2XWP9GQI7A,,327363401,FRIGIDAIRE,,,,,,
400181FE-EE5C-424C-8DC8-3AE4079BB389,,C8107-016-0074C,BARD,,,,,,
40036AEB-63BE-4332-8092-DE9F92468102,,38AP404695,CARRIER,,,,,,
400E630B-8BD6-41B9-98C7-08F05FF61EC8,,S1-03100546000,YORK UPG,,,,,,
40122903-F338-4EA1-9F17-9442DD65F4E7,,00EFN500015800A,CARRIER,,,,,,
40176702-7747-46A5-9729-2F89BA7DF3AD,,30GT414160,CARRIER,,,,,,
40177E3D-BBCD-4AAD-949D-79A0857971C9,,S1-02526981000,YORK UPG,,,,,,
4018A542-9B7B-40ED-B09C-E4C5B8A630FB,,600400583,CARRIER,,,,,,
401D1D14-93BE-4965-83D0-B5CE30C2F6DD,,HK61AE020,CARRIER,,,,,,
401E337C-9BD9-4C6E-9536-469F30327D30,,CPN00696,TRANE,,,,,,
40245090-20A7-4B99-A9C9-F5EB6546AEBF,,30221000009,GREE,,,,,,
402953DC-E4C0-48DA-8492-DC6A12D053AD,,S1-03101260000,YORK UPG,,,,,,
402ADEDF-D76C-4619-80A3-AEA00C00BC43,,30GU400438,CARRIER,,,,,,
403509DE-0C3A-4B5B-B7EA-6BF0D83B9565,,32GB500372EE,CARRIER,,,,,,
4038BC1D-41A2-4078-B703-301587113A67,,610201,TEXAS FURNACE,,,,,,
403A7262-B02A-4CAC-B4C1-50C64E8349AF,,C8106-035-0005A,BARD,,,,,,
4042EB64-69B8-41B7-9242-6E0C8B451C1F,,50NP400605,CARRIER,,,,,,
4046B872-4CE0-400B-83AE-5C1CF3930587,,74753,HEIL,,,,,,
404DA09C-08CF-4DD4-8D62-51CA5499878E,,8510515834300,SANYO,,,,,,
404DD8B8-0F4C-4AAE-B101-95DC9AA1A2B3,,62-105563-01,RHEEM,,,,,,
404E2370-3863-4D9C-8D8B-AB3FF4B35EA2,,69700,,,,,,,
40500624-95A2-4944-A04C-6113A98AC872,,20158901,GOODMAN,COMMUNICATION BOARD,,,,,
405141E7-26AD-47D1-9301-14EAC580DD17,,350836,THERMO PRIDE,,,,,,
40582598-6F87-4EB2-B5BF-9988ECA8B009,,47-102738-96,RHEEM,,,,,,
4058725D-2CD6-4987-91A6-ADCF909DDD05,,MOD01570,TRANE,,,,,,
405A82E9-DBAD-4856-9769-6B9912DB55CE,,0130A00128,GOODMAN,,,,,,
405B9582-0763-4229-A375-0204B52ED2F4,,17122000051264,CARRIER,,,,,,
405C34E4-A54A-41F1-8597-4BA4CD3CB435,,R61Y32281,MITSUBISHI,,,,,,
406B61B3-53C6-4962-A5BA-F693BF73BE8E,,E2210J450,MITSUBISHI,,,,,,
406D1252-8A64-427A-9957-F840CBB98426,,30294000009,GREE,,,,,,
40714F4F-167F-42F3-AE09-6FCE4DC0266F,,6230978485,SANYO,,,,,,
4073379E-1919-49E1-81B7-72099BED3558,,9705717039,FRIEDRICH,,,,,,
40739C1A-8D95-41B4-814D-73814C99CBD1,,1331264,GOODMAN,,,,,,
4073F9DC-BA74-4CBB-92EB-2EF5A56003EF,,203325290124,SEA BREEZE,,,,,,
40775E29-1D61-4605-9664-D4A8E14E5683,,BRD02627,TRANE,,,,,,
407BE488-61DC-4187-B861-451A0337326C,,48NG480258,CARRIER,,,,,,
407D9B68-F325-4EA9-B74C-ACAF91E8A963,,E12E66450,MITSUBISHI,,,,,,
407E0608-AEBA-4303-8557-4CD1787768C3,,MOD00853,TRANE,,,,,,
4082FA50-7BC1-44CA-9D52-CF2174889596,,38AP405111,CARRIER,,,,,,
40837961-9A1B-4F9E-8AC6-1EB6A0635484,,CPN00697,TRANE,,,,,,
4084B781-C0A5-4E1E-A6EE-2400C542CB90,,01269405,AIRWELL,,,,,,
40853174-C4F6-49A8-A5AE-EDC0B248178E,,614252,SEARS,,,,,,
408AAF7E-294E-4804-9D4F-DD48AB7FB756,,S1-32436081238,YORK UPG,,,,,,
408B679F-83E1-4218-92E5-516032F62577,,1091A000,NUTONE,,,,,,
408F5447-6B51-4EA3-9B09-728519597712,,550002298,CARRIER,,,,,,
408FB8FD-192F-41C9-87A5-5DDC0D33866B,,9705914377,FUJITSU,,,,,,
4091D1A9-B5C6-495D-9C19-69AF16564193,,S1-DL30565043,YORK UPG,,,,,,
4093ED81-49BE-43F1-80AF-86701BDA1B55,,0600400508,CARRIER,,,,,,
40998367-CA47-4B68-8E94-C6ACB41E515A,,02379A010,ARMSTRONG,,,,,,
409A442E-145A-4429-ABE8-9CFE7DE79A9E,,CES0110018-00,CARRIER,,,,,,
40A6A853-1AC6-4BE4-9B6F-8812197F3443,,50DW410309,CARRIER,,,,,,
40A70062-6050-4AE5-8340-FC3CD8507E23,,CES0110053-00,CARRIER,,,,,,
40AE092D-68D4-46B7-B168-060CEE8838A5,,10207712,AMANA,MAIN CONTROL BOARD,,,,,
40AE7819-5CDF-48A5-BC4F-B68485872237,,00EFN500034100A,CARRIER,,,,,,
40B04ED0-9550-474D-BC9C-446391502D69,,BFY94XX008,TRANE,,,,,,
40BB24D0-19A9-4E29-8165-A71CF15CD994,,AC1390-6,TECUMSEH,,,,,,
40BD2806-1712-4293-A443-E9B424D9B132,,P-8-2471,LENNOX,,,,,,
40C601E7-9C21-47E5-99E4-C7FA2C8FA030,,62-102784-01,RHEEM,,,,,,
40D2361D-DF07-471D-83E2-1EF1828DB2EC,,85947411,SANYO,,,,,,
40D5E144-5ACB-4617-B387-A9CE60C94049,,RLY3003,LOCHINVAR,,,,,,
40DCB1DD-F23D-4CA5-9343-8BAB7704CB29,,38AP400514,CARRIER,,,,,,
40DDADAE-8366-49B7-A389-602AD26FDE30,,R61266280,MITSUBISHI,,,,,,
40E84FD3-1ACB-4534-A190-31E05ACC6F3C,,CPN00418,TRANE,,,,,,
40EB6B6A-E03C-4561-832F-0D295D89475E,,38AP404205,CARRIER,,,,,,
40FA05B5-F5EA-4BF0-A797-E416D84D63A1,,0600400007,CARRIER,,,,,,
40FEBC42-4C52-4E1E-B7FD-342B2442AF5A,,3104300211,DAEWOO,,,,,,
4101B071-03EB-4CED-818C-D8F08240F435,,00EFN500037812A,CARRIER,,,,,,
41085E98-9E5E-4352-A470-53E35CC6C257,,195265,REZNOR,,,,,,
410C55B7-B5D8-43D3-9B01-4E51A7FB5EEB,,38CU400384,CARRIER,,,,,,
41104335-7726-432C-8FC4-703A69AEACE0,,6871A20514A,COMFORT,,,,,,
4110D78C-FA61-427E-BBAC-C08DE3CAD8EE,,GC701,COLDSPOT,,,,,,
4115BA78-0690-4CDE-B32B-0CDAC2B3D5CB,,6871A20388B,LG,,,,,,
411656FB-DC7D-401E-94DA-F1A34762DAC7,,61921210,FRIEDRICH,,,,,,
4119DCF9-9C6A-496D-B5AB-BFF3C4FA0300,,6025096,DAIKIN,,,,,,
4120CF0E-0893-42A1-BD9A-9D23FA3B6244,,HK42FZ024,CARRIER,,,,,,
41269EEA-43B9-46AF-BFC8-03944BA5706B,,T2W500440,MITSUBISHI,,,,,,
4126A927-422A-4BCD-B1E3-0507AD394ACF,,201375590168,MIDEA,,,,,,
4127124D-400F-42F2-9FB6-A3710861F299,,E02A58440,MITSUBISHI,,,,,,
412B82AF-1067-4A87-AE6C-301E799DC06B,,GX484560-2120,MOVINCOOL,,,,,,
412D109F-C672-468A-AF1A-418027FB0408,,CPN00674,CUMBERLAND,,,,,,
4133E8E1-49EA-4366-80BD-4D371A504BF5,,0600400983,CARRIER,,,,,,
4134E520-B252-440B-BA34-93E6BEA56D5C,,T2W2G6451,MITSUBISHI,,,,,,
4137F61E-7B4F-4688-9956-931E7694CC6B,,S1-03101098001,YORK UPG,,,,,,
413C150D-16F4-4F0F-968F-8BDF80670ED0,,304459-736,CARRIER,,,,,,
4140DD4A-8105-4628-97AA-B4F4C659EC8C,,38AP401307,CARRIER,,,,,,
4144BE09-CB31-4460-B8EE-86058956E390,,LB-66434A,LENNOX,,,,,,
414B9FF3-DCA6-48C5-81E5-4D66A3C6C113,,38AP400488,CARRIER,,,,,,
414C4EC6-FAB2-4AA0-AA2F-E20EF045870B,,30148210,THERMAL ZONE,,,,,,
414E7162-D805-45E0-9CDE-ED8C9629CA66,,HK38EA017,CARRIER,,,,,,
414EA2AF-3A4F-45FE-8C6C-88A476858DD1,,8404-5507,RHEEM,,,,,,
414F06B7-7544-4638-9768-53885B42AFB0,,20300002,GOODMAN,,,,,,
41535D56-1388-4194-8CE9-ACD63148A56F,,1172833,HEIL,,,,,,
41555CC8-465A-46B7-BCCD-4E7E35D835CA,,LB-63K8901,LENNOX,,,,,,
415EE8E6-E0F7-4D40-B617-DD837DC1172B,,38AP402660,CARRIER,,,,,,
415FC460-0FB2-42E4-8C67-E4E719E5718B,,BFY94XX002,TRANE,,,,,,
4160F6B7-CA81-470E-8BCE-D2FFD3819B48,,4009486,DAIKIN,,,,,,
41639AA4-99E3-4A00-B675-94E92C97F45A,,CPN00960,TRANE,,,,,,
4165DE41-CA1C-4EE0-A419-EF23B9BC784F,,301484421,GREE,,,,,,
4166C9FA-BB6C-453A-B512-A4D01AD2AFFE,,AS-52445-11,RHEEM,,,,,,
416CBD9D-1847-4797-BBE6-9A7BD45A9436,,1001F-151X01,RINNAI,,,,,,
416DE26F-1B25-440E-98CB-B7FAC4052EBD,,89K24,LENNOX,,,,,,
416FA279-F930-43F9-BF2B-97E42C3347F4,,C8105-60-108,BARD,,,,,,
4181C3CF-3D47-45BB-B6E6-0B47C720C7A3,,HK42ER239,CARRIER,,,,,,
4182488B-6A9D-4800-8E84-809BD182EC16,,CPN00501,TRANE,,,,,,
41851852-83BF-4B03-91CF-6B54F477E3CC,,CPN00590,TRANE,,,,,,
4188FCE3-949E-431D-B1E5-C85DD3DCFB9A,,62-24320-02,RHEEM,,,,,,
418AAB77-FFE2-45EB-9B13-3BC3E401206F,,T7W850315,MITSUBISHI,,,,,,
418DE22E-F27C-4902-968A-653A6EA109AD,,00EFN500145514A,CARRIER,,,,,,
418DE2DA-C6A4-4388-8063-67F004F5225C,,305100482,GREE,,,,,,
41904C53-78E5-4234-A679-8647AE2A11CC,,61921100,FRIEDRICH,,,,,,
4192001F-298A-40E2-95A1-0075B7E4D77E,,50DJ407964,CARRIER,,,,,,
41930CD8-BEE2-41A0-9370-A72B855B4127,,1548497,DAIKIN,,,,,,
41945C2F-61B6-4AD9-B4BD-2A3DB33A80BE,,HK44EQ260,CARRIER,,,,,,
41956AE6-1BDA-4375-B4D8-2BBA16B4D626,,CPN00246,TRANE,,,,,,
4199A4E5-B68E-412F-B9EA-4F00DDF720CF,,ED-511,RINNAI,,,,,,
419CD506-47FC-4C75-B20D-E3FE86C34857,,0600400504,CARRIER,,,,,,
419E8F14-C710-448F-AADD-09EC6F918F2A,,BRD03007,TRANE,,,,,,
41A30E48-4697-4015-ABAE-5EE4D3372D66,,50BJ400274,CARRIER,,,,,,
41A4F8B2-1EE1-482A-BF91-3166B5E27412,,HN61EA012,CARRIER,,,,,,
41A7BDFC-13D6-4363-A0E4-5A5CC51FB308,,336830345R,THERMAL ZONE,,,,,,
41B01ACE-DA38-4D1F-AC0E-89BC57346B54,,30GX405176,CARRIER,ECM MODULE,,,,,
41B62DBF-E834-4FE9-A7DF-75BC9C017739,,52CE480311,CARRIER,,,,,,
41BEB48D-89E5-4C6C-B7EF-9CDA4C23B799,,38AP401211,CARRIER,,,,,,
41C96375-9BCF-40C3-BC99-5741B8D05E05,,52CQ481001,CARRIER,,,,,,
41CB2D52-FADC-4CAF-A1AB-0DC01E29D447,,47-104039-01,RHEEM,,,,,,
41D0D839-6B18-49FC-822D-5D698FFFCCAD,,1134A000,BROAN-NUTONE,,,,,,
